OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoX,GeoY,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0160,"FORMER TANNERY P.H.,BURROWES STREET,WALSALL,WS2 8NX",http://mymaps.walsall.gov.uk/,-1.988963,52.590365,0.07,not owned by a public authority,permissioned,full planning permission,29/09/2016,,,10,10,,residential development is under construction on site,29/12/2017,29/12/2017,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0162a,"FORMER WORKS SITE C/O CEMETERY ROAD,VILLIERS STREET,WILLENHALL,WEST MIDLANDS",http://mymaps.walsall.gov.uk/,-2.052831,52.588097,0.16,not owned by a public authority,not permissioned,,,,,14,14,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0162b,"Villiers Street (AJM Buildings), Willenhall",http://mymaps.walsall.gov.uk/,-2.052094,52.588238,0.16,not owned by a public authority,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0176,"LAND ADJACENT BENTLEY GREEN, BENTLEY ROAD NORTH, WALSALL",http://mymaps.walsall.gov.uk/,-2.023404,52.581653,0.78,not owned by a public authority,not permissioned,,,,,144,144,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0181,"LAND AT FORMER CAPARO WORKS, BETWEEN THE WYRLEY AND ESSINGTON CANAL,MINER STREET, GREEN STREET AND OLD BIRCHILLS, WALSALL",http://mymaps.walsall.gov.uk/,-1.994487,52.593301,6.53,not owned by a public authority,permissioned,outline planning permission,24/12/2019,,,252,252,,,29/12/2017,10/03/2020,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0185,"BENTLEY MOOR CLUB,BENTLEY DRIVE,WALSALL,WEST MIDLANDS",http://mymaps.walsall.gov.uk/,-2.000702,52.587615,0.27,not owned by a public authority,permissioned,full planning permission,15/02/2015,,,10,10,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0201,"Rear of Pinson Road, Willenhall",http://mymaps.walsall.gov.uk/,-2.060211,52.584069,0.4,unknown ownership,not permissioned,,,,,15,15,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0205,"Corner of Edison Road and Arkwright Road, Beechdale, Walsall",http://mymaps.walsall.gov.uk/,-2.005346,52.600299,0.1,unknown ownership,not permissioned,,,,,11,11,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0207,"SITE OF THE CAVALCADE P.H.,STROUD AVENUE,WILLENHALL,WV12 4DH",http://mymaps.walsall.gov.uk/,-2.036921,52.595142,0.4,not owned by a public authority,permissioned,full planning permission,14/04/2016,,,29,29,,residential developed is under construction on site,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0217a,"Former Petrol Station corner of Bentley Mill Way, Wolverhampton Road West, Walsall",http://mymaps.walsall.gov.uk/,-2.020526,52.584366,0.1,not owned by a public authority,not permissioned,,,,,21,21,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0217b,"Former Lane Arms Public House corner of Bentley Road North, Wolverhampton Road West, Walsall",http://mymaps.walsall.gov.uk/,-2.02135,52.584303,0.24,not owned by a public authority,not permissioned,,,,,12,12,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0303,"LAND (INCLUDING FACTORY COMPLEX AP (UK)) AT HEATHFIELD LANE WEST, DARLASTON",http://mymaps.walsall.gov.uk/,-2.04963,52.565145,8.19,not owned by a public authority,full planning permission,,,,,207,207,,residential development is under construction on site,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0306,"Darlaston Multi-Purpose Centre Site, Victoria Road/ Slater Street, Darlaston",http://mymaps.walsall.gov.uk/,-2.030182,52.570949,0.83,not owned by a public authority,full planning permission,,,,,30,30,,residential development is under construction,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0307,"Former Royal Navy Club, 120 Elmore Green Road, Bloxwich",http://mymaps.walsall.gov.uk/,-2.006556,52.616513,0.1,not owned by a public authority,permissioned,full planning permission,09/11/2015,,,10,10,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0310,"Narrow Lane House and Neighbourhood Office Site, Narrow Lane, Walsall",http://mymaps.walsall.gov.uk/,-2.000006,52.573981,0.42,owned by a public authority,not permissioned,,,,,14,14,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0312,"Pleck Working Men's Club, Pleck Road, Walsall",http://mymaps.walsall.gov.uk/,-2.000493,52.576552,0.24,not owned by a public authority,permissioned,full planning permission,08/03/2016,,,11,11,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0313,"Royal British Legion Club, Broad Lane Gardens, Bloxwich",http://mymaps.walsall.gov.uk/,-2.014654,52.623496,0.71,owned by a public authority,not permissioned,,,,,25,25,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0316,"Premier Aftercare, The Green, Darlaston",http://mymaps.walsall.gov.uk/,-2.032144,52.576156,0.33,not owned by a public authority,permissioned,outline planning permission,18/07/2018,,,14,14,,,29/12/2017,17/12/2018,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0317,"FORMER WARRENERS ARMS, HIGH STREET, BROWNHILLS",http://mymaps.walsall.gov.uk/,-1.924993,52.642774,0.36,not owned by a public authority,not permissioned,,,,,58,58,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0320,"Birway Garage, Newhall Street, Willenhall",http://mymaps.walsall.gov.uk/,-2.049625,52.587426,0.33,not owned by a public authority,permissioned,full planning permission,05/01/2015,,,28,28,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0322,"ROWLEY VIEW, MOXLEY",http://mymaps.walsall.gov.uk/,-2.038788,52.558538,0.61,mixed ownership,not permissioned,,,,,22,22,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO0323,"1 and 3 Woodside Road & 1 and 3 Woodside Close, Walsall",http://mymaps.walsall.gov.uk/,-1.940396,52.56703,0.16,not owned by a public authority,permissioned,full planning permission,25/03/2015,,,14,14,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1009,"Argyle Works, Navigation Street, Greatrex Works, Marsh Street, and William House, Marsh Lane, Walsall",http://mymaps.walsall.gov.uk/,-1.985614,52.584499,0.46,not owned by a public authority,permissioned,full planning permission,17/01/2019,,,222,222,,includes former site HO1008,20/03/2020,20/03/2020,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1101,"69-72 WEDNESFIELD ROAD, WILLENHALL",http://mymaps.walsall.gov.uk/,-2.056078,52.589443,0.09,not owned by a public authority,not permissioned,,,,,6,6,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1102,"LAND TO THE REAR OF 51-61 WOOD LANE, WILLENHALL, WALSALL, WV12 5NF",http://mymaps.walsall.gov.uk/,-2.02463,52.609109,0.21,not owned by a public authority,not permissioned,,,,,6,6,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1110,"PATTISON HOUSE, MIDLAND ROAD, WALSALL",http://mymaps.walsall.gov.uk/,-1.986028,52.58083,0.79,unknown ownership,permissioned,full planning permission,08/09/2017,,,63,63,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1111,"Bath House, Bath Street, Walsall",http://mymaps.walsall.gov.uk/,-1.978389,52.580715,0.18,not owned by a public authority,permissioned,full planning permission,27/01/2017,,,41,41,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1114,"FORMER JOB CENTRE, PINFOLD STREET, DARLASTON, WEDNESBURY",http://mymaps.walsall.gov.uk/,-2.036314,52.565759,0.04,unknown ownership,permissioned,,,,,15,15,,residential development has been completed,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1116,"LAND CORNER OF LEVE LANE/JOHN STREET,WILLENHALL,WALSALL",http://mymaps.walsall.gov.uk/,-2.050723,52.584013,0.04,not owned by a public authority,not permissioned,,,,,12,12,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1117,"44 STRINGES LANE, WILLENHALL",http://mymaps.walsall.gov.uk/,-2.045787,52.58872,0.05,not owned by a public authority,permissioned,full planning permission,20/06/2017,,,12,12,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1118,"LAND ON THE FORMER COALPOOL CLINIC,SITE, OFF ROSS ROAD,RYECROFT,WALSALL,WEST MIDLANDS",http://mymaps.walsall.gov.uk/,-1.973123,52.60443,0.13,owned by a public authority,permissioned,full planning permission,06/03/2015,,,12,12,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1119,"145-147, LICHFIELD STREET, WALSALL, WS1 1SE",http://mymaps.walsall.gov.uk/,-1.977755,52.584938,0.02,unknown ownership,permissioned,full planning permission,22/09/2017,,,12,12,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1120,"Former Roapp Hall, Dorsett Road Terrace, Darlaston",http://mymaps.walsall.gov.uk/,-2.03833,52.566175,0.15,unknown ownership,permissioned,full planning permission,13/12/2016,,,11,11,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1121,"100 & 101, UNION STREET, WILLENHALL, WV13 1PA",http://mymaps.walsall.gov.uk/,-2.053669,52.584944,0.06,not owned by a public authority,permissioned,full planning permission,13/06/2016,,,11,11,,residential development is under construction,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1123,"Former Aldridge Magistrates Court, Rookery Lane, Aldridge, Walsall",http://mymaps.walsall.gov.uk/,-1.915342,52.603126,0.38,unknown ownership,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1125,"Crown and Anchor, West Bromwich Street, Walsall, WS1 4BP",http://mymaps.walsall.gov.uk/,-1.978638,52.57474,0.08,not owned by a public authority,permissioned,full planning permission,29/04/2016,,,9,9,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1126,"12-13 MARKET HOUSE AND 20-23 LOWER HALL LANE, WALSALL, WS1 1RL",http://mymaps.walsall.gov.uk/,-1.980877,52.581843,0.07,unknown ownership,permissioned,full planning permission,16/06/2017,,,11,11,,,29/12/2017,10/03/2020,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1128,"Land Rear of 3 Church Road to 39 High Street, Brownhills.",http://mymaps.walsall.gov.uk/,-1.931771,52.647245,0.1,unknown ownership,permissioned,full planning permission,10/08/2017,,,8,8,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1129,"RUDGE CLOSE GARAGES, SHORT HEATH",http://mymaps.walsall.gov.uk/,-2.038939,52.595256,0.21,not owned by a public authority,not permissioned,,,,,8,8,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1131,"33 MARKET PLACE,WILLENHALL,WV13 2AA",http://mymaps.walsall.gov.uk/,-2.053069,52.583778,0.06,not owned by a public authority,permissioned,full planning permission,21/12/2016,,,8,8,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1133,144 WALSTEAD ROAD,http://mymaps.walsall.gov.uk/,-1.96654,52.563903,0.09,not owned by a public authority,permissioned,full planning permission,14/12/2016,,,7,7,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1135,"Queslett Centre, Lakeview Close, Walsall, B43",http://mymaps.walsall.gov.uk/,-1.913679,52.550911,0.9,owned by a public authority,permissioned,full planning permission,06/11/2015,,,7,7,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1137,"Alexander House, 52 , Bradford Street, WALSALL, WS1 3QD",http://mymaps.walsall.gov.uk/,-1.983965,52.580499,0.02,unknown ownership,permissioned,full planning permission,13/10/2016,,,7,7,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1140,"THE SUBSTATION, PARK LANE, DARLASTON WS10 9SE",http://mymaps.walsall.gov.uk/,-2.017796,52.570374,0.15,not owned by a public authority,permissioned,full planning permission,28/04/2017,,,6,6,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1141,"96 VALLEY ROAD, BLAKENALL (Site of)",http://mymaps.walsall.gov.uk/,-1.990106,52.616217,0.21,not owned by a public authority,permissioned,full planning permission,04/09/2017,,,6,6,,residential development has been completed,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1142,"BURLEIGH HOUSE, 2, BOX STREET, WALSALL, WS1 2JR",http://mymaps.walsall.gov.uk/,-1.97106,52.58127,0.04,not owned by a public authority,permissioned,full planning permission,05/07/2016,,,6,6,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1143,"7, BRADFORD LANE, WALSALL",http://mymaps.walsall.gov.uk/,-1.982133,52.581315,0.02,unknown ownership,permissioned,full planning permission,06/12/2016,,,6,6,,residential development has been completed,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1145,"LANTERN HOUSE, 129-130, LICHFIELD STREET, WALSALL, WS1 1SY",http://mymaps.walsall.gov.uk/,-1.976058,52.586344,0.1,unknown ownership,permissioned,full planning permission,25/05/2017,,,6,6,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1146,"Rear of No. 79, 80, 81, ABLEWELL STREET, WALSALL, WS1 2EU",http://mymaps.walsall.gov.uk/,-1.974347,52.582778,0.02,not owned by a public authority,permissioned,full planning permission,23/08/2017,,,6,6,,,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1147,"15-16, LOWER HALL LANE, WALSALL, WS1 1RL",http://mymaps.walsall.gov.uk/,-1.980593,52.58206,0.04,unknown ownership,permissioned,full planning permission,13/10/2017,,,6,6,,residential development has been completed,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1148,"17-19, LOWER HALL LANE, WALSALL, WS1 1RL",http://mymaps.walsall.gov.uk/,-1.980739,52.581975,0.03,unknown ownership,permissioned,full planning permission,13/10/2017,,,6,6,,residential development has been completed,29/12/2017,10/03/2020,10/03/2020
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1149,"74 BRADFORD STREET, WALSALL WS1 3QD",http://mymaps.walsall.gov.uk/,-1.982931,52.581812,0.02,not owned by a public authority,not permissioned,,,,,5,5,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1317,"LAND BETWEEN WOOD STREET AND LOWER LICHFIELD STREET, WILLENHALL",http://mymaps.walsall.gov.uk/,-2.049554,52.585867,0.53,not owned by a public authority,not permissioned,,,,,103,103,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1340,37-38 BRADFORD STREET,http://mymaps.walsall.gov.uk/,-1.982721,52.581127,0.07,not owned by a public authority,permissioned,,,,,26,26,,,29/12/2017,10/03/2020,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1342,"MURCO SERVICE STATION, PINFOLD STREET, DARLASTON",http://mymaps.walsall.gov.uk/,-2.035842,52.565473,0.12,not owned by a public authority,not permissioned,,,,,16,16,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1346,POOL STREET (site of former 12 to 15),http://mymaps.walsall.gov.uk/,-1.972583,52.581722,0.09,not owned by a public authority,not permissioned,,,,,10,10,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1347,"STATION STREET WMC, 119 MILTON STREET,WALSALL,WS1 4LW",http://mymaps.walsall.gov.uk/,-1.98762,52.571914,0.05,not owned by a public authority,not permissioned,,,,,10,10,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1348,"RYECROFT VILLAS, PROFFITT STREET",http://mymaps.walsall.gov.uk/,-1.98078,52.594392,0.11,not owned by a public authority,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1351,"THE BELLE VUE ,MOAT ROAD,WALSALL,WS2 9PR",http://mymaps.walsall.gov.uk/,-1.9984,52.584334,0.11,not owned by a public authority,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1352,"LAND BETWEEN 108 AND 120 COLTHAM ROAD, WILLENHALL",http://mymaps.walsall.gov.uk/,-2.033758,52.606563,0.05,not owned by a public authority,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1353,"CALDMORE GREEN CLUB, 19 WEST BROMWICH STREET, WALSALL, WS1 4BP",http://mymaps.walsall.gov.uk/,-1.979837,52.575336,0.06,not owned by a public authority,not permissioned,,,,,9,9,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1355,"25,CROFT STREET,WILLENHALL,WALSALL,WEST MIDLANDS,WV132NU",http://mymaps.walsall.gov.uk/,-2.057235,52.585115,0.05,not owned by a public authority,not permissioned,,,,,8,8,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1356,"7 PAULS COPPICE,BROWNHILLS,WALSALL,WS8 7DE",http://mymaps.walsall.gov.uk/,-1.926447,52.637145,0.11,not owned by a public authority,not permissioned,,,,,8,8,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1357,"192 LICHFIELD ROAD, BROWNHILLS, WALSALL",http://mymaps.walsall.gov.uk/,-1.920877,52.650383,0.29,not owned by a public authority,not permissioned,,,,,8,8,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1358,"ADJ 44 BULL LANE, DARLASTON",http://mymaps.walsall.gov.uk/,-2.046777,52.556501,0.14,unknown ownership,not permissioned,,,,,6,6,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1359,"152 BEACON ROAD, GREAT BARR",http://mymaps.walsall.gov.uk/,-1.910174,52.5575,0.11,not owned by a public authority,not permissioned,,,,,6,6,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1360,"ANCHOR HOUSE, ANCHOR ROAD, ALDRIDGE",http://mymaps.walsall.gov.uk/,-1.917402,52.603072,0.02,unknown ownership,not permissioned,,,,,6,6,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1363,"9 UPPER LICHFIELD STREET, WILLENHALL, WV13 1PB",http://mymaps.walsall.gov.uk/,-2.052682,52.583687,0.06,not owned by a public authority,not permissioned,,,,,5,5,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1364,"74 & 75 Stafford Street, Willenhall, WV13 1RT",http://mymaps.walsall.gov.uk/,-2.05521,52.585215,0.05,not owned by a public authority,not permissioned,,,,,5,5,,planning permission expired,29/12/2017,29/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1365,"18-20 GOODALL STREET,WALSALL,WS1 1QL",http://mymaps.walsall.gov.uk/,-1.976876,52.583342,0.01,not owned by a public authority,permissioned,,,,,1,1,,,29/12/2017,10/03/2020,
http://opendatacommunities.org/id/metropolitan-district-council/walsall,HO1366,"23, HARRY PERKS STREET AND 32 WEBSTER ROAD, WILLENHALL, WV13 1BN",http://mymaps.walsall.gov.uk/,-2.054285,52.592379,0.09,not owned by a public authority,not permissioned,,,,,5,5,,planning permission expired,29/12/2017,29/12/2017,
