OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR011,,"1-7 Church Walk, Mancetter",,OSGB36,431852,296940,0.29,not owned by a public authority,yes,permissioned,full planning permission,22/08/2014,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=109502,,20,Demolition of block of 4 shops & 4 maisonettes & construction of 14 flats & 6 houses,,,,,,,"Discharge of conditions application approved in 2017, DOC/2017/0030",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR012,,"Chapel End Social Club, Coleshill Road, Hartshill",,OSGB36,432575,293331,0.23,not owned by a public authority,yes,permissioned,full planning permission,16/06/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110576,,13,Demolition of existing social club & erection of 13 dwellings,,,,,,,"Variation of conditions approved in 2016, PAP/2016/0551. Discharge of conditions application approved, DOC/2018/0040",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR013,,"Shortwoods Day Centre, The Shortwoods, Dordon",,OSGB36,426051,300486,0.44,not owned by a public authority,yes,permissioned,full planning permission,15/09/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111802,,27,Demolition of existing building and construction of new supported housing for residents with learning difficulties/physical disabilities/mental health (21 no: self-contained apartments and 6 no: shared living bedrooms),,,,,,,"Variation of conditions approved in 2017, PAP/2017/0493",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR014,,"L S Court Ltd, Coventry Road, Fillongley ",,OSGB36,429024,286378,0.94,not owned by a public authority,yes,permissioned,full planning permission,18/04/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114973,,5,"Demolition of existing buildings and construction of 5 new dwellings with associated access, parking and turning facilities",,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR015,,"31 Plough Hill Road, Chapel End ",,OSGB36,432261,293265,0.47,not owned by a public authority,yes,permissioned,outline planning permission,06/11/2013,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=99658,,11,Outline - residential development of 7x5 bed houses & terrace of 4x2 bed houses,,,,,,,"Variation of conditions approved in 2016, PAP/2015/0699",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR016,,"14 Market Street, Polesworth ",,OSGB36,426013,302170,0.12,not owned by a public authority,yes,permissioned,full planning permission,12/04/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=115229,,7,"Demolition of existing building, conversion of existing building into 4 no: 1 bed flats, construction of 2 no: 2 bed houses and 1 no: 3 bed house, access and parking",,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR017,,"Rowan Centre, North Street, Atherstone",,OSGB36,431001,297864,0.17,not owned by a public authority,yes,permissioned,full planning permission,21/08/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113976,,16,Erection of supported living facility and conversion of existing building into 16 supported living flats with associated Community Room,,,,,,,"Discharge of conditions approved in 2017, DOC/2017/0087",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR018,,"61 Coventry Road, Coleshill",,OSGB36,420171,288462,0.21,not owned by a public authority,yes,permissioned,other,05/09/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114648,,9,Prior Notification for change of use from office use (class B1a) to nine residential apartments (class C3),,,,,,,"Discharge of conditions pending, DOC/2016/0097",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR019,,"BEC Engineering Ltd, Richmond Road, Atherstone",,OSGB36,430705,297316,0.11,not owned by a public authority,yes,permissioned,reserved matters approval,12/11/2014,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=110638,,6,Approval of reserved matters pursuant to outline permission ref. PAP/2009/0126 for demolition of existing factory premises and erection of 6 dwellings with associated parking and landscaping,,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR020,,"Hatters Arms, Church Road, Warton ",,OSGB36,428245,303630,0.09,not owned by a public authority,yes,permissioned,full planning permission,17/07/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111235,,7,Conversion of former public house into four 2-bedroom apartments and construction of two 3-bedroom houses and one 2-bedroomed house on the former car park area,,,,,,,"Discharge of conditions approved in 2015, DOC/2015/0054",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR021,,"Atherstone College, Ratcliffe Road, Atherstone ",,OSGB36,431055,297909,0.19,owned by a public authority,yes,permissioned,outline planning permission,28/06/2016,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=112344,,13,Outline - Change of use of existing college to residential including conversion of existing building and erection of new block,,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR022,,"The Angel Inn, 24 Church Street, Atherstone",,OSGB36,430793,297946,0.1,not owned by a public authority,yes,permissioned,full planning permission,07/04/2016,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=111345,,12,"Part demolition of rear extension. Construction of 1 small retail unit and first floor storage. Erection of 5 pairs of 2 bedroom semi-detached dwellings & 2 one bedroom flats, with associated access ways and bins store and fencing",,,,,,,"Discharge of conditions pending, DOC/2018/0042",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR023,,"49 High Street, Polesworth",,OSGB36,426499,302632,0.21,not owned by a public authority,yes,permissioned,outline planning permission,17/01/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113473,,5,Outline application for clearance of derelict buildings and erection of 5 detached dwellings and access,,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR024,,"Croft Mead Business Centre, Croft Mead, Ansley",,OSGB36,430180,291393,0.2,not owned by a public authority,yes,permissioned,full planning permission,07/02/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113504,,10,Redevelopment of commercial yard to accommodate 10 dwellings,,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR025,,"Clinic and Welfare Centre, Coventry Road, Kingbsury",,OSGB36,421692,296351,0.15,not owned by a public authority,yes,permissioned,full planning permission,07/03/2017,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=113593,,6,Erection of 6 dwellings on site formerly occupied by the Kingsbury Health Centre,,,,,,,"Discharge of conditions and variation of conditions applications approved in 2017, DOC/2017/0060 and PAP/2017/0464, DOC/2018/0085 pending",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR026,,"Bridge House, 80 Coleshill Road, Atherstone",,OSGB36,430587,297460,0.18,not owned by a public authority,yes,permissioned,full planning permission,12/04/2011,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=95303,,14,"Partial demolition of existing commercial premises and re-development with 14 dwellings, inc. erection of 7 new dwellings & conversion of retained existing buildings into 7 dwellings",,,,,,,"Variation of conditions applications approved in 2014 and 2017, PAP/2013/0104 and PAP/2017/0343",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR027,,"Coton House, Haunch Lane, Lea Marston",,OSGB36,420323,294108,0.44,not owned by a public authority,yes,permissioned,full planning permission,20/09/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=114084,,10,"Redevelopment of site for the erection of ten dwellings with associated access, car parking and landscaping. Demolition and removal of existing kennels, cattery and stable buildings.",,,,,,,,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR028,,"Corley Nurseries, Church Lane, Corley",,OSGB36,429802,285170,0.74,not owned by a public authority,yes,permissioned,full planning permission,05/10/2015,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=104816,,17,Residential development of 17 houses & bungalows,,,,,,,Numerous variation of conditions and discharge of conditions applications approved,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR029,,"Kingsbury Hall, Coventry Road, Kingsbury",,OSGB36,421432,296337,1.18,not owned by a public authority,yes,permissioned,full planning permission,06/05/2009,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=88623,,29,Restoration of the historic hall and conversion to 9 apartments. Conversion of existing 19th century barns and inclusion of new infill construction to provide 7 new residential units. Construction of 13 new residential units. Demolition of 20th century bungalow and adjacent barn structure. Consolidation of 19th Century curtain walling,,,,,,,Vacant Grade II* 16C Manor House currently on Historic Englands Heritage at Risk Register. Residential conversion of the building has commenced. Final repairs and reuse have yet to be achieved. A mixed use application is currently under consideration PAP/2018/0686,13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR030,,"Corley Motors, George Street, Arley",,OSGB36,429282,289937,0.24,not owned by a public authority,yes,permissioned,full planning permission,17/11/2012,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,10,"Erection of 10 dwellings together with associated landscaping, parking and access arrangements",,,,,,,"Variations and discharges of conditions applications approved in  2015 and 2018, PAP/2015/0161, PAP/2018/0212, DOC/2013/0012 and DOC/2018/0018",13/12/2018,13/12/2018
http://opendatacommunities.org/id/district-council/north-warwickshire,North Warwickshire Borough Council,BFR031,,"Cedar House, Kingsbury Road, Lea Marston",,OSGB36,420812,294906,0.32,not owned by a public authority,yes,permissioned,outline planning permission,18/01/2018,http://planning.northwarks.gov.uk/portal/servlets/ApplicationSearchServlet,,5,"Outline - demolition of existing buildings and erection of five dwellings, with associated gardens, parking and garages (with all matters reserved)",,,,,,,,13/12/2018,13/12/2018
