OrganisationURI,OrganisationLabel,Site Ref,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,Ownership Status,Site Yes (within 5 years),Planning_Status_Reference,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2943,,"Coneygre Road/ Burnt Tree,
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396257,291359,1.11,,,Permissioned,Other,2012,,No,39,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2946,,"Site surrounding former Post office and
Telephone exchange,
Horseley heath,
tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397191,292252,0.63,,,Permissioned,Other,2012,,No,22,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2948,,"industrial Site on Salem St,
Great Bridge,
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397790,292153,0.17,,,Permissioned,Other,2012,,No,11,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2952,,"Lower Church Lane,
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396568,292445,0.38,,,Permissioned,Other,2012,,No,13,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2972,,"Used Car Sales site on corner of Lower Church Lane
and Horseley Heath
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396854,291949,0.56,,,Permissioned,Other,2012,,No,20,,,,,,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2974,,88/90 dudley Rd West,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396736,290751,0.37,,,Permissioned,Other,2012,,No,13,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2980,,"Clay Lane,
Oldbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399124,287906,0.28,,,Permissioned,Other,2012,,No,12,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2982,,"Land at Portway Road & Hawes Lane,
Tippity Green,
Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396739,287680,1.13,,,Permissioned,Other,2012,,No,40,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2983,,"Land at Tippity Green ,Portway Road,
Allsops Hill,
Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396778,287846,0.38,,,Permissioned,Other,2012,,No,13,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2985,,"STW/SMBC Land,
Friar Park Road,
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400725,295372,27.87,Public Ownership,,Permissioned,Other,2012,,No,750,,,,Part SMBC and part private,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2986,,"Friar Street,
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399905,295216,1.01,,,Permissioned,Other,2012,,No,38,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2987,,"Wolverhampton Road and Anvil Drive,
Oldbury
B69 2JW",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398322,288810,0.31,,,Permissioned,Other,2012,,No,11,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2996,,"Thompson Road
Oldbury
B68 8QE",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399561,287999,1.16,,Yes,Permissioned,Other,2012,,No,41,,,,DC/19/62840,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,2997,,"Cape Hill/ Durban Street/ Raglan Road
Smethwick
B66 4SH",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,403229,287774,2.97,,,Permissioned,Other,2012,,No,104,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3002,,"Rear of Council House,
High Street,
Smethwick, B66 3NT",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402360,288140,0.37,Public Ownership,,Permissioned,Other,2012,,No,13,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3005,,"Knowle Resource Centre, Harvest Road, Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396212,287434,1.10,,,Permissioned,Other,2012,,No,39,,,,,13/12/2018,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3011,,"Langley Maltings,
Western Road,
Langly,
B69 4LY",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399613,288297,2.72,,,Permissioned,Other,2012,,No,95,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3015,,"104-110 Oldbury Road,
Smethwick
B66 1JE",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400888,289344,0.68,Public Ownership,,Permissioned,Other,2012,,No,24,,,,Part SMBC and part private,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3017,,"Sandwell MBC Depot, &
surounds Waterfall Lane,
Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396406,286016,1.36,,,Permissioned,Other,2012,,No,43,,,,,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3018,,"Carisbrooke Close / Crisbrooke Crescent
Friar Park
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,401260,294972,1.01,,yes,Permissioned,Full,01.09.2017,,No,50,,,,DC/17/60558 - under construction,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3019,,Station Road (South),http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396299,285903,0.85,,,Permissioned,Other,2012,,No,33,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3023,,"Macarthur Road Industrial
Estate, Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394226,285515,0.30,Public Ownership,Yes,Permissioned,Other,2012,,No,11,,,,Small area is private,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3025,,"Silverthorne Lane/ Forge
Lane, Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,393760,285875,2.82,,,Permissioned,Other,2012,,No,99,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3029,,"Cradley Road, Lower High
Street, Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394264,285807,0.95,,,Permissioned,Other,2012,,No,33,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3031,,"Station Street / Cradley
Road, Cradley Heath (opp
Majestic Cinema)",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394446,285745,0.29,,,Permissioned,Other,2012,,No,12,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3040,,"Cradley Heath Factory Centre,
Woods Lane,
Cradley Heath, B64 7AQ",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394003,285602,3.32,,Yes,Permissioned,Outline,23.03.2016,,No,135,,,,DC/18/62535,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3040,,"Cradley Heath Factory Centre,
Woods Lane,
Cradley Heath, B64 7AQ",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394003,285602,4.79,,,Permissioned,Other,,,No,168,,,,,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3044,,"Jewson Limited, 89 - 105
High  Rowley, Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396936,286484,0.35,,,Permissioned,Other,2012,,No,12,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3048,,"Land at Newton Rd,
Great Barr",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,403207,293865,0.30,Public Ownership,,Permissioned,Other,2012,,No,16,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3049,,"Land between Addington Way and River
Tame, Temple Way (Rattlechain)",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397814,291077,0.90,,,Permissioned,Other,2012,,No,39,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3128,,"Mill Lane/ Langley Green Road,
Oldbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399350,287980,1.23,,Yes,Permissioned,Full,,,No,47,,,,DC/18/62205,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3138,,"Batman's Hill Pupil Referral Unit,
Adams Close, Princes End",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395557,294086,0.63,,Yes,Permissioned,Full,22.09.2014,,No,28,,,,under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3141,,"Corner of Batmans Hill
Road and Hobart Road,
Princes End, Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395403,294294,0.23,,,Permissioned,Other,2012,,No,8,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3153,,"Former Fisheries Site,
Union Road,
Oldbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398349,290437,2.13,,Yes,Permissioned,Full,05.12.2012,,No,17,,,,5 units completed,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3185,,"The Mill,
Beaconview Road,
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,401752,294249,0.23,,Yes,Permissioned,Full,18.01.2016,,No,32,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3220,,Brown Lion Street/ Bloomfield Road,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395195,293420,0.45,,,Permissioned,Other,2012,,No,25,,,,,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3225,,"Fox Oak Street/ St Annes Road,
Kawasaki Garage",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394334,286085,0.40,,,Permissioned,Other,2012,,No,14,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3227,,"Hall Green Road,
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400885,294395,5.20,,Yes,Permissioned,Reserved Matters,20.05.2016,,No,53,,,,DC/18/62904,30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3260,,"Yard adjacent Waterside Court,
Titford Road,
Oldbury, B69 4QW",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398641,287713,0.04,,,Permissioned,Outline,07.01.2016,,No,6,,,,DC/18/62459,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3309,,"Site Of Former New Talbot
457 Hagley Road",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402394,286154,0.10,,,Permissioned,Outline,04.07.2019,,No,19,,,,DC/19/62591,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3310,,"Site Of 180-190,
Dudley Road,
Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396242,288085,0.15,,Yes,Permissioned,Full,20.06.2012,,No,8,,,,8 units under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3427,,"West Road/South View
Hamstead",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,404353,293222,1.01,,Yes,Permissioned,Full,12.04.2018,,No,47,,,,"32 under construction, all others complete",30/06/2016,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3462,,Unett Atreet/ Raglan Road,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,403301,287882,4.60,,,Permissioned,Other,2012,,No,161,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3467,,"Lower High Street,
(Station hotel & Dunns Site).",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394043,285778,0.28,,,Permissioned,Other,2012,,No,10,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3500,,"Johal Supersave,
90 Oxford Street,
Wednesbury, WS10 0PY",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399680,294985,0.01,,Yes,Permissioned,Full,01.05.2015,,No,5,,,,under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3507,,"Edwin Richards Quarry,
Portway Road,
Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396849,288360,10.10,,,Permissioned,Outline,06.02.2018,,No,281,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,3508,,"Fmr Springfield & Brickhouse Neighbourhood Office
And Adjacent Land Dudley Road 
Rowley Regis",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396311,287992,0.65,,Yes,Permissioned,Full,15.10.2018,,No,26,,,,DC/18/61922,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,4774,,"Former Doctors Surgery
56 Lower High Street
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398837,294798,0.05,,Yes,Permissioned,Full,13.01.2017,,No,14,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,4963,,"Cottage Inn
Wood Green Road
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399507,295823,0.22,,Yes,Permissioned,Full,06.10.2017,,No,14,,,,DC/17/60728,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,5099,,"59 High Street, Rowley Regis,",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397066,286417,0.09,,Yes,Permissioned,Full,12.12.2013,,No,6,,,,under construction,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,5932,,"Site Of Nos 118-152
Whitehall Road
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398079,291980,0.41,,Yes,Permissioned,Full,15.10.2018,,No,20,,,,,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,5938,,"Nags Head
34 Market Place
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397614,292440,0.07,,Yes,Permissioned,Full,20.09.2018,,No,6,,,,DC/18/62081,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,5972,,"Former Corus Premises, Bloomfield Rd, Tipton (5972",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,0.56,,,Permissioned,Other,25.06.2019,,No,20,,,,,30/06/2016,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6020,,"Site Of Former Stone Cross Neighbourhood Office
Clifton Lane
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,401261,293963,0.32,,Yes,Permissioned,Full,25.06.2019,,No,14,,,,DC/18/61923,15/01/2020,15/01/2020,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6061,,"Site Of Former Bridge Pub,
Station Road,
Oldbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399472,288179,0.10,,Yes,Permissioned,Full,09.07.2015,,No,8,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6109,,"D S Devey , Tividale Street, Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396204,291093,0.10,,,Permissioned,Full,2012,,No,7,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6134,,"3 Bull Street West, Bromwich Ringway,
West Bromwich, B70 6EU",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400797,290995,0.03,,Yes,Permissioned,Full,12.12.2013,,No,5,,,,5 units under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6166,,"Site Of Former Lockup Garages Adjacent 37 And 39
Cornwall Avenue
Oldbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400034,285770,0.10,,Yes,Permissioned,Full,12.04.2019,,No,5,,,,DC/19/62729,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6178,,"1-5, 8-17, 21, 72, 73 Market Square
High Street
Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394450,285963,0.17,,Yes,Permissioned,Full,20.07.2015,,No,19,,,,under construction,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6196,,"Former Beer Garden Of Old Blue Ball,
19 Hall End,
Wednesbury, WS10 9ED",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398598,295462,0.11,,Yes,Permissioned,Full,06.05.2016,,No,6,,,,DC/16/59015,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6206,,"West Cross Centre, Oldbury Road/Mallin Street,
Smethwick",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400784,289351,1.06,,,Permissioned,Other,2012,,No,37,,,,,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6261,,"87 Whitehall Road And Land Adjacent To,
West Bromwich, B70 0HG",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398276,291580,0.21,,Yes,Permissioned,Full,22.12.2015,,No,10,,,,under construction,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6279,,"Car Park, Junction Piddock Road/Crocketts Lane, Smethwick",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402395,288441,0.24,,Yes,Permissioned,Full,29.04.2019,,No,11,,,,DC/19/62835,30/06/2016,30/06/2016,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6291,,"The Old Post Office
325 High Street
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400277,291456,0.08,,Yes,Permissioned,Full,13.01.2016,,No,6,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6316,,"9 & Land Adj Station Street
Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394378,285769,0.12,,,Permissioned,Outline,13.03.2017,,No,5,,,,DC/16/59306,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6340,,"Car Park
Victoria Street
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400370,291246,0.11,,Yes,Permissioned,Full,11.01.2017,,No,49,,,,under construction,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6351,,"60 Sandon Road
Birmingham",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402431,286376,0.05,,Yes,Permissioned,Full,15.12.2016,,No,6,,,,DC/16/59630,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6386,,"The Timbertree
65A Valley Road
Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395277,285378,0.16,,Yes,Permissioned,Full,29.09.2016,,No,20,,,,under construction,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6403,,"24 - 30 Claypit Lane
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399331,291896,0.19,,,Permissioned,Outline,11.08.2016,,No,12,,,,DC/16/59414,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6430,,"54 Sandwell Road
West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400272,291716,0.27,,Yes,Permissioned,Full,28.09.2017,,No,10,,,,under construction,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6441,,"Eastern Gateway South (WBPr16), West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400839,290653,1.60,,,Permissioned,Other,2012,,No,150,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6442,,"George Street WBPr18, West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400765,290748,0.74,,,Permissioned,Other,2012,,No,26,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6447,,"206 Toll End Road
Tipton
DY4 0HF",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397422,293352,0.19,,,Permissioned,Outline,28.09.2017,,No,11,,,,DC/16/60065,01/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6473,,Warehouse 134 Franchise Street,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398703,296563,0.14,,,Permissioned,Outline,04.10.2018,,No,13,,,,DC/18/62129,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6475,,"Star and Garter, 252 Duchess Parade, West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400478,291178,0.05,,Yes,Permissioned,Full,20.08.2018,,No,39,,,,DC/18/61831,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6476,,"374 High Street, West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400096,291529,0.13,,Yes,Permissioned,Full,11.09.2018,,No,97,,,,PD/18/01005,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6477,,"Trinity Motors Limited
150 - 152 High Street & 1 South Road
Smethwick
B66 3AJ",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402116,288525,0.11,,,Permissioned,Outline,04.08.2017,,,21,,,,DC/17/60515,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6478,,"Regis Hall And Restaurant
152 Reddal Hill Road
Cradley Heath
B64 5JJ",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395363,286663,0.19,,,Permissioned,Outline,29.09.2017,,,10,,,,DC/17/60471,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6479,,"Former Church Of God Of Prophecy 
72 Regent Street
Smethwick
B66 3BH",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,402345,288506,0.08,,Yes,Permissioned,Full,11.10.2017,,,11,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6480,,78A Oldbury RoadRowley RegisB65 0JS,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397651,286597,0.19,,Yes,Permissioned,Full,20.10.2017,,,30,,,,DC/17/60876,17/12/25018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6481,,Former Regis Lodge50 George AvenueRowley RegisB65 9BD,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397458,286589,0.35,,Yes,Permissioned,Full,31.01.2018,,,39,,,,DC/17/61157,17/12/2018,,
