OrganisationURI,OrganisationLabel,SIteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/031,,"""St Johns Garden Centre, St Johns Lane Newport  Barnstaple EX32 9DD""",https://www.northdevon.gov.uk/media/379123/bfl-bar-031-st-johns-garden-centre-barnstaple-1-2000.pdf,ETRS89,-4.0379603217,51.0720681141,257319,132281,1.6,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2014-10-21,,,44,"""DEMOLITION OF EXISTING GARDEN CENTRE & REDEVELOPMENT OF SITE TO ACCOMMODATE 44 RESIDENTIAL DWELLINGS TOGETHER WITH NEW ADOPTABLE HIGHWAY & ASSOCIATED WORKS (AMENDED DRAWINGS)""",,,44,,,,"""62957: APPROVAL OF DETAILS IN RESPECT OF DISCHARGE OF CONDITION 12 (LIGHTING SCHEME) 18 (LIGHTING PLAN INCLUDING ECOLOGICAL ASSESSMENT), 20 (AMS) & 22 ( ECOLOGICAL SURVEY) ATTACHED TO PLANNING PERMISSION 57304. Approved 03/07/17.

62838 : APPROVAL OF DETAILS IN RESPECT OF DISCHARGE OF CONDITION 3 (WATER COURSE, BUFFER ZONE, LANDSCAPING) 4 (SURFACE WATER DRAINAGE) 5 (LAND CONTAMINATION) 6 (UNSUSPECTED CONTAMINATION) 8 (REFUSE STORAGE), 10 (CONSTRUCTION TRAFFIC MANAGEMENT PLAN) 12 (ROADS, CYCLEWAYS, FOOTWAYS, FOOTPATHS ETC) 16 (SURFACE WATER DISPOSAL) ATTACHED TO PLANNING PERMISSION 57304. Approved 09/06/17""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/033,,"""Land Adjacent Holland Street and Paiges Lane,    Barnstaple EX31 1DP""",https://www.northdevon.gov.uk/media/379118/bfl-bar-033-holland-street-st-paiges-lane-barnstaple-1-750.pdf,ETRS89,-4.0618245521,51.080013369,255672,133211,0.04,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2016-08-18,,,5,"""DEMOLITION OF EXISTING STORE AND COTTAGE AND ERECTION OF SIX RESIDENTIAL APARTMENTS (AMENDED DESCRIPTION & PLANS)""",,,5,6.0,,,"""Gross 6 residential units net 5.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SMO/035,,"""Old Coaching Inn, Queen Street   South Molton EX363BJ""",https://www.northdevon.gov.uk/media/379151/bfl-smo-035-old-coaching-inn-queen-street-south-molton-1-750.pdf,ETRS89,-3.8360840138,51.0175697242,271310,125849,0.28,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2016-09-30,,,7,"""ERECTION OF 7 DWELLINGS (AMENDED PLANS).""",,,7,,,,,2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SMO/036,,"""Quince Honey Farm, North Road   South Molton EX36 3 AZ""",https://www.northdevon.gov.uk/media/379147/bfl-smo-036-quince-honey-farm-north-road-south-molton-1-1250.pdf,ETRS89,-3.8384843385000003,51.020940475399996,271151,126228,1.51,Not owned by a Public Authority,Yes,Permissioned,Outline planning permission,2017-02-28,,,14,"""OUTLINE APPLICATION WITH SOME MATTERS RESERVED FOR ERECTION OF 14 DWELLING (ACCESS, LAYOUT & SCALE).""",,,14,31.0,,,"""Outline planning permission for 14 dwellings on part of the site with a further proposal (no application) to convert existing listed building to housing with a further element of new build to deliver an additional 17 dwellings (Phase II).""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SWI/037,,"""Tannery Site (SWM1a),    Swimbridge EX32 0PL""",https://www.northdevon.gov.uk/media/379149/bfl-swi-037-former-tannery-site-swimbridge-1-1250.pdf,ETRS89,-3.9711070562,51.0521613354,261943,129940,0.56,Not owned by a Public Authority,Yes,Permissioned,Outline planning permission,2016-12-05,,,5,"""OUTLINE PLANNING APPLICATION FOR ERECTION OF FIVE DWELLINGS (INCLUDING
ACCESS, LAYOUT & SCALE) (AMENDED PLANS)""",,,5,5.0,,,,2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/040,,"""Southcliffe Hotel, Torrs Park   ILFRACOMBE EX34 8AZ""",https://www.northdevon.gov.uk/media/379135/bfl-ilf-040-southcliffe-torrs-park-ilfracombe-1-1250.pdf,ETRS89,-4.1309244004000005,51.206265815900004,251239,147387,0.12,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2018-05-14,,,8,"""ERECTION OF EIGHT APARTMENTS TO INCLUDE ASSOCIATED WORKS (ADDITIONAL INFORMATION)""",,,8,10.0,,,"""63053 : ERECTION OF EIGHT APARTMENTS TO INCLUDE ASSOCIATED WORKS (ADDITIONAL INFORMATION). Approved 14/05/18

56334 - Partial demolition of former hotel and erection of 10 apartments. Withdrawn""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/044,,"""Telephone Repeater Station, Rackfield   BARNSTAPLE EX31 1RL""",https://www.northdevon.gov.uk/media/379117/bfl-bar-044-telephone-repeater-station-rackfield-court-barnstaple-1-750.pdf,ETRS89,-4.059656432200001,51.083595046000006,255835,133605,0.23,Not owned by a Public Authority,,Not permissioned,,,,,10,,,,10,20.0,,,,2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/047,,"""Queen Street/Bear Street (BAR6a),    Barnstaple EX32 8XX""",https://www.northdevon.gov.uk/media/379121/bfl-bar-047-queen-street-bear-street-barnstaple-1-1500.pdf,ETRS89,-4.0559127033,51.0799916338,256086,133197,3.2,Mixed ownership,,Not permissioned,,,,,20,,Town centre expansion including a mix of retail and other commercial uses.,,20,60.0,,,"""The site is allocated within the adopted Local Plan (BAR11) for a mix of commercial uses which could aso facilitate an element of residential. The use and proposed number of residential uses on the upper floors, probably in the form of flats will depend on more detailed design work and potential height of any new building.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/049,,"""Golden Coast Amusements, Wilder Road   ILFRACOMBE EX34 9AE""",https://www.northdevon.gov.uk/media/379136/bfl-ilf-049-former-golden-coast-amusements-wilder-road-ilfracombe-1-750.pdf,ETRS89,-4.1244223782,51.20963973,251704,147749,0.1,Not owned by a Public Authority,,Not permissioned,,,,,23,,,,23,,,,"""35991 - DEMOLITION OF REDUNDANT ARCADE & ERECTION OF 23 FLATS & 2 SHOPS (AMENDED PLANS). Lapsed Planning Permission

Site is within a floodzone and existing culvert will need to be diverted.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BTA/051,,"""Workshops, Village Street Bishops Tawton  Barnstaple EX32 0DS""",https://www.northdevon.gov.uk/media/379127/bfl-bta-051-workshops-village-street-bishops-tawton-1-750.pdf,ETRS89,-4.0453917694,51.050893429700004,256733,129941,0.1,Not owned by a Public Authority,,Pending Decision,,,,,5,"""CHANGE OF USE & ALTERATIONS OF THORNCLIFFE WORKS TO FORM 4 DWELLINGS, ALTERATIONS TO THE READING ROOM TO FORM 1 DWELLING TOGETHER WITH ERECTION OF 1 DWELLING""",,,5,6.0,,,"""Proposed for residential in the emerging Local Plan (BTA01)

65757: CHANGE OF USE & ALTERATIONS OF THORNCLIFFE WORKS TO FORM 4 DWELLINGS, ALTERATIONS TO THE READING ROOM TO FORM 1 DWELLING TOGETHER WITH ERECTION OF 1 DWELLING. Pending Decision""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/053,,"""Former Wellington Laundry, Regents Place   ILFRACOMBE EX34 9AA""",https://www.northdevon.gov.uk/media/379138/bfl-ilf-053-former-wellington-laundry-regent-place-ilfracombe-1-750.pdf,ETRS89,-4.1238108605,51.208796467700004,251744,147654,0.08,Not owned by a Public Authority,,Not permissioned,,,,Yes,3,,,,3,5.0,,,"""49797 : DEMOLITION OF WAREHOUSE & ERECTION OF 5 DWELLINGS. Refused 07/04/10""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/INS/057,,"""Mollands Garage, Quay Lane   INSTOW EX39 4JR""",https://www.northdevon.gov.uk/media/379143/bfl-ins-057-mollands-garage-instow-1-750.pdf,ETRS89,-4.1803666283,51.051977225,247277,130333,0.18,Not owned by a Public Authority,,Not permissioned,,,,,7,,,,7,,,,"""Lapsed Planning Permission. Site is allocated for housing in the adopted Local Plan.

41172 - OUTLINE APPLICATION FOR ERECTION OF 7 DWELLINGS TOGETHER WITH IMPROVED ACCESS & VISIBILITY WORKS ON TO QUAY LANE approved 3/10/08. Lapsed permission

52220 - EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING APPLICATION 41172 - Approved 6/6/13. Lapsed permission

52222 : EXTENSION OF TIME LIMIT FOR IMPLEMENTATION OF PLANNING PERMISSION 41173 FOR CONSERVATION AREA APPLICATION FOR DEMOLITION OF NON-LISTED BUILDINGS IN CONNECTION WITH ERECTION OF 7 DWELLINGS TOGETHER WITH IMPROVED ACCESS & VISIBILITY WORKS ON TO QUAY LANE. Approved 13/06/13. Lapsed permission""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/INS/058,,"""Sands Residential Care Home, 4-5 Bath Terrace  Instow Bideford EX39 4JJ""",https://www.northdevon.gov.uk/media/379141/bfl-ins-058-former-sands-residential-home-instow-1-750.pdf,ETRS89,-4.1807988567,51.0541906119,247254,130580,0.14,Not owned by a Public Authority,,Not permissioned,,,,,6,,,,6,,,,"""49762 - CONVERSION OF FORMER CARE HOME TO FORM 12 APARTMENTS. Refused 22/04/16

Site is allocated for about 6 dwellings within the adopted Local Plan.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/063,,"""Chambercombe Bakery (ILF1a), Chambercombe Road   Ilfracombe EX34 9PH""",https://www.northdevon.gov.uk/media/379137/bfl-ilf-063-former-chambercombe-bakery-ilfracombe-1-750.pdf,ETRS89,-4.1045066131,51.204936606400004,253080,147186,0.45,Not owned by a Public Authority,,Not permissioned,,,,,20,,,,20,25.0,,,"""Site is currently occupied as small scale employment although the long term vision is to develop the site for housing.

40002 	Outline Application in respect of demolition of existing buildings & erection of 16 flats & 15 houses Refused 04	/07/05

40737 	Outline Application in respect of demolition of existing buildings & erection of 16 flats & 15 houses together with surface & underground garaging, landscaping & associated works Withdrawn 03/03/06

38946 	Outline Application in respect of demolition of existing buildings & erection of 16 flats & 16 houses together with surface & underground garaging & associated works Refused 03/02/05

32555 	Outline Application in respect of demolition of existing building and erection of 19no. flats and 16no. houses including affordable housing together with surface and underground garaging, landscaping and associated works Refused 04/10/04""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/066,,"""Montebello Hotel, Fore Street   Ilfracombe EX34 9DJ""",https://www.northdevon.gov.uk/media/379139/bfl-ilf-066-former-montebello-hotel-fore-street-ilfracombe-1-750.pdf,ETRS89,-4.1196227439,51.2092591749,252038,147697,0.06,Not owned by a Public Authority,,Not permissioned,,,,,20,"""Flats on upper floors""",Commercial uses on the ground floor,,20,25.0,,,,2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/067,,"""Old Laundry Works, Lower Raleigh Road   BARNSTAPLE EX31 4HY""",https://www.northdevon.gov.uk/media/379122/bfl-bar-067-old-laundry-works-lower-raleigh-road-barnstaple-1-750.pdf,ETRS89,-4.052099048600001,51.0886654406,256380,134154,0.5,Not owned by a Public Authority,,Not permissioned,,,,,6,,,,6,12.0,,,"""52590 : Outline consent for residential development of 12 dwellings. Approved 16/07/13 (Lapsed permission)""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/SMO/068,,"""Former Tannery Site & Land Adjoining, 77 East Street   South Molton EX36 3DQ""",https://www.northdevon.gov.uk/media/379150/bfl-smo-068-former-tannery-site-77-east-street-south-molton-1-1250.pdf,ETRS89,-3.8268595341000005,51.0175795114,271957,125834,0.51,Not owned by a Public Authority,,Not permissioned,,,,,6,,,,6,12.0,,,"""Due to the current access constraints, conservation area and listing status of no. 77 East Street, it is considered that a conversion of the existing buildings is the most appropriate form of development for this site. More detailed design work will establish the overall level of development that is likely to be acceptable.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/069,,"""Former Lace Works, Derby Road   Barnstaple EX32 7HA""",https://www.northdevon.gov.uk/media/379124/bfl-bar-069-former-derby-lace-works-derby-road-barnstaple-1-1250.pdf,ETRS89,-4.0551341188,51.084007433500005,256153,133642,1.01,Owned by a Public Authority,,Not permissioned,,,,,50,,,,50,70.0,,,"""Site is in close proximity to Barnstaple town centre. Development opportunities could include conversion of some of the more traditional buildings, including the Grade II listed building plus an element of demolition and rebuild of the more modern industrial buildings. Avoid development within the flood zone.""",2017-08-02,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/075,,"""Riversvale, Litchdon Street   Barnstaple EX32 8LN""",https://www.northdevon.gov.uk/media/379120/bfl-bar-075-riversvale-litchdon-street-barnstaple-1-750.pdf,ETRS89,-4.0559704152,51.0761414013,256070,132769,0.25,Not owned by a Public Authority,,Pending Decision,,,,,6,"""CONVERSION OF RIVERSVALE HOUSE INTO 6 APARTMENTS TOGETHER WITH ERECTION OF 6 TOWNHOUSES IN GROUNDS TO INCLUDE DEMOLITION OF RIVERSVALE CENTRE & ASSOCIATED HIGHWAY WORKS (AMENDED PLANS & DESCRIPTION)""",,,6,12.0,,,"""63863:  CONVERSION OF RIVERSVALE HOUSE INTO 6 APARTMENTS TOGETHER WITH ERECTION OF 6 TOWNHOUSES IN GROUNDS TO INCLUDE DEMOLITION OF RIVERSVALE CENTRE & ASSOCIATED HIGHWAY WORKS (AMENDED PLANS & DESCRIPTION). Pending Decision

The site is within an extreme risk of flooding although a solution has been found in consultation with the EA that can deliver a viable development whilst avoiding flood risk and providing a means of escape. Current scheme (13 units) within application 63863 is considered too intensive and a development of around 10 or 11 units is likely to be more acceptable that will also have less impact on the listed building and conservation area.""",2017-10-16,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/077,,"""Upper Floors, Regent House Queen Street  Barnstaple EX32 8RR""",https://www.northdevon.gov.uk/media/379131/bfl-bar-077-regent-house-queen-street-barnstaple-1-1500.pdf,ETRS89,-4.0559279283,51.0790470492,256082,133092,0.16,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2017-10-13,,,28,"""PRIOR APPROVAL FOR PROPOSED CHANGE OF USE OF FIRST, SECOND AND THIRD FLOORS FROM B1(A) (OFFICES) TO CLASS C3 (DWELLINGHOUSES (28 NUMBER))""",,,28,31.0,,,,2017-11-21,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/078,,"""Victoria House, Victoria Road   Barnstaple EX32 8NP""",https://www.northdevon.gov.uk/media/379125/bfl-bar-078-victoria-house-victoria-street-barnstaple-1-750.pdf,ETRS89,-4.0473027437999995,51.0770670457,256680,132855,0.11,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2017-11-30,,,8,"""CONVERSION OF CHILDRENS CENTRE TO FORM 8 FLATS""",,,8,,,,,2017-12-04,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/079,,"""Former Garage Site, Buller Road   Barnstaple EX32 8JP""",https://www.northdevon.gov.uk/media/379128/bfl-bar-079-former-garage-site-buller-road-barnstaple-1-1500.pdf,ETRS89,-4.0546725137,51.079069133100006,256170,133092,0.04,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2018-03-13,,,8,"""ERECTION OF 8 DWELLINGS""",,,8,,,,"""65106: APPROVAL OF DETAILS IN RESPECT OF DISCHARGE OF CONDITION 6 (LAND CONTAMINATION ASSESSMENT) & 7 (CONSTRUCTION MANAGEMENT PLAN) ATTACHED TO PLANNING PERMISSION 61410 (ERECTION OF 8 DWELLINGS). Approved 23/08/18""",2018-03-08,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/BAR/080,,"""Former Paint Warehouse, Buller Road   Barnstaple EX32 8JP""",https://www.northdevon.gov.uk/media/379132/bfl-bar-080-former-paint-warehouse-buller-road-barnstaple-1-1500.pdf,ETRS89,-4.0550981063,51.0790076871,256140,133086,0.04,Not owned by a Public Authority,,Permissioned,Full planning permission,2004-11-17,,,9,"""DEMOLITION OF FORMER PAINT WAREHOUSE & ERECTION OF 9 NO. UNITS OF RESIDENTIAL ACCOMMODATION WITH ASSOCIATED PARKING
(AMENDED DESCRIPTION)""",,,9,,,,"""Development has commenced through demolition of the former building but work has since stalled and the site remains vacant surrounded by a hoarding

49063: APPROVAL OF DETAIL IN RESPECT OF DISCHARGE OF CONDITIONS 3 (WESTERN ELEVATION DETAIL), 5 (BUILDING DETAILING), 10 (SOUND ATTENUATION), 11 (SITE CONTAMINATION STUDY / STRATEGY) & 13 (CONSTRUCTION MATERIALS) ATTACHED TO PLANNING PERMISSION 35509 (AMENDED DESCRIPTION). Approved 16/11/09""",2018-03-08,2018-12-17
http://opendatacommunities.org/id/district-council/north-devon,North Devon Council,BFL/ILF/082,,"""51 High Street, & Buildings rear of Greenclose Road  ILFRACOMBE EX34 9QB""",https://www.northdevon.gov.uk/media/379140/bfl-ilf-082-51-high-street-buildings-rear-of-51-high-street-ilfracombe-1-750.pdf,ETRS89,-4.1255087912,51.2074256029,251621,147505,,Not owned by a Public Authority,Yes,Permissioned,Full planning permission,2018-07-27,,,7,"""DEMOLITION OF THE EXISTING BUILDINGS AND ERECTION OF 7 X 2 BEDROOM RESIDENTIAL UNITS WITH ASSOCIATED LANDSCAPING, ACCESS AND PARKING""",,,7,7.0,,,"""Planning permission (62955)""",2018-07-30,2018-12-17
