OrganisationURI,OrganisationLabel,SiteReference,AlternativeReferences,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,OtherNotes 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0081,APP/17/01463/F,,"""103 Lilliput Road, Poole BH14 8JY""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251418,ETRS89,49.90020143,-1.929755208,405141.0425,89888.87078,0.32,Not owned by a public authority,Yes,Permissioned,Full planning permission,13/11/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251418,,6,Variation of condition 1 of Non Material Amendment APP/17/00317/F (original approved application 08/34376/002/F) as described in that Description of Development to add roof access to upper floor units.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0082,125500659,,Land at Merley Gardens,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022079,-1.975696506,401841.6993,98175.71391,0.34,Not owned by a public authority,,Not permissioned,,,,,5,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0083,B2Ai,,Merley Touring Park,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022249,-1.985022336,401171.9512,98352.65801,4.02,Not owned by a public authority,,Not permissioned,,,,,100,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0084,A8,,Hunger Hill Junction,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022242,-1.984505156,401209.0932,90853.80288,0,Owned by a public authority,,Not permissioned,,,,,80,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0085,A18,,"""Westover House, West Quay Road, Poole, BH15 1JG""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022305,-1.989589117,400843.9812,90692.22727,0.46,Not owned by a public authority,,Not permissioned,,,,,80,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0086,A6b,,Sopers Lane,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022361,-1.997828726,400252.2417,94116.15167,1.91,Not owned by a public authority,,Not permissioned,,,,,70,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0087,A29,,"""Sea View Centre, Croft Road, Poole, BH12 3LD""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021311,-1.952095042,403536.6734,92500.21266,0.8,Owned by a public authority,,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0088,A17,,"""Patrick House, West Quay Road, Poole, BH15 1JF""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022308,-1.989834136,400826.3848,90629.51414,0.29,Not owned by a public authority,,Not permissioned,,,,,40,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0089,A16,,"""Corfe House, Pitwines Close, Poole, BH15 1ED""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022122,-1.977740288,401694.9221,90688.75731,0.19,Not owned by a public authority,,Not permissioned,,,,,30,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0090,NEW1,,"Land adjacent Sweet Home Inn, Parkstone",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021749,-1.963721522,402701.7004,92219.461,0.25,Not owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0091,NEW7,,"""The Sloop, 5 Commercial Road, Poole, BH14 0HU""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021678,-1.961603733,402853.7926,91559.405,0.18,Not owned by a public authority,,Not permissioned,,,,,10,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0092,A15,,"""13-15 High Street, Poole, BH15 1AB""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022289,-1.988071027,400953.005,90354.79531,0.17,Not owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0093,A21,,Albert Road Car Park,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90020574,-1.937097039,404613.7777,92234.22389,0.34,Owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0094,A31,,"""2-10 Haven Road, Poole, BH13 7LP"" ",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90019631,-1.921929329,405703.0702,89564.41585,0.15,Not owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0095,B1,,"""Oaks Garden Centre, Queen Anne Drive, Merley, BH21 3BA""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022072,-1.975395539,401863.3137,97502.25867,1.71,Not owned by a public authority,,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0096,NEW13,,"""Station Approach, Broadstone""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022353,-1.995830294,400395.762,95890.8754,0.26,Owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0098,NEW15,,"""Beecroft Garden Centre, Queen Anne Drive, Merley, BH21 3BA"" ",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021898,-1.968580842,402352.7212,97477.8355,1.8,Not owned by a public authority,,Not permissioned,,,,,5,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0099,RIG1,,2 Rigler Road and land adjoining to the north,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022366,-1.999619076,400123.6651,90483.39856,0.62,Mixed ownership,,Not permissioned,,,,,46,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0100,APP/17/01415/F,,"""The Oakdale, Kingsmill Road, Poole, BH17 8RQ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_251330,ETRS89,50.73918001,-1.969225861,402267.3825,93287.0864,0.48,Not owned by a public authority,,Pending decision,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_251330,,84, Demolish pub and erect an 84 bed care home (C2 use).,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0101,APP/17/00211/F,,"""23 and 25 Upton Road, Poole, BH17 7AA""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249384,ETRS89,50.73768011,-1.994406394,400490.6048,93119.8198,0.12,Not owned by a public authority,Yes,Permissioned,Full planning permission,15/08/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249384,,22,"""Demolish existing houses and erect a 4/5 storey block of 24 flats (8 x 1-bed and 16 x 2-bed) with associated parking, bin storage and landscaping. Accessed from Upton Road (Revised description).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0102,APP/17/00088/P,,"""241a and 243 Blandford Road, Poole, BH15 4AZ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249160,ETRS89,50.71578772,-2.007764169,399547.7389,90685.3532,0.35,Not owned by a public authority,Yes,Permissioned,Outline planning permission,30/10/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249160,,10,Outline application to demolish some buildings and replace with a new development of 10 x 3 bedroom houses with associated access and parking whilst retaining the Hamworthy Liberal Club.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0103,APP/17/01477/R,,"""32A & 32B Spur Hill Avenue, Poole, BH14 9PH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251440,ETRS89,50.72347878,-1.952383798,404982.5285,91070.1691,0.15,Not owned by a public authority,Yes,Permissioned,Reserved matters approval,09/11/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251440,,9,Reserved Matters application following approval of Outline Application 17/00448/P to demolish existing and erect 11no. 2 bed flats with parking.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0104,APP/16/01869/P,,"""109 Commercial Road, Poole, BH14 0JD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248952,ETRS89,50.72347878,-1.952383798,403456.8833,91541.7727,0.04,Not owned by a public authority,,Pending decision,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248952,,7,"""Outline application to partially demolish, rebuild and refurbish No.109 Commercial Road; demolish existing building at No.109a Commercial Road and erect a replacement building to form a retail unit and 9 flats with cycle and refuse stores.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0105,APP/17/00141/F,,"""Land to rear of 26-32 Wharfdale Road, Poole, BH12 2ED""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249256,ETRS89,50.73400471,-1.929209461,405091.5345,92713.6478,0.14,Not owned by a public authority,,Pending decision,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_249256,,6,"""Sever land from the curtilage of Nos.26-32 Wharfdale Road and erect 6no. dwellings with the formation of a new vehicular access driveway from Wharfdale Road between Nos.26 and 28 and associated parking, bin storage and landscaping.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0106,125500916,,"""Barclays House, 1 Wimborne Road, Poole, BH15 2BB""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.72013811,-1.980639471,401462.5472,91169.2957,1.14,Not owned by a public authority,,Not permissioned,,,,,300,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0107,A1b,,"""Land adjacent to Dolphin Pool and car park, Poole, BH15 1RZ""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.71665524,-1.975485815,401826.4682,90782.1223,0.22,Not owned by a public authority,,Not permissioned,,,,,40,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0108,5/06/0002,,"""Downlands Place, Adastral Road, Poole, BH17 8SL""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.74251513,-1.965858579,402504.8169,93658.0701,1.74,Mixed ownership,,Not permissioned,,,,,28,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0109,NEW12,,"""Canford Business Park, Magna Road, Poole, BH21 3AP""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.77752273,-1.942439214,404154.2251,97551.9418,1.88,Not owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0110,5/12/0006,,"""Horizon Motor Co. Ltd., 397-399 Ringwood Road, Poole, BH12 4LT""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.74549103,-1.942540058,404149.8411,93990.0624,0.34,Not owned by a public authority,,Not permissioned,,,,,20,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0111,APP/17/01637/F,,"""Mansfield Road Water Tower, Mansfield Road, Poole , BH14 0DJ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_251755,ETRS89,50.72818143,-1.942522802,404152.5156,92065.238,0.18,Not owned by a public authority,,Pending decision,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_251755,,17,"""Conversion of existing Water Tower and new build extension joined via glazed link to form 17 residential apartments with associated access, car parking, cycle and bin storage.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0112,APP/11/00079/F,,"""105 North Road, Poole, BH14 0LU""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_214952,ETRS89,50.72665397,-1.95654902,403162.6751,91894.6611,0.13,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_214952,,7,"""Application for a new planning permission to replace extant permission 07/30727/006/F to demolish existing and erect block of 8 flats with underground parking, bin & cycle stores and extend time limit for implementation.""",,,,,,,,01/12/2017,01/12/2017,Application ref: APP/11/00079/F refused planning permission. Site assessed as having the potential capacity to deliver 7 flats. 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0113,APP/15/01146/F,,"""319 Sandbanks Road, Poole, BH14 8LH""",https://boppa.poole.gov.uk/onlineapplications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230298,ETRS89,50.70843756,-1.945269579,403960.2944,89869.5439,0.09,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/onlineapplications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_230298,,6,"""Demolition of the existing building and the erection of a 4 storey replacement mixed use building with a commercial unit (A1 use) on the ground floor and 8 flats above with associated basement parking, cycle and bin stores.""",,,,,,,,01/12/2017,01/12/2017,Application ref: APP/15/01146/F withdrawn. Site assessed as having the potential capacity to deliver 6 flats. 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0114,06/18719/003/F,,"""3 Mount Road, Poole, Dorset, BH14 0QW""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_198704,ETRS89,50.72974492,-1.949948916,403628.2832,92238.6925,0.09,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_198704,,5,"""Demolish existing and erect a block of 11 flats attached to no.5, with associated parking, bin & cycle store.""",,,,,,,,01/12/2017,01/12/2017,Application ref: 06/18719/003/F refused planning permission. Site assessed as having the potential capacity to deliver 5 flats. 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0115,08/39763/001/F,,"""44 Brixey Road & land rear of 92-96 Rosemary Road, Poole BH12 3EZ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_204863,ETRS89,50.73885529,-1.941793744,404203.0592,93252.2148,0.18,Mixed ownership,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_204863,,5,Form an access & erect 5 dwellings.,,,,,,,,01/12/2017,01/12/2017,Application ref:  08/39763/001/F refused planning permission. Site assessed as having the potential capacity to deliver 5 dwellings. 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0116,06/14339/F/007,,"""328 Poole Road, Branksome, Poole, Dorset, BH12 1AR""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_195725,ETRS89,50.72533435,-1.911522678,406340.8517,91750.8765,0.22,Unknown ownership,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_195725,,12,Remove existing roof on each block and erect 2 additional floors with a pitched roof to provide an additional 24 flats.,,,,,,,,01/12/2017,01/12/2017,Application ref: 08/39763/001/F dismissed at appeal. Site assessed as having the potential capacity to deliver 12 additional dwellings. 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0117,APP/10/00304/F,," ""2 Wimborne Road, Poole, BH15 2BU""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_212512,ETRS89,50.71980478,-1.979479401,401544.4461,91132.2548,0.04,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_212512,,10,Demolish existing buildings and erect a block of 17 apartments with assoc parking bin and cycle storage accessed from Wimborne Road.,,,,,,,,01/12/2017,01/12/2017,Application ref: APP/10/00304/F dismissed at appeal. Site assessed as having the potential capacity to deliver 10 additional dwellings.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0118,07/01088/F/001,," ""1-3 Doyne Road, Poole, BH14 9AF""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_201701,ETRS89,50.72593346,-1.923393166,405502.9152,91816.5447,0.08,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_201701,,9,"Demolish the existing dwellings and erect a block of 11 flats with associated parking, cycle and bin stores",,,,,,,,01/12/2017,01/12/2017,Application ref: 07/01088/F/001 dismissed at appeal. Site assessed as having the potential capacity to deliver 9 additional flats.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0119,07/16751/010/F,,"""325 Sandbanks Road, Poole, BH14 8HZ"" ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_201026,ETRS89,50.70764922,-1.944439791,404018.951,89781.926,0.12,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_201026,,6,"""Demolish existing and erect a block of 7 flats with associated parking, cycle and bin store.""",,,,,,,,01/12/2017,01/12/2017,Application ref: 07/16751/010/F dismissed at appeal. Site assessed as having the potential capacity to deliver 6 additional flats.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0120,07/02568/004/F,,"""5 Durrant Road, Poole, Dorset, BH14 8TP""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_200292,ETRS89,50.71956951,-1.943116941,404111.323,91107.55,0.09,Not owned by a public authority,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_200292,,5,Demolish existing and erect a 4 storey block of 8 flats with basement garage accessed from Durrant Road.,,,,,,,,01/12/2017,01/12/2017,Application ref: 07/02568/004/F dismissed at appeal. Site assessed as having the potential capacity to deliver 5 additional flats.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0121,07/16014/007/F,,"""153 Ringwood Road & 107a Sea View Road, Poole, BH14 0RH""  ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_201657,ETRS89,50.73472062,-1.951676134,403506.033,92791.9058,0.07,Unknown ownership,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_201657,,5,Demolish existing office/workshop and erect a block of 6 No 1 bed flats and a block of 6 studios.,,,,,,,,01/12/2017,01/12/2017,Application ref: 07/16014/007/F dismissed at appeal. Site assessed as having the potential capacity to deliver 5 additional dwellings.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0122,07/38139/000/F,,"""Land rear of 16-30 Croft Road, Poole, Dorset, BH12 3LD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_200320,ETRS89,50.73184976,-1.949532502,403657.5163,92472.7733,0.18,Mixed ownership,,Not permissioned,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_200320,,5,Sever land and erect 7 No 3 bed houses with associated parking.,,,,,,,,01/12/2017,01/12/2017,Application ref: 07/38139/000/F dismissed at appeal. Site assessed as having the potential capacity to deliver 5 additional dwellings.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0123,APP/14/01653/P,,"""27 - 31 West Quay Road, Poole, BH15 1HX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_228743,ETRS89,50.71659081,-1.989972487,400803.7782,90774.6773,0.18,Not owned by a public authority,,Permissioned,Outline planning permission,01/09/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_228743,,56,"""Outline proposal for the demolition of the existing premises and the erection of a part 9, part 5 storey mixed use building comprising of 56 residential apartments(C3 use) and office/commercial units, with associated access and underground parking.""",,,,,,,,01/12/2017,01/12/2017,
