OrganisationURI,OrganisationLabel,SiteReference,AlternativeReferences,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,OtherNotes 
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0031,APP/15/01811/F,,"""66, 68 & 68a Lilliput Road, Poole, BH14 8LA""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245479,ETRS89,49.90022103,-1.976814625,401761.4,91010.15,0.36,Unknown ownership,Yes,Permissioned,Full planning permission,22/04/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245479,,20,"""Demolition of the existing properties and the erection of two separate apartment buildings containing 20 flats in total with associated access, cycle and bin stores. (Revised Application).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0032,APP/15/01833/F,,"""Quay West Marina, 23 West Quay Road, Poole, BH15 1HX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245508,ETRS89,49.90022291,-1.988300276,400936.5412,90301.44,0.83,Unknown ownership,Yes,Permissioned,Full planning permission,08/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245508,,291,"""Demolition of existing buildings and redevelopment of land at West Quay Marina for a mixed-use development comprising 291 residential apartments, 733 sq.m commercial/retail floorspace (Unit 1 and 3 either A1 to A3; B1a or D2 (Gym) uses and Unit 2 either A1 to A3; B1a and D2 (Gym) uses), 221 car parking spaces, quayside walkway and associated landscaping and infrastructure.  (This application includes an Environmental Impact Assessment).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0033,APP/16/00007/F,,"""21 Springfield Road, Poole, BH14 0LG""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245534,ETRS89,49.90020544,-1.936550027,404653.0622,89801.8622,0.89,Unknown ownership,Yes,Permissioned,Full planning permission,24/10/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245534,,5,"""Demolition of existing dwelling and associated outbuildings, erection of five apartments together with associated outbuilding, landscaping, alterations to boundary treatment and alterations to existing vehicle / pedestrian access.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0034,APP/16/00075/F,,"""19a-21 Gorse Hill Road, Poole, BH15 3QH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245676,ETRS89,49.90022321,-1.991197914,400728.4431,90634.2997,0.28,Unknown ownership,Yes,Permissioned,Full planning permission,29/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245676,,4,Demolition of existing dwelling and creation of 4 new dwellings.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0035,APP/16/00202/F,,"""Land r/o 87 High Street, Poole, BH15 1AH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245888,ETRS89,49.9002133,-1.952552886,403503.7927,91895.0801,0.03,Unknown ownership,Yes,Permissioned,Full planning permission,30/08/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_245888,,5,"""Erect 4 storey building providing 5 apartments, with ground floor parking, bin & cycle storage. Access from Lagland Street."" ",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0036,APP/16/00359/P,,"""214 Lower Blandford Road, Poole, BH18 8DX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246176,ETRS89,49.90021804,-1.965433554,402578.7483,92240.1444,0.04,Unknown ownership,Yes,Permissioned,Outline planning permission,30/06/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246176,,5,Outline application to extend first floor accommodation to create 5.No. Maisonettes. Change of use to existing first floor commercial unit. Construct second floor.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0037,APP/16/00417/F,,"""Land r/o Adastral Square, Poole, BH17 8SA""  ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246275,ETRS89,49.90022244,-1.984623739,401200.577,90514.7605,0.04,Unknown ownership,Yes,Permissioned,Full planning permission,24/05/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246275,,6,"""Erect 6 residential flats with associated garages, cycle and bin stores, accessed from Mitchell Road.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0038,APP/16/00512/P,,"""36-38 Panorama Road, Poole, BH13 7RD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246467,ETRS89,49.9002235,-1.995193025,400441.5284,95758.5484,0.09,Unknown ownership,Yes,Permissioned,Outline planning permission,15/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246467,,12,"""Outline planning application for the demolition of the existing buildings and the erection of a 4 storey replacement mixed use building with a replacement car showroom on the ground floor with 12 flats above with associated basement parking, cycle and bin stores (revised scheme).""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0039,APP/16/00547/F,,"""Units 1-3, Mitre Court, 16 Commercial Road, Poole, BH14 0JW""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246519,ETRS89,49.90021781,-1.964697049,402631.6415,93611.503,0.15,Unknown ownership,Yes,Permissioned,Full planning permission,21/11/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246519,,12,Change of use of units 1-3 from office to residential (12 flats in total) including new 2nd floor over part unit 2 erect new roofed cycle and bin store and amend parking.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0040,APP/16/00683/F,,"""35-37 Clifton Road, Poole, BH14 9PW""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246758,ETRS89,49.90020986,-1.944986029,404047.2179,87551.7802,0.27,Unknown ownership,Yes,Permissioned,Full planning permission,12/07/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246758,,4,Demolish existing dwellings and erect four detached dwellings with integral garage.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0041,APP/16/00700/R,,"""Burnage Court, 6 Martello Park, Poole, BH13 7BA""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246785,ETRS89,49.90021508,-1.956942062,403188.5774,91510.833,0.3,Unknown ownership,Yes,Permissioned,Reserved matters approval,02/08/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_246785,,13,Reserved Matters application following approval of Outline application 15/01292/P for landscaping matter.,,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/15/01292/P & 22/04/2016
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0042,APP/16/00707/P,,"""Pinewood Tower Rest Home, 30 Tower Road, Poole, BH13 6HZ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_250134,ETRS89,49.90020315,-1.932587554,404937.6332,90876.5988,0.18,Unknown ownership,Yes,Permissioned,Reserved matters approval,21/06/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_250134,,12,Outline application for the erection of 12 flats including basement parking following demolition of the existing care home with landscaping matters reserved.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0043,APP/16/00830/F,,"""Voyager House, 253-257 High Street North, Poole, BH15 1DX""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247004,ETRS89,49.90019469,-1.919591328,405870.9774,89306.6996,0.3,Unknown ownership,Yes,Permissioned,Full planning permission,10/02/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247004,,18,Erect a two storey roof extension to the existing building to create 2 x 1-bedroom flats and 16 x 2-bedroom units with private terraces and 3 2xbed ground floor flats as approved under planning approval ref: 15/01027/F. (Amended plans received 21/12/16),,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0044,APP/16/00852/P,,"""103-105 Commercial Road, Poole, BH14 0JD"" ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247042,ETRS89,49.90018698,-1.909343043,406606.9742,90664.6889,0.07,Unknown ownership,Yes,Permissioned,Outline planning permission,09/09/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247042,,10,"""Outline planning application for a mixed use development consisting of changing the ground floor unit to an A3 (Restaurant and Cafe) use and addition of first and second floors to form 6 self-contained flats above and a flatted building at the rear consisting of 4 flats with associated access, cycle and bin stores.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0045,APP/16/01023/F,,"""207 Haymoor Road, Poole, BH15 3NT""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247358,ETRS89,49.90021366,-1.953412138,403442.0842,91534.8511,0.09,Unknown ownership,Yes,Permissioned,Full planning permission,26/08/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247358,,9,Demolish existing and construct a mixed use development comprising offices and 9 residential flats.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0046,APP/16/01147/F,,"""34-40 Dorset Lake Avenue, Poole, BH14 8JD""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247579,ETRS89,49.90021484,-1.956338069,403231.9541,92822.6312,0.68,Unknown ownership,Yes,Permissioned,Full planning permission,24/02/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247579,,26,Demolition of existing buildings and construction of 3 blocks of flats totalling 23 flats and 3 houses with underground parking.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0047,APP/16/01195/F,,"""Lagoon Close, 2 Salterns Way, Poole, BH14 8JS""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247672,ETRS89,49.90021626,-1.960127148,402959.8357,97915.4484,0.2,Unknown ownership,Yes,Permissioned,Full planning permission,18/11/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247672,,16,Demolish existing building and erect block of 16 flats with bin and cycle stores and parking.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0048,APP/16/01356/P,,"Marlborough Court Nursing Home, 91-93 Bournemouth Road, BH14 0ER ",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247942,ETRS89,49.9002111,-1.947582831,403860.7247,89888.2024,0.18,Unknown ownership,Yes,Permissioned,Outline planning permission,12/01/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_247942,,36,Outline application to demolish existing care home and erect two blocks of apartments (36 in total) with basement parking and access from Marlborough Road.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0049,APP/16/01379/F,,"""19-25 Fortescue Road, Poole, BH12 2LH""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_247993,ETRS89,49.90021672,-1.961439223,402865.6071,97841.1207,0.21,Unknown ownership,Yes,Permissioned,Full planning permission,03/02/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_247993,,11,Demolish existing & erect 4 pairs of 2 bed semi detached houses & terrace of 3 No. 2 bed houses with parking.,,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/15/00218/P & 19/05/2015
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0050,APP/16/01477/F,,"""4 Lawrence Drive, Poole, BH13 7EN""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248161,ETRS89,49.90020775,-1.940826142,404345.9665,91712.8648,0.58,Unknown ownership,Yes,Permissioned,Full planning permission,28/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248161,,4,Demolish existing dwelling and replace with 4 new dwellings.,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0051,APP/16/01501/F,,"""78 High Street, Poole, BH15 1DB""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248192,ETRS89,49.90020146,1.929804798,405137.4811,90145.3578,0.04,Unknown ownership,Yes,Permissioned,Full planning permission,28/11/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248192,,6,"""Change of use and conversion from bar/nightclub to 6 No. flats at First Floor, and 1no. retail unit at ground floor.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0052,APP/16/01877/F,,"""10 Nairn Road, Poole, BH13 7NQ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248961,ETRS89,49.90022261,-1.985888015,401109.7812,90574.3301,0.28,Unknown ownership,Yes,Permissioned,Full planning permission,09/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248961,,2,Demolition of the existing dwelling and the construction of two replacement dwellings.,,,,,,,,01/12/2017,01/12/2017,Other site permissions refs and dates of decision: APP/16/00392/F & 20/06/2016
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0053,APP/16/01880/P,,"""11 Martello Road South, Poole, BH13 7HF""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248965,ETRS89,49.90020185,-1.930442253,405091.7013,89283.5729,0.29,Unknown ownership,Yes,Permissioned,Full planning permission,24/03/2017,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_248965,,9,"""Demolition of the existing dwelling and the erection of a 3 storey block of 9 flats with associated car parking, bin and cycle stores.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0054,PCS 11a ,,"""Land between Wilkins Way & RNLI, Poole""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,50.71605981,-1.990459475,400769.406,90715.6236,0.62,Not owned by a public authority,,Not permissioned,,,,,203,,,,,,,,,01/12/2017,01/12/2017,Part of existing site allocation in the Core Strategy Development Plan Document adopted in 2009.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0055,PCS 11b ,,"""Land between Poole Bridge & Wilkins Way, Poole, BH15 1HJ""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.9002233,-1.992293441,400649.7662,90487.836,1.87,Not owned by a public authority,,Not permissioned,,,,,550,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Core Strategy Development Plan Document adopted in 2009.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0056,PCS 11c,,"""Sydenhams Timber Yard, Blandford Road, Poole, BH15 4BA""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022348,-1.994898026,400462.7142,90289.5901,1.94,Not owned by a public authority,Yes,Not permissioned,,,,,300,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Core Strategy Development Plan Document adopted in 2009.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0057,PCS 11d ,,"""Former Power Station, sub-station, oil depot & land east of Rigler Road, Poole""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022356,-1.996519913,400346.236,90618.2248,14.74,Not owned by a public authority,Yes,Not permissioned,,,,,900,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Core Strategy Development Plan Document adopted in 2009.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0058,SSA 12,,"""The Goods Yard, Poole, BH15 2BQ""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022216,-1.982867363,401326.7137,91230.3215,2.92,Owned by a public authority,,Not permissioned,,,,,300,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Site Specific Allocations and Development Management Policies Development Plan Document adopted in 2012.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0059,SSA 14,,"""Former East Quay Depot and Quay Thistle Hotel, The Quay, Poole, BH15 1HD""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022216,-1.98285962,401327.2698,90305.083,1.15,Mixed ownership,,Not permissioned,,,,,180,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Site Specific Allocations and Development Management Policies Development Plan Document adopted in 2012.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0060,SSA 17,,"""Bournemouth & Poole College site, Constitution Hill Road, Poole, BH14 0QA""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021702,-1.962316253,402802.6219,92173.8033,2.09,Owned by a public authority,,Not permissioned,,,,,55,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Site Specific Allocations and Development Management Policies Development Plan Document adopted in 2012.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0061,SSA 18,,"""St Mary's Maternity Hospital site, St. Mary's Road, Poole, BH15 2BH""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022071,-1.975358698,401865.9595,91449.8792,0.75,Owned by a public authority,,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Site Specific Allocations and Development Management Policies Development Plan Document adopted in 2012.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0062,SSA 4,,"""Crown Closures Ltd., Lake Road, Poole, BH15 4LJ""",https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251654,ETRS89,49.9002229,-2.014946453,399022.9072,91061.4653,2.94,Not owned by a public authority,Yes,Pending decision,,,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_POOLE_DCAPR_251654,,155,"""Demolition of existing factory buildings and chimney, and construction of 104 dwellings and a 66 bed nursing care home and associated works.""",,,,,,,,01/12/2017,01/12/2017,Existing site allocation in the Site Specific Allocations and Development Management Policies Development Plan Document adopted in 2012.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0063,PCS 12 (part),,"""Dolphin Centre, Dolphin Pool and Seldown, Poole"" ",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022132,-1.978212765,401660.9905,90844.0613,5.09,Owned by a public authority,,Not permissioned,,,,,500,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0064,T13,,"""Skinner Street and surrounds, Poole"" ",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022216,-1.98285962,401327.2698,90305.083,5.98,Owned by a public authority,,Not permissioned,,,,,100,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0065,T15,,"""Poole Pottery, The Quay, Poole, BH15 1HJ""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022245,-1.984754637,401191.1764,90625.4486,0.17,Not owned by a public authority,,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0066,T2,,"""Poole Stadium, Stadium Way, Poole, BH15 2BP""",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022249,-1.985037752,401170.8441,90338.6893,4.11,Owned by a public authority,,Not permissioned,,,,,430,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0067,T5,,Former Natwest ,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022149,-1.979087257,401598.1876,91028.2,0.32,Owned by a public authority,,Not permissioned,,,,,150,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0068,T6,,6-12 Wimborne Road,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022163,-1.97978732,401547.9115,91194.369,0.13,Not owned by a public authority,Yes,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0069,U12,,Creekmoor Local Centre,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022367,-2.002940283,399885.1478,93536.12867,1.24,Mixed ownership,,Not permissioned,,,,,50,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0070,U14,,"Roberts Lane, Creekmoor",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022367,-2.00257735,399911.2124,93165.4996,2.67,Mixed ownership,,Not permissioned,,,,,45,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0071,U16,,Hillbourne,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022346,-1.994465722,400493.7607,94606.33978,4.67,Owned by a public authority,,Not permissioned,,,,,40,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0072,U3,,Civic Centre and surrounds,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90021684,-1.961772409,402841.6789,91451.75902,2.45,Owned by a public authority,,Not permissioned,,,,,250,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0073,APP/16/00771/F,,Parrs,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_246905,ETRS89,49.90019793,-1.924310564,405532.0581,92189.26676,0.84,Not owned by a public authority,,Permissioned,Full planning permission,25/11/2016,https://boppa.poole.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_POOLE_DCAPR_246905,,102,"""Redevelopment to provide a 70 bed residential care home (use class c2 ) and 32 extra care apartments (use class c2), proposed access, parking, landscaping and other associated works.""",,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0074,U6,,Sopers Lane,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022364,-1.998850421,400178.8672,94101.07755,1.99,Not owned by a public authority,Yes,Not permissioned,,,,,100,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0075,U8,,Beach Road Car Park,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90019186,-1.91569423,406150.8536,89609.38911,0.36,Owned by a public authority,Yes,Not permissioned,,,,,60,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0076,U9,,Oakdale Public Buildings,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022116,-1.977453264,401715.5352,92556.73205,0.78,Owned by a public authority,,Not permissioned,,,,,60,,,,,,,,,01/12/2017,01/12/2017,Proposed site allocation in the Poole Local Plan Submission Version - November 2017.
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0077,125500509,,12 Rectory Road,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90022257,-1.985569805,401132.6339,92583.19466,0.28,Unknown ownership,,Not permissioned,,,,,14,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0078,125500929,,42-44 Tower Road,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90018665,-1.908929274,406636.6897,90882.31149,0.38,Unknown ownership,,Not permissioned,,,,,14,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0079,125500918,,"Knighton Lodge, Wheelers Lane",http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90020632,-1.938146725,404538.3929,96872.20127,0.8,Unknown ownership,,Not permissioned,,,,,7,,,,,,,,,01/12/2017,01/12/2017,
http://opendatacommunities.org/id/unitary-authority/poole,Borough of Poole,P/BLR/0080,125500938,,Land off Wheelers Lane,http://www.poole.gov.uk/brownfieldlandregister/,ETRS89,49.90020678,-1.938994453,404477.512,96671.14467,1.37,Unknown ownership,,Not permissioned,,,,,6,,,,,,,,,01/12/2017,01/12/2017,
