OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR1,,"Lancing Manor Filling Station, Old Shoreham Road, Lancing","https://www.adur-worthing.gov.uk/media/media,146438,en.pdf",WGS84,519032,105724,0.21,not owned by a public authority,yes,permissioned,reserved matters approval,2018-09-07,https://planning.adur-worthing.gov.uk/online-applications/,,6,Application for approval of reserved matters following outline application AWDM/1128/14 for appearance and landscaping through the submission of detailed plans and elevations for 6 no. 3 bedroom dwellings and a detailaed soft and hard landscaping scheme and drainage details.,,,6.0,6.0,,Planning Ref: AWDM/0376/18,,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR2,,"Caxton House, Ham Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146439,en.pdf",WGS84,521905,105249,0.08,not owned by a public authority,yes,permissioned,full planning permission,2017-07-06,https://planning.adur-worthing.gov.uk/online-applications/,,14,Change of Use of Office B1 and general industrial B2 to 14 residential units comprising 1 no. studio; 2 no. one bedroom; 10 no. two bedroom and 1 no. three bedroom flats.,,,14.0,14.0,,Planning Ref: AWDM/1267/16,,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR5,,"Garage Block, Britannia House, High Street, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146442,en.pdf",WGS84,521341,105039,0.1,not owned by a public authority,yes,permissioned,full planning permission,2015-11-16,https://planning.adur-worthing.gov.uk/online-applications/,,6,Demolition of existing garage block and construction of 4 no. garages and 1 no. studio unit and communal common room and kitchen area on ground floor with an additional 5 no. studio units at first floor (6 no. units in total) for student accommodation; cycle and refuse storage at ground floor level,,,6.0,6.0,,Planning ref: AWDM/0606/15,,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR8,,"Adur Civic Centre, Ham Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146445,en.pdf",WGS84,522046,105165,0.6,owned by a public authority,yes,not permissioned,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,75,,,,75.0,120.0,,SHLAA Ref: ADC/059/13,"The Council, as landowner, is actively supporting the redevelopment of this former Civic Office site.  Demolition of the building has been completed.",2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR9,,"Land at 7-27 Albion Street, Southwick","https://www.adur-worthing.gov.uk/media/media,146446,en.pdf",WGS84,523749,104996,0.3,mixed ownership,yes,pending decision,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,33,Demolition of 11-27 Albion Street and redevelopment to provide a total of 50 flats comprising 15 affordable and 35 market flats and the refurbishment of 7-9 Albion Street (to provide 6 flats within the existing building).,,,33.0,33.0,,AWDM/0954/18,,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR10,,"Laundry,Alma Street, Lancing","https://www.adur-worthing.gov.uk/media/media,146447,en.pdf",WGS84,518177,103839,0.09,not owned by a public authority,yes,not permissioned,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,13,,,,13.0,13.0,,SHLAA Ref: ADC/082/13,A planning application has been received but not yet registered as additional information is required.,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR11,,"Community Buildings, Pond Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146448,en.pdf",WGS84,521604,105241,0.57,in public ownership,yes,not permissioned,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,27,,,,27.0,27.0,,SHLAA Ref: ADC/086/16,The site is in multiple public ownership.  Significant progress has been made to deliver a mixed use scheme to include approximately 27 dwellings.,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR12,,"Land at Eastbrook Primary School, Manor Hall Road, Southwick","https://www.adur-worthing.gov.uk/media/media,146449,en.pdf",WGS84,524811,105522,0.7,in public ownership,yes,not permissioned,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,36,,,,36.0,36.0,,SHLAA Ref: ADC/119/13,The site is in public ownership and has been declared surplus to requirements and is vacant.,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR13,,"5 Brighton Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146450,en.pdf",WGS84,523319,104938,0.47,not owned by a public authority,yes,not permissioned,,,https://www.adur-worthing.gov.uk/planning-policy/adur-background-studies-and-info/housing/#shlaa,,45,,,,45.0,90.0,,SHLAA Ref: SH/001/13,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change in the Adur Local Plan 2017.  The regeneration of Shoreham Harbour has been a long term aspiration and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership.  Progress is being made to bring this site forward.,2017-10-16,2018-10-30
http://opendatacommunities.org/id/district-council/adur,Adur District Council,ADCBR14,,"Free Wharf, Brighton Road, Shoreham-by-Sea","https://www.adur-worthing.gov.uk/media/media,146451,en.pdf",WGS84,522229,105059,2.8,not owned by a public authority,yes,permissioned,,,https://planning.adur-worthing.gov.uk/online-applications/,,540,"Redevelopment of the site to provide ten buildings, containing 540 new homes (of which two will be studios, 179 x one bed, 323 x two bed and 38 x three bed)","To include 2,707sqm of commercial floorspace at ground floor level within use classes, A1 (retail), A3 (cafes and restaurants), B1 (business) and D1 (non-residential institutions).",,540.0,540.0,,Planning Ref: AWDM/1497/17,This site lies within the Shoreham Harbour Regeneration Area identified as a broad location for change in the Adur Local Plan 2017.  The regeneration of Shoreham Harbour has been a long term aspiration and the redevelopment of the Western Harbour Arm is recognised as a priority for the Shoreham Harbour Partnership.,2017-10-16,2018-10-30
