OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/1,DCS1 (2017),Harrow Road,https://data.london.gov.uk/,ETRS89,-0.240300864,51.53246044,1.6,owned by a public authority,,not permissioned,,,,,700,,,,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/2,DCS2 (2017),2 Scrubs Lane,https://data.london.gov.uk/,ETRS89,-0.237724808,51.53196316,0.1,not owned by a public authority,yes,permissioned,full planning permission,2017-10-11,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6062&Ver=4,,85,"""20-storey building, 85 C3 homes  of which 28 affordable""","""225sqm non-residential floorspace, A1, A3, B1""",,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.239693756,51.52727159,9.7,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/4,DCS6 (2017),EMR,https://data.london.gov.uk/,ETRS89,-0.241982641,51.52997671,1.8,owned by a public authority,,not permissioned,,,,,1100,,,,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/5,DCS7 (2017),Cumberland  Business Park,https://data.london.gov.uk/,ETRS89,-0.237369654,51.52921508,1.1,not owned by a public authority,,not permissioned,,,,,300,,,,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/6,DCS8 (2017,North Kensington Gate North,https://data.london.gov.uk/,ETRS89,-0.235402349,51.52799272,0.2,not owned by a public authority,yes,permissioned,full planning permission,2017-03-01,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6044&Ver=4,,47,"""4-storey and 11-storey buildings, 47 C3 homes of which 15 affordable""","""165sqm commercial floorspace, A1, A2, A3""",,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/7,DCS9 (2017,Mitre Yard,https://data.london.gov.uk/,ETRS89,-0.235433261,51.52719374,0.5,not owned by a public authority,yes,permissioned,full planning permission,2017-07-12,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6060&Ver=4,,200,"""19-storey building, 200 C3 homes of which 67 affordable""","""609 sqm flexible  non-residential, 514 sqm B1/artist studios workspace""",,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/8,DCS10 (2017),North Kensington Gate South,https://data.london.gov.uk/,ETRS89,-0.234355978,51.52664457,0.1,not owned by a public authority,yes,permissioned,full planning permission,2017-05-05,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6045&Ver=4,,164,"""6 to 20-storey buildings, 164  C3 homes of which 44 affordable""","""750 sqm commerical floorspace""",,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/9,DCS11 (2017),Mitre Wharf,https://data.london.gov.uk/,ETRS89,-0.234096972,51.52624096,0.1,not owned by a public authority,,not permissioned,,,,,100,,,,,,,,,2017-12-15,2018-12-15
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/10,DCS12 (2017),Willesden Junction Depot,https://data.london.gov.uk/,ETRS89,-0.239968346,51.53144943,0.2,owned by a public authority,,not permissioned,,,,,100,,,,,,,,,2017-12-15,2018-12-15
