OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH02,"""Churston Golf Club, Dartmouth Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3982,-3.55662,4.53,not owned by a public authority,not permissioned,,,,,20,30,,"Part brownfield, part green field. Housing estimate is for those on brownfield part, taken form outline application proposed layout. Site size (ha) is for total site.",24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH03,"""Knapman's Builders Yard, off Stoke Gabriel Road, Galmpton, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.395,-3.56542,0.14,not owned by a public authority,not permissioned,,,,,4,8,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH05,"""Northcliff Hotel, North Furzeham Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.4003,-3.51716,0.29,not owned by a public authority,not permissioned,,,,,8,15,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH06,"""Torbay Industrial Estate, New Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3926,-3.51733,0.32,not owned by a public authority,not permissioned,,,,,8,15,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH07,"""74 New Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3919,-3.51997,0.19,not owned by a public authority,not permissioned,,,,,5,10,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH08H3-I7,"""Brixham Police Station, Rea Barn Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3903,-3.50852,0.15,unknown ownership,not permissioned,,,,,6,12,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH09,"""King's Barton, Summer Lane, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3839,-3.52697,0.2,not owned by a public authority,not permissioned,,,,,4,7,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH10,"""Beverley Court, Upton Manor Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3836,-3.51482,0.21,not owned by a public authority,not permissioned,,,,,5,9,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,BPNPH11,"""St Mary's Industrial Estate, St Mary's Road, Brixham""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.3831,-3.51356,0.79,not owned by a public authority,not permissioned,,,,,13,25,,,24/06/2016,13/12/2017,
http://opendatacommunities.org/id/geography/administration/ua/E06000027,PNPH03,"""Vauxhall Garage, Torquay Road, Paignton""",http://torbay.addresscafe.com/app/exploreit/default.aspx,50.447564,-3.55617,0.17,not owned by a public authority,not permissioned,,,,,10,20,,,24/06/2016,13/12/2017,
