entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-04,national-park-authority:Q4972284,BF000025,Broadlands Park Marsh Road Lowestoft NR33 9JY,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PRJ372TBHJ300,yes,not owned by a public authority,permissioned,full planning permission,,52.469612,1.70622,0.238,1,1,2019-12-04,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000013,The Old Stables Hall Farm Hall Lane Postwick NR13 5HQ,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OR7OJATBGJA00,yes,not owned by a public authority,permissioned,full planning permission,,52.614791,1.388568,1.324,1,1,2018-12-20,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000006,"Former Waterside Rooms, Station Road, Hoveton.",https://www.broads-authority.gov.uk/__data/assets/pdf_file/0007/995569/11_HOVETON-and-WROXHAM-new.pdf,yes,not owned by a public authority,not permissioned,,,52.712854,1.40878,0.101,0,,2017-11-23,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2019-12-04,national-park-authority:Q4972284,BF000028,The Rhond Hoveton Norfolk NR12 8UE,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=PF8T1BTB01U00,yes,not owned by a public authority,permissioned,full planning permission,,52.710224,1.410638,0.02,1,1,2019-12-04,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000014,The Pyghtle Broad Road Ranworth Norwich Norfolk NR13 6HS,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OQCGB0TB01W00,yes,not owned by a public authority,permissioned,full planning permission,,52.679079,1.486935,0.118,1,1,2018-12-20,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000019,Land At The Manor Staithe Road Ludham Norfolk NR29 5AB,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NNWV80TBFJN00,yes,not owned by a public authority,permissioned,full planning permission,,52.709423,1.536554,0.179,1,1,2018-12-20,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000018,Claxton Manor Barn Complex The Street Claxton Norfolk NR14 7AS,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NRM7AOTBFML00,yes,not owned by a public authority,permissioned,full planning permission,,52.581123,1.446291,0.49,2,2,2018-12-20,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000015,Erequay The Rhond Hoveton Norfolk NR12 8UE,https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OGFOMLTB01U00,yes,not owned by a public authority,permissioned,full planning permission,,52.710436,1.410615,0.079,2,2,2018-12-20,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000008,"Former Pegasus/Hamptons Site, Coldecott Road, Oulton Broad, Suffolk",https://planning.broads-authority.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=M96Z8STBT0000,yes,not owned by a public authority,permissioned,full planning permission,yes,52.477034,1.708607,1.7,76,76,2017-11-23,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
2018-12-20,national-park-authority:Q4972284,BF000005,"Old Broads Hotel Site, Station Road, Hoveton",https://www.broads-authority.gov.uk/__data/assets/pdf_file/0007/995569/11_HOVETON-and-WROXHAM-new.pdf,yes,not owned by a public authority,not permissioned,,,52.713662,1.408405,0.114,0,,2017-11-23,,fe7279fffcd5e10a2c7919c869e19faf8e279deb706f97982eac0ef5a756bc75
