entry-date,organisation,site,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:BNH,PP3223,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP3223%2014%20Wilbury%20Villas%20%26%2069%20Wilbury%20Avenue%20Hove_0.pdf,-11534,4036328,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4203,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4203%20Koba%20135%20Western%20Road%20Brighton.pdf,-10685,4037159,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4204,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4204%20Seaholme%20Hotel%2010-11%20Seafield%20Road%20Hove.pdf,-12385,4037035,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4262,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4262%2056%20Old%20Steine%20Brighton.pdf,-9731,4037484,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4411,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4411%20143-145%20Church%20Road%20Hove.pdf,-12228,4036874,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4452,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4452%201%20Gordon%20Mews%20Gordon%20Close%20Portslade.pdf,-14642,4036388,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4482,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4482%2026%20%26%2026A%20Reigate%20Road%20Brighton.pdf,-10914,4035876,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4588,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4588%2017%20Marmion%20Road%20Hove.pdf,-13233,4036332,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP4653,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP4653%2020%20Sackville%20Road%20%26%2078%20Pembroke%20Crescent%20Hove.pdf,-12573,4.03668E+6,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,PP5220,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/PP5220%206%20Locks%20Hill%20Portslade.pdf,-15328,4035925,,,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLA893899,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLA893899%20Vantage%20Point%20and%20Circus%20Parade%20Longley%20Industrial%20Estate%20%28New%20England%20Street%29.pdf,-9852,4036446,0.36,90,,2017-10-03,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
2017-12-18,local-authority-eng:BNH,SHLAA0001,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0001%20Gas%20Works%20Site%20Boundary%20Road%20Brighton_0.pdf,-7428,4037937,2.34,340,,2017-09-18,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
2017-12-18,local-authority-eng:BNH,SHLAA0003,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0003%20Land%20at%20Brighton%20Marina%20%28Inner%20Harbour%29.pdf,-7342,4038204,11.52,500,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0004,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0004%20Land%20at%20Brighton%20Marina%20%28Outer%20Harbour%29.pdf,-7.47E+3,4038381,5.33,,,2017-09-18,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0014,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0014%20Preston%20Barracks%20Lewes%20Road%20Brighton_0.pdf,-8.53E+3,4035636,1.96,369,,2017-09-18,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0027,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0027%20BT%20Site%20bottom%20side%20Freshfield%20Road.pdf,-8858,4037416,0.6,45,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0028,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0028%20Brighton%20Youth%20Centre%2064%20Edward%20Street%20Grosvenor%20Place.pdf,-9209,4037393,0.07,11,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0030,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0030%20Former%20Municipal%20Market%20Circus%20Street%20Brighton.pdf,-9.47E+3,4037164,0.79,,,2017-09-18,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
2017-12-18,local-authority-eng:BNH,SHLAA0032,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0032%20Edward%20St%20%28Amex%20House%29_0.pdf,-9359,4037315,1.8,150,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0034,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0034%20Ethel%20Street%20Garages.pdf,-12094,4036336,0.15,23,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0041,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0041%20%28Smoky%20Estate%29%20Corner%20of%20Church%20Road%20Lincoln%20Road%20%26%20Gladstone%20Road%20Portslade.pdf,-15131,4036368,0.32,32,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0045,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0045%20King%20Alfred%20Kingsway%20Hove.pdf,-12632,4037148,1.6,500,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
2017-12-18,local-authority-eng:BNH,SHLAA0046,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0046%2012%20Richmond%20Parade%20Brighton.pdf,-9431,4037018,0.09,7,,2017-09-18,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
2017-12-18,local-authority-eng:BNH,SHLAA0047,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0047%20Brighton%20General%20Hospital%20Elm%20Grove%20Brighton.pdf,-8112,4036678,5.77,205,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0049,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0049%20Manchester%20Street%20Charles%20Street%20Brighton.pdf,-9541,4.03756E+6,0.06,24,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
,local-authority-eng:BNH,SHLAA0052,https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/SHLAA0052%20Lansdowne%20Mews%20Farm%20Road%20Hove.pdf,-11247,4037047,0.08,6,,2017-09-26,,4b2da6f47851f1d21956ad22a691dddd67406e2341d77b84629a4c674366611a
