entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-04,local-authority-eng:WAE,10a,"Dunsfold Aerodrome, Stovolds Hill, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.116282,0.535632,214,2600,2600,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2019-12-04,local-authority-eng:WAE,130,"Cranleigh C of E Primary School (Infant), Church Lane, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.142539,0.485114,0.61,20,20,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2018-12-12,local-authority-eng:WAE,132a,"Coal Yard, 6 The Street, Wrecclesham, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.199569,0.818773,0.27,9,9,2017-12-15,2019-12-04,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2019-12-04,local-authority-eng:WAE,133a,"Colemans Yard, Wrecclesham Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.199888,0.81658,0.24,10,10,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2018-12-12,local-authority-eng:WAE,144,"Central Hindhead, London Road, Hindhead",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.114449,0.731194,1.64,34,34,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2018-12-12,local-authority-eng:WAE,245,"Site of 5 to 21 Wey Hill, Haslemere",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.08791,0.723738,0.31,45,45,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2017-12-15,local-authority-eng:WAE,264,"Victoria House, South Street, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.214095,0.795983,0.06,8,8,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2018-12-12,local-authority-eng:WAE,368,"Wheeler Street Nurseries, Wheeler Lane, Witley, Godalming",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.157423,0.649846,0.71,18,18,2017-12-15,2019-12-04,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2019-12-04,local-authority-eng:WAE,383a,"Cranleigh C of E Primary School (Junior), Parsonage Road, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.142421,0.488236,1.98,70,70,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2019-12-04,local-authority-eng:WAE,478a,"Part of SSE Farnham Depot, Lower Weybourne Lane, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.231888,0.770997,1.79,52,52,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2018-12-12,local-authority-eng:WAE,556a,"Guildford Road Service Station, 13 Guildford Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.219082,0.78659,0.19,5,10,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
2017-12-15,local-authority-eng:WAE,619a,"Land at Farnham College, Morley Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,51.20789,0.794608,0.47,14,14,2017-12-15,,c38771fbbd691e823d2c22d5e04e23ddc4946b8f1c91269a13dbd1d666b42d65
