entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-03,local-authority-eng:RCC,464,"Bridge House, Bridge Court, Normanby",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/464_19.pdf,54.555829,-1.159834,0.17,12,12,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,136,"Wilton Lane, Guisborough",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/136_19.pdf,54.539524,-1.054712,0.27,14,14,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,387,"Land Adjacent Ryehills School, Redcar",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/387_19.pdf,54.605045,-1.057576,1.4,49,49,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,360,"Former Rosecroft School, Rosecroft Lane, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/360_19.pdf,54.550708,-0.891035,1.38,69,69,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,389,"Hummersea Hills Phase 1, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/389_19.pdf,54.557688,-0.886763,0.41,17,17,2017-11-10,,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,392,"Hummersea Hills Phase 2, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/392_19.pdf,54.557402,-0.889832,3.11,104,104,2017-11-10,,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,457,"Former Abattoir Site, Boosbeck",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/457_19.pdf,54.54464,-0.983966,0.81,31,31,2017-11-10,,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,456,"Former Handale Primary School, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/456_19.pdf,54.554237,-0.892609,0.28,10,10,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,376,"Land at Park Lane, Guisborough",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/376_19.pdf,54.536596,-1.057268,0.48,20,20,2017-11-10,,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,405,"Land at Stanghow Road, Skelton",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/405_19.pdf,54.560263,-0.972613,0.33,10,10,2017-11-10,,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
2019-12-03,local-authority-eng:RCC,472,"Former Salvation Army Hall, Bolckow Street, Eston",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202019/472_19.pdf,54.557763,-1.140837,0.18,6,6,2017-11-10,2019-12-03,81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8
