entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-09-01,local-authority-eng:CAN,C21,"The Golden Age Inn, Moss Road, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.702189,-2.011619,0.21,20,20,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C90(b),"Whitelodge, New Penkridge Road, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.692778,-2.045498,0.23,13,13,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C269,"Blackford's Former Working Men's Club, Cannock Road, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.696686,-2.020569,0.4,26,26,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C152,"26-28 Wolverhampton Road, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.687586,-2.032163,0.12,21,21,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C364,"The Tackeroo, Bracken Close, Hednesford",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.721958,-1.992214,0.1,10,10,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C20,"410-418 Cannock Road, Cannock (AKA. Land at Cannock Road/Stafford Lane, Hightown)",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.706918,-2.006573,0.7,30,30,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C43,"Land behind 81-129 High Mount Street & 97-105 Mount Street, Hednesford",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.71598,-2.003362,0.65,21,21,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C128,"Hednesford Court Office, Angelsey Street, Hednesford",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.708222,-2.001541,0.35,14,14,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C222(b),"Edgemead Court-Units between Walsall Road and, Park Street, Bridgtown, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.657526,-2.026035,0.99,39,39,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C272 (Part 2),"Langbourn, Hillcroft and Ivy House, Longford Road, Cannock ",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.683836,-2.038004,0.4,14,14,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C327,"Land at junction of Cannock Road and Burgoyne Street, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.705479,-2.011116,0.3,14,14,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C335,"Land off Lakeside Boulevard, Bridgetown, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.672717,-2.032212,3.7,111,111,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,C405,"Newhall, 81 High Green, Cannock",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.689366,-2.03289,0.12,10,10,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,R13,"Car-park next to The Red Lion, Market Street, Rugeley",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.761665,-1.934547,0.2,14,14,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,R19,"Former Ultra Electronics Site, Main Road / Armitage Road, Brereton",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.750404,-1.924726,3.05,103,103,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,R27,"Former Bradbury and Brown Garage, Armitage Road, Brereton, Rugeley",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.751545,-1.922636,0.47,18,18,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
2017-09-01,local-authority-eng:CAN,R97,"Land off Coulthwaite Way, Coulthwaite Way, Brereton",http://cannockchase.addresscafe.com/app/exploreit/,yes,not owned by a public authority,permissioned,full planning permission,,52.750641,-1.929393,0.4,24,24,2017-09-01,,186a1c0f6aa237ab789047e33bb34d6ae7dc5ce1fe55f0f3e3ab887614ff9a74
