entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2018-01-02,local-authority-eng:WYC,WDCBLR/0001,"Garage, High Street, Pershore",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0001+Garage%2C+High+Street%2C+Pershore.pdf/9f85d54b-e638-fec0-a0ef-6c1203c8579b,,not owned by a public authority,not permissioned,,,52.112947,-2.07605,0.47,18,22,2017-12-28,,Development Plan Reference SWDP46/1,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0002,"Garage Court, Abbots Road, Pershore",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0002+Garage+Court%2C+Abbots+Road%2C+Pershore.pdf/85816cf7-879b-e28c-e570-4e3ff2582d21,,not owned by a public authority,not permissioned,,,52.107935,-2.082875,0.25,12,14,2017-12-28,,Development Plan Reference SWDP46/4,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0003,"Boxing Club, Kidderminster Road, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0003+Boxing+Club%2C+Kidderminster+Road%2C+Droitwich+Spa.pdf/126e51a5-3345-2612-40d1-8969d57af592,,owned by a public authority,not permissioned,,,52.270481,-2.15418,0.11,9,11,2017-12-28,,Development Plan Reference SWDP48/2,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0004,"Acre Lane, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0004+Acre+Lane%2C+Droitwich+Spa.pdf/3850a923-efc4-1b8e-0dd7-7c8d5a79a49c,,owned by a public authority,not permissioned,,,52.269452,-2.157913,0.38,18,22,2017-12-28,,Development Plan Reference SWDP48/4,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0005,"Willow Court, Westwood Road, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0005+Willow+Court%2C+Westwood+Road%2C+Droitwich+Spa.pdf/dd5daf96-46c6-a525-6cc3-12defdd76fef,,owned by a public authority,not permissioned,,,52.270795,-2.168,0.17,9,11,2017-12-28,,Development Plan Reference SWDP48/5,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0006,"Canal Basin (Netherwich), Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0006+Canal+Basin+%28Netherwich%29%2C+Droitwich+Spa.pdf/c3fe50c2-362c-49c9-5aed-d86525deb9e4,,not owned by a public authority,not permissioned,,,52.270222,-2.153402,1.1,72,88,2017-12-28,,Development Plan Reference SWDP48/6,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2018-01-02,local-authority-eng:WYC,WDCBLR/0011,"Raven Hotel, St Andrews Street, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0011+Raven+Hotel%2C+St+Andrews+Street%2C+Droitwich+Spa.pdf/0e8fc8d6-97fc-1ab6-b63f-2ec5573c0505,yes,not owned by a public authority,permissioned,full planning permission,,52.267306,-2.148747,1.19,51,51,2017-12-28,,"Planning application 18/00580/FUL and 18/00579/LB. Mixed-Use redevelopment of the Raven Hotel and its grounds; to comprise of 51 dwellings (Use Class C3), 906msq of commercial floor space (Use Class A3/A4), landscaping, open space and ancillary car parking. Demolition of all later additions to the core Grade II listed building as approved under planning permission ref. no. W/13/02538/PN with removal of conditions 25, 27, 28 & 32, change wording of remaining conditions. https://plan.wychavon.gov.uk/plandisp.aspx?recno=93574",46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2019-01-02,local-authority-eng:WYC,WDCBLR/0012,"Garage Blocks & Vacant Land, Drovers Way, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0012+Garage+Blocks+%26+Vacant+Land%2C+Drovers+Way%2C+Droitwich+Spa.pdf/ee8bbb03-0187-9322-a912-2ef9a994ea4d,yes,not owned by a public authority,permissioned,full planning permission,,52.27723,-2.163408,0.37,6,6,2017-12-28,,". Proposed Demolition Of Garage Blocks & Redevelopment Of Vacant Land Off Drovers Way, Droitwich Spa For The Erection Of 6No Affordable Houses With Re-provision Of Car Parking In Place Of Demolished Garages & Associated Site Access & Infrastructure. https://plan.wychavon.gov.uk/plandisp.aspx?recno=53133",46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2019-01-02,local-authority-eng:WYC,WDCBLR/0017,"Land off Blake Avenue and, Long Sling, Droitwich Spa",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0017+Land+off+Blake+Avenue+and%2C+Long+Sling%2C+Droitwich+Spa.pdf/c04b0037-16b3-a7c1-df41-d3491c817033,yes,owned by a public authority,permissioned,full planning permission,,52.259015,-2.16378,0.25,11,11,2017-12-28,,. Proposed Demolition Of Existing Buildings & Erection of 11No Affordable Houses With Associated Site Access & Infrastructure. https://plan.wychavon.gov.uk/plandisp.aspx?recno=52740,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
2019-01-02,local-authority-eng:WYC,WDCBLR/0007,"Employment site, top of Kings Road, Evesham",https://www.wychavon.gov.uk/documents/10586/8906182/WDCBLR0007+Employment+site%2C+top+of+Kings+Road%2C+Evesham.pdf/6bec6962-b82f-676e-7ed7-922b181fb357,,not owned by a public authority,permissioned,full planning permission,,52.09641,-1.933185,3.8,90,110,2017-12-28,,Development Plan Reference SWDP50/2 and on part of site planning permission w/14/01848/PN. Proposed construction of 12 dwellings. https://plan.wychavon.gov.uk/plandisp.aspx?recno=46752,46ebf7ab269ab18d204e5f9738bcc304c6dbfad29a27ffd2c87905237d1201f4
