entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:TEI,BFR011,"5 George Street, Teignmouth TQ14 8AH",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.03,8,8,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR012,"17 Bank Street, Newton Abbot TQ12 2JL",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.04,7,7,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2017-12-06,local-authority-eng:TEI,BFR013,"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.14,9,9,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-02-06,local-authority-eng:TEI,BFR014,"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.51,14,14,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR015,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",,yes,not owned by a public authority,permissioned,full planning permission,,,,2.8,34,34,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR016,"Langdon Hospital, Dawlish EX7 0NS",,yes,not owned by a public authority,permissioned,outline planning permission,,,,11.11,26,34,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR017,"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",,yes,not owned by a public authority,permissioned,full planning permission,,,,2.73,27,27,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-12-18,local-authority-eng:TEI,BFR018,"Conitor House, Denbury Road, Ogwell, Newton Abbot TQ12 6AD",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.25,11,11,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR019,"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.47,21,21,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR020,"2 Old Town Street, Dawlish EX7 9AL",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.15,9,9,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-11-21,local-authority-eng:TEI,BFR021,"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.98,36,36,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-09-19,local-authority-eng:TEI,BFR022,"Land At Former Treston House, Dawlish EX7 0BL",,yes,not owned by a public authority,permissioned,full planning permission,,,,1.14,27,27,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-08-29,local-authority-eng:TEI,BFR023,"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.32,5,5,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-04-23,local-authority-eng:TEI,BFR024,"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.06,9,9,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-07-20,local-authority-eng:TEI,BFR025,"The Old Brewery, 45 High Street, Dawlish EX7 9HF",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.02,6,6,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2018-06-15,local-authority-eng:TEI,BFR026,"Charterhouse Residential Care Home, Second Drive, Teignmouth TQ14 8TL",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.23,9,9,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-03-28,local-authority-eng:TEI,BFR027,"former Queens Hotel, 142-148 Queen Street, Newton Abbot TQ12 2EZ",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.1,21,21,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-03-29,local-authority-eng:TEI,BFR028,"Tracey Vale Retirement Home, Brimley Vale, Bovey Tracey TQ13 9EA",,yes,not owned by a public authority,permissioned,full planning permission,,,,0.42,10,10,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR029,"KS3 Land at Abbrook, Kingsteignton",,yes,not owned by a public authority,not permissioned,other,,,,1.56,34,44,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR030,"Bradley Lane, Newton Abbot",,yes,owned by a public authority,not permissioned,other,,,,5.6,170,170,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR031,"NA3A Beverley Way, Newton Abbot",,yes,not owned by a public authority,pending decision,other,,,,0.19,5,5,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR032,"Town Centre, Newton Abbot",,yes,owned by a public authority,not permissioned,other,,,,4.5,120,120,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
,local-authority-eng:TEI,BFR033,"TE4 Brunswick Street, Teignmouth",,yes,owned by a public authority,permissioned,planning permission granted under an order,,,,0.32,40,40,2017-11-01,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-12-17,local-authority-eng:TEI,BFR034,"Haldon Ridge, Kennford",http://docimages.teignbridge.gov.uk/Planning/lg/GFPlanningDocuments.page,yes,owned by a public authority,permissioned,full planning permission,,,,0.35,3,3,2019-12-17,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-12-17,local-authority-eng:TEI,BFR035,2 Alta Vista Close,http://docimages.teignbridge.gov.uk/Planning/lg/GFPlanningDocuments.page,yes,not owned by a public authority,permissioned,full planning permission,,,,0.32,2,2,2019-12-17,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-12-17,local-authority-eng:TEI,BFR036,"Peppermint Club, Warren Road, Dawlish Warren",http://docimages.teignbridge.gov.uk/Planning/lg/GFPlanningDocuments.page,yes,not owned by a public authority,permissioned,full planning permission,,,,0.4,21,21,2019-12-17,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-12-17,local-authority-eng:TEI,BFR037,"Conitor House, Denbury Road",http://docimages.teignbridge.gov.uk/Planning/lg/GFPlanningDocuments.page,yes,not owned by a public authority,permissioned,full planning permission,,,,0.25,2,2,2019-12-17,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
2019-12-17,local-authority-eng:TEI,BFR038,Broadway Road,http://docimages.teignbridge.gov.uk/Planning/lg/GFPlanningDocuments.page,yes,not owned by a public authority,permissioned,full planning permission,,,,0.29,6,9,2019-12-17,,fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac
