entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-23,local-authority-eng:BAN,13/00747/FUL,Three Barrels Winklebury Centre Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.268051,-1.124352,0.059,5,5,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,13/02321/FUL,Main Hall Park Prewett Northbrook Crescent Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.280815,-1.119274,0.254,19,19,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,14/03214/FUL,Cranbourne House The Harrow Way,,yes,not owned by a public authority,permissioned,full planning permission,,51.249227,-1.100087,0.056,7,7,2018-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,14/03880/FUL,The Railway Inn Station Road,,yes,not owned by a public authority,permissioned,full planning permission,,51.237067,-1.337771,0.139,5,5,2018-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/00975/FUL,Leamington Court Andover Road Newfound,,yes,not owned by a public authority,permissioned,full planning permission,,51.257887,-1.172445,0.496,13,13,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/03029/OUT,Land between Elmdene and Fairholm Aldermaston Road Pamber End,,yes,not owned by a public authority,permissioned,outline planning permission,,51.323459,-1.125348,1.025,12,12,2019-05-14,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/03170/FUL,Wella (Gb) Wella Road Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.252623,-1.10259,0.669,70,70,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/04469/RES,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,,yes,,permissioned,reserved matters approval,,51.255992,-1.086105,0.229,6,6,2017-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/04506/FUL,Royal British Legion The Street Bramley,,yes,not owned by a public authority,permissioned,full planning permission,,51.328843,-1.066886,0.523,9,9,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,15/04534/FUL,Brickells Yard Oakley Lane Oakley,,yes,not owned by a public authority,permissioned,full planning permission,,51.252745,-1.172679,0.266,10,10,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/00971/FUL,Vantage (Fairfield House) Victoria Street Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.261669,-1.089371,0.137,37,37,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/01362/GPDOFF,Brackenwood House 1st & 2nd Floor Kimbell Road Basingstoke,,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.253292,-1.104813,0.021,6,6,2017-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/01585/FUL,21 & 23 Church Street Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.263274,-1.0878,0.047,5,5,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/02465/FUL,Raja Newbury Road Headley,,yes,not owned by a public authority,permissioned,full planning permission,,51.357905,-1.257537,0.114,6,6,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/02664/FUL,JA Hirst & Sons Recycling Yard Hurstbourne Station Stoke Lane,,yes,not owned by a public authority,permissioned,full planning permission,,51.239902,-1.380698,2.44,44,44,2018-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/02676/FUL,20 Winchester Street Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.262632,-1.088352,0.089,15,15,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/03918/OUT,Whitway Farm Whitway Newbury,,yes,not owned by a public authority,permissioned,outline planning permission,,51.330098,-1.342471,1.009,5,5,2018-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/04074/FUL,Mulfords Hill Centre 37-39 Mulfords Hill,,yes,not owned by a public authority,permissioned,full planning permission,,51.354178,-1.141565,0.15,8,8,2018-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/04288/FUL,The Former Lamb Inn Hackwood Road,,yes,not owned by a public authority,permissioned,full planning permission,,51.259787,-1.084192,0.128,10,10,2017-12-31,,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/04684/GPDOFF,5-9 Summerlea Court Herriard,,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.198029,-1.041119,0.143,5,5,2018-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/04685/FUL,10 Winchester Street Basingstoke,,yes,not owned by a public authority,permissioned,full planning permission,,51.262598,-1.087786,0.019,5,5,2017-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
2019-12-23,local-authority-eng:BAN,16/04693/FUL,Former Dairy Farm Reading Road Sherfield On Loddon,,yes,not owned by a public authority,permissioned,full planning permission,,51.298139,-1.043469,0.28,9,9,2017-12-31,2019-12-23,07b5853ca41b79766229b16ad8d43b59b7dcf0f6bdde3578c3ba8325bf165d37
