entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-17,local-authority-eng:WLI,133439,"Peacock Hotel, Corringham Road",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.405451,-0.763165,0.8,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1217,"Tesco Car Park, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.396244,-0.77074,0.36,25,25,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1244,"Site between Wembley/Hickman St, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.397079,-0.775093,0.81,34,34,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1246,"West of Primrose Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.394654,-0.775222,2.22,83,83,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1247,"Land enclosed by Thornton St, Bridge St, King St and Bridge Rd, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.392871,-0.774943,0.58,25,25,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1248,"Middlefield School of Technology, Middlefield Lane, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.392046,-0.763748,3.98,112,112,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1253,"Sinclairs, Ropery Road, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.401158,-0.781925,3.03,114,114,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,125240,"Land north of Northholme, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.404334,-0.773336,0.79,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL1610,"Land between North Street and Church Street, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.403606,-0.775974,0.19,48,48,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,133393,"Gleadells Wharf, Bridge Street",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.395519,-0.776295,0.16,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,134014,"Gateway Riverside Housing Zone, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.38988,-0.776051,6.12,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL4687,"Town Centre Riverside Housing Zone a,Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.398006,-0.776029,1.73,73,73,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL4688,"Town Centre Riverside Housing Zone b,Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.399133,-0.778132,1.1,55,55,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL4690,"Amp Rose Housing Zone, Gainsborough",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.399329,-0.764801,2.28,78,78,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,131545,Land between 27 and 31 Union Street,https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.386525,-0.335747,0.08,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,132068,"Tradelights, 19 Oxford Street",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.386288,-0.334162,0.1,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,133184,"19 Oxford Street, Market Rasen",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.386295,-0.334086,0.13,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,133203,"Spa shop, Lincoln Road, Dunholme",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.300536,-0.466376,0.13,,,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
2017-12-17,local-authority-eng:WLI,CL4663,"Neighbourhood Plan Allocation D, All Saints Lane, Nettleham",https://www.west-lindsey.gov.uk/_resources/assets/attachment/full/0/55645.pdf,53.266514,-0.491315,0.38,30,30,2017-12-17,,7a870a5bbbd6bd7be28093a102969f3653914dbdc79d94a653b995f038850ecc
