entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-18,local-authority-eng:SHF,S00023,"Site of Richardsons Cutlery Works, 60 Russell Street, Cotton Street and Alma Street, Sheffield S3 8RW",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,yes,,53.388162,-1.47102,0.84,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S00108,"Site of Vernons the Bakers and Bankside Works, Archer Road, Sheffield S8 0JT",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,53.349465,-1.486797,0.47,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S02156,"Site of 1-7 Allen Street, 7, 9, 11, 13 and 15 Smithfield and Snow Lane, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,53.386505,-1.474414,0.43,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S01801,The Howard,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,yes,,53.378212,-1.465021,0.03,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S02345,Partco Autoparts Markham Works 20 Broadfield Road Sheffield S8 0XJ,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,yes,,53.362566,-1.474262,0.21,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S00009,"Land at Young Street and St Marys Gate, Sheffield",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,53.373863,-1.477773,0.18,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S00215,Land adjoining 434-652 Grimesthorpe Road,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,53.401962,-1.44864,1.05,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S00202,"Scarsdale House, 136 Derbyshire Lane, Woodseats",https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,,,53.348027,-1.477343,0.19,,,2017-12-05,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S03352,Old County Court House 56 Bank StreetSheffieldS1 2DS,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,yes,,53.384614,-1.468037,0.06,,,2018-12-18,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
2018-12-18,local-authority-eng:SHF,S03346,Site Of 19 Haywood Lane And 8 Ash Lane Sheffield S36 2QE,https://www.sheffield.gov.uk/content/sheffield/home/planning-development/housing-land-sites.html,yes,,53.47987,-1.579461,0.08,,,2018-12-18,,0edf56e3a97bc3b2118b3d811737d21c369efaf48952ad7e2038f05074854670
