entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-20,local-authority-eng:WOI,SHLAABWB012,"Library, 71 High Road, Byfleet, KT14 7QN",http://www.woking2027.info/ldfregisters,54.396,-5.681,0.13,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN001,"Trizancia House, Thomsen House and Woodstead House, 72 Chertsey Road, Woking, GU21 5BJ",http://www.woking2027.info/ldfregisters,54.346,-5.708,0.23,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN035,"Chester House, 76-78 Chertsey Road, Woking, GU21 5BJ",http://www.woking2027.info/ldfregisters,54.346,-5.707,0.13,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN003,"King's Court, Church Street East, Woking, GU21 6HA",http://www.woking2027.info/ldfregisters,54.346,-5.708,0.17,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN002,"The Cornerstone, The Broadway and Elizabeth House, Duke Street, Woking, GU21 5AS",http://www.woking2027.info/ldfregisters,54.346,-5.712,0.21,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN046,"Land at Albion House, High Street, Woking, GU21 6BD",http://www.woking2027.info/ldfregisters,51.319,-0.557,0.2,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN006,"1-12 and 26-34 High Street and Commercial Way, Woking GU21 6EN",http://www.woking2027.info/ldfregisters,54.344,-5.713,0.58,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN004,"2-24 and 13-28 Commercial Way and High Street, Woking, GU21 6BW",http://www.woking2027.info/ldfregisters,54.343,-5.714,0.45,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN005,"Victoria Square Development, Church Street West, Woking, GU21 6HD",http://www.woking2027.info/ldfregisters,54.342,-5.715,1.59,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
2017-12-20,local-authority-eng:WOI,SHLAACAN022,"The Coign Church, Church Street West, Woking, GU21 6DJ",http://www.woking2027.info/ldfregisters,54.34,-5.715,0.4,,,2017-12-20,,522d1668b78b6dfa64d64fc689c6e2d3fc9c90e0ac857755e1949e33294ffae9
