entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-17,local-authority-eng:CRW,CBCBLR004,"44 Goffs Park Road, (formerly Oakhurst Grange), Southgate, Crawley",,yes,not owned by a public authority,permissioned,full planning permission,,51.110416,-0.197545,1.51,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR007,"Belgrave House, Station Way, Northgate, Crawley",,yes,not owned by a public authority,permissioned,planning permission granted under an order,,51.112801,-0.18838,0.15,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR010,"County Buildings, Northgate, Crawley",,yes,owned by a public authority,not permissioned,,,51.117322,-0.183016,1.07,50,150,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR014,"Former TSB Site, Russell Way, Three Bridges, Crawley",,yes,not owned by a public authority,not permissioned,,,51.10959,-0.168705,0.3,40,90,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR018,"Town Hall, The Boulevard, Northgate, Crawley",,yes,owned by a public authority,permissioned,outline planning permission,,51.117007,-0.184129,1.01,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR019,"Land s/o and r/o 24 Brighton Road, Southgate, Crawley",,yes,not owned by a public authority,permissioned,full planning permission,,51.111476,-0.189889,0.26,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR020,"Longley House, East Park, Southgate, Crawley",,yes,not owned by a public authority,not permissioned,,,51.111717,-0.185694,0.29,48,100,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR023,"Overline House, Crawley Station and adjacent Highway, Station Way, Northgate, Crawley",,yes,mixed ownership,permissioned,outline planning permission,,51.11214,-0.186348,2.07,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR028,"Telford Place, Three Bridges, Crawley",,yes,owned by a public authority,not permissioned,,,51.113046,-0.182113,1.68,99,300,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
2019-12-17,local-authority-eng:CRW,CBCBLR029,"Zurich House, East Park, Southgate, Crawley",,yes,not owned by a public authority,permissioned,full planning permission,,51.111763,-0.186935,0.3,,,2017-11-29,,537dd02ce4058fca02a6cd071b7e7f40d6ee09f868c6867bf8f5063c11e0fc98
