entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-22,local-authority-eng:COP,CBR001,"Adj Mill Hill Phase 2, Mill Hill, Cleator Moor",https://www.copeland.gov.uk/attachments/cbr001-adj-mill-hill-phase-2,yes,,54.530612,-3.532051,0.58,10,,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR002,"Colliers Way, Whitehaven.",https://www.copeland.gov.uk/attachments/cbr002-colliers-way-whitehaven,yes,,54.535458,-3.59925,0.47,74,74,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR003,County Highways Depot Holborn Hill,https://www.copeland.gov.uk/attachments/cbr003-former-county-highways-depot,yes,,54.21236,-3.276897,0.35,10,10,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR004,Former Ashburners Compound Millom Road,https://www.copeland.gov.uk/attachments/cbr004-former-ashburners-compound,yes,,54.211917,-3.264386,0.16,9,10,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR005,Former Cinema Buildings Bookwell Street,https://www.copeland.gov.uk/attachments/cbr005-former-cinema-egremont,,,54.480781,-3.530048,0.14,8,8,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR006,Former Lakeland Laundry,https://www.copeland.gov.uk/attachments/cbr006-former-lakeland-laundary,yes,,54.535941,-3.58712,1.31,28,34,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR007,Former Nightclub Meadow Road,https://www.copeland.gov.uk/attachments/cbr007-former-nightclub-meadow-road-whitehaven,yes,,54.532218,-3.581813,0.24,10,12,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR008,Former Outbuildings Seacote Hotel,https://www.copeland.gov.uk/attachments/cbr008-former-outbuildings-seacote-hotel,yes,,54.49041,-3.602662,0.46,8,8,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR009,Former Sekers Factory Main Street,https://www.copeland.gov.uk/attachments/cbr009-former-sekers-factory-site,yes,,54.539306,-3.560663,1.28,25,35,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2018-01-31,local-authority-eng:COP,CBR010,"Land at East Road, Egremont",https://www.copeland.gov.uk/attachments/cbr010-land-east-road-egremont,,,54.486307,-3.528062,0.46,25,40,2018-01-31,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR011,Land rear to Rusper Drive,https://www.copeland.gov.uk/attachments/cbr011-land-rear-rusper-drive-moor-row,yes,,54.514766,-3.544758,1.55,26,26,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR012,"Old Welfare Home, Whitehaven",https://www.copeland.gov.uk/attachments/cbr012-old-welfare-home-whitehaven,yes,,54.531644,-3.585176,3.38,95,110,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR013,"Poolside, Haverigg",https://www.copeland.gov.uk/attachments/cbr013-poolside-haverigg,yes,,54.197401,-3.285679,3,75,85,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR014,"Romar Site, Main Street, Whitehaven",https://www.copeland.gov.uk/attachments/cbr014-romar-site-whitehaven,yes,,54.53846,-3.56278,0.91,25,35,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR015,St Michaels Chapel Moresby Parks Road,https://www.copeland.gov.uk/attachments/cbr015-st-michaels-chapel-moresby-parks,yes,,54.558579,-3.552059,0.1,5,5,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR016,"Station Yard, Millom",https://www.copeland.gov.uk/attachments/cbr016-station-yard-millom,yes,,54.212291,-3.267311,0.62,25,25,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR017,"Station Yard, Moor Row",https://www.copeland.gov.uk/attachments/cbr017-station-yard-moor-row,yes,,,,1.19,25,35,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR018,Trafalgar Square Yeathouse Road,https://www.copeland.gov.uk/attachments/cbr018-trafalgar-square-frizington,yes,,54.54016,-3.489359,0.31,9,9,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
2017-12-22,local-authority-eng:COP,CBR019,Whites Row,https://www.copeland.gov.uk/attachments/cbr019-whites-row-parton,yes,,54.567874,-3.582436,0.44,7,7,2017-12-22,,187e5c8acd1304874c616372ce267331f11d27d54930071302d7bab2a11a06cc
