entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-15,development-corporation:Q20648596,OPDC/BLR/1,Harrow Road,https://data.london.gov.uk/,51.53246,-0.240301,1.6,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/2,2 Scrubs Lane,https://data.london.gov.uk/,51.531963,-0.237725,0.1,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/3,Car Giant,https://data.london.gov.uk/,51.527272,-0.239694,9.7,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/4,EMR,https://data.london.gov.uk/,51.529977,-0.241983,1.8,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/5,Cumberland Business Park,https://data.london.gov.uk/,51.529215,-0.23737,1.1,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/6,North Kensington Gate North,https://data.london.gov.uk/,51.527993,-0.235402,0.2,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/7,Mitre Yard,https://data.london.gov.uk/,51.527194,-0.235433,0.5,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/8,North Kensington Gate South,https://data.london.gov.uk/,51.526645,-0.234356,0.1,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/9,Mitre Wharf,https://data.london.gov.uk/,51.526241,-0.234097,0.1,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
2018-12-15,development-corporation:Q20648596,OPDC/BLR/10,Willesden Junction Depot,https://data.london.gov.uk/,51.531449,-0.239968,0.2,,,2017-12-15,,f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74
