entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-09,local-authority-eng:NNO,BLR01,Land at Runton Road Cromer,https://www.north-norfolk.gov.uk/media/3778/blr01.jpg,52.932845,1.286255,1.03,25,29,2017-12-18,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR02,Coach Depot Claypit Lane Fakenham,https://www.north-norfolk.gov.uk/media/3778/blr02.jpg,52.836309,0.850795,0.2,,,2017-12-18,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR03,Maces Yard 34 - 36 Cromer Road North Walsham,https://www.north-norfolk.gov.uk/media/3778/blr03.jpg,52.824163,1.380457,0.82,20,23,2017-12-18,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR09,Units at Old Coal Yard Maryland Wells-next-the-Sea,https://www.north-norfolk.gov.uk/media/3778/blr09.jpg,52.953702,0.856495,0.28,,,2018-10-08,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR10,Formerly The Shannocks 1 High Street Sheringham,https://www.north-norfolk.gov.uk/media/3778/blr10.jpg,52.945172,1.212479,0.09,,,2018-10-10,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR12,Land adjacent to East Coast Motors Beach Road Cromer,https://www.north-norfolk.gov.uk/media/3778/blr12.jpg,52.93284,1.29438,0.23,40,40,2019-12-09,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR13,Land at Jubilee Lane Cromer High Station Cromer,https://www.north-norfolk.gov.uk/media/3778/blr13.jpg,52.917478,1.308717,1.72,31,31,2019-12-09,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR14,Land South of Louden Road Cromer,https://www.north-norfolk.gov.uk/media/3778/blr14.jpg,52.930354,1.299163,0.33,20,20,2019-12-09,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR15,70 Holt Road Fakenham,https://www.north-norfolk.gov.uk/media/3778/blr15.jpg,52.832453,0.856754,0.28,,,2019-12-09,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
2019-12-09,local-authority-eng:NNO,BLR16,Land to the north of Tilia Business Park Tunstead Road Hoveton,https://www.north-norfolk.gov.uk/media/3778/blr16.jpg,52.719091,1.411064,1.68,,,2019-12-09,,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae
