entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-31,local-authority-eng:HNS,HOLP3,"Empire House, 408-430, Chiswick High Road, Chiswick, W4 5TF",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,full planning permission,,51.493217,-0.266369,0.52,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP14,"Griffin Park, Braemar Road, Brentford TW8 0NT",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,reserved matters approval,,51.490344,-0.288113,2,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP17,"Land to the South Side of, Brentford High Street, Brentford, TW8 8EW",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,outline planning permission,,51.482857,-0.307592,5.02,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP35,"Land at Bell Road, TW33NR",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,full planning permission,,51.467248,-0.366032,0.54,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP38,Hounslow House,https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,full planning permission,,51.471694,-0.354052,1.23,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP29,"174 Twickenham Road, TW77DJ",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,not permissioned,,,51.466834,-0.329003,0.27,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP40,"Land at Lampton Road, TW3 1JG",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,full planning permission,,51.470022,-0.366307,0.3,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP42,"1-83, 2nd-3rd floor, HIGH STREET, TW3 1RH",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,not owned by a public authority,permissioned,full planning permission,,51.47028,-0.355168,0.4,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
2017-12-31,local-authority-eng:HNS,HOLP63,"Fern Grove, TW4 9AY",https://hounslow.box.com/s/p9emq0qarixg7brq285vf5h12pwbwkje,yes,owned by a public authority,not permissioned,,,51.450422,-0.409736,0.38,,,2017-12-31,,b02aaaba2481e5a0f0801e95388f2b6a4b275485ac3ab3cb6abe9fa49e5ec5b4
