entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-31,local-authority-eng:SGC,4,Charlton Hayes Northfield Patchway BS34 5AG,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MW3V4UOK7T000,yes,,51.52904,-2.57844,1.19,56,56,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,7,Charlton Hayes Northfield Patchway,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2QE7FOKHFS00,yes,,51.52791,-2.58049,2.33,32,32,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,13,Former Douglas Motorcycle Works Douglas Road Kingswood BS15 8NL,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L1W5GQOK7T000,yes,,51.45701,-2.51044,4.81,296,296,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,23,Cedar Lodge Charlton Common Brentry BS10 6LB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OI9T3AOKJEG00,yes,,51.51688,-2.59545,0.32,13,13,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,24,Eastwood Park Training and Conference Centre Falfield GL12 8DA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MD4KKMOK7T000,yes,,51.62956,-2.4721,2.08,10,10,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,25,3 Alexandra Way Thornbury BS35 1LA,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MJK626OK7T000,yes,,51.61715,-2.52424,0.94,30,30,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,30,Concrete Batching Plant Quarry Road Chipping Sodbury BS37 6AY,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NPQHUUOKHVW00,yes,,51.54034,-2.40034,0.5,9,9,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,33,10 Algars Drive Iron Acton BS37 9UT,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG7OOK7T000,yes,,51.54642,-2.45975,0.15,0,0,2016-06-30,2019-01-04,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,34,38 Nibley Lane Iron Acton BS37 9UP,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGZG9FOK7T000,yes,,51.54735,-2.4582,0.3,0,0,2016-06-30,2019-01-04,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,39,Area H24 And LC3 Northfield Patchway BS34 5DJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OZXGRUOKLU400,yes,,51.52232,-2.5832,0.46,29,29,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,45,Golden Valley Mill Bath Road Bitton BS30 6HJ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJK1RCOK7T000,yes,,51.42561,-2.45889,7.42,60,60,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,46,Former Filton Airfield Filton,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ND0W86OK7T000,yes,,51.52065,-2.61767,142.97,2675,2675,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,49,Hayes Way Charlton Hayes Northfield Patchway BS34 5BZ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NH1C99OK7T000,yes,,51.52232,-2.5832,6.24,120,120,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,52,Land at Lower Chapel Road Hanham,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N07NYHOK7T000,yes,,51.44971,-2.51714,0.12,6,6,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,61,33 Deanery Road Kingswood BS15 9JB,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N8PJ4LOK7T000,yes,,51.46041,-2.48178,0.06,7,7,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,62,Hill Crest Down Road Winterbourne BS36 1BN,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MWIRFOOK7T000,yes,,51.51589,-2.50541,1.1,6,6,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,64,Transport Yard Badminton Road Old Sodbury BS37 6LX,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=ZZZTR0OKXT794,yes,,51.53227,-2.36072,0.26,9,9,2016-06-30,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,70,The Gables Costers Close Alveston Bristol South Gloucestershire BS35 3HZ,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZV1HZOK0C500,yes,,51.59375,-2.5347,0.3,9,9,2017-12-31,,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
2018-12-31,local-authority-eng:SGC,71,Wesleyan Chapel Blackhorse Road Kingswood Bristol,https://developments.southglos.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NY2586OKMJM00,yes,,51.46125,-2.5119,0.14,0,0,2017-12-31,2019-01-04,8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a
