entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-19,local-authority-eng:AYL,AST033,"Land r/0 1-87 Weston Road, Aston Clinton",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.798552,-0.735945,5.5,165,165,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL016,Circus Fields,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.820036,-0.787563,1.77,74,74,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL025,"Elmhurst community centre, 36 Fairfax Crescent",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.824499,-0.806423,0.15,6,6,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL028,Griffin Lane,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.821383,-0.827384,4.43,98,98,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL029,Civic Quarter,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.852627,-0.810238,0.78,47,47,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL032,Ardenham Lane,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.819924,-0.81638,0.04,9,9,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL052,"PO Sorting Office, Cambridge Street",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.81856,-0.809452,0.92,23,23,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL059,Land At Junction Of Buckingham Street And New Street,https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.819959,-0.815393,0.49,14,14,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL068,"Land North of Manor Hospital, Bierton Road",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.821142,-0.803464,1.11,44,44,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL076,"Land east of Gatehouse Road, Gatehouse Quarter",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.821611,-0.824955,4.07,25,25,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL082,"Gatehouse Quarter, Gatehouse Road",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.820821,-0.822393,4.34,370,370,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
2017-12-19,local-authority-eng:AYL,AYL108,"Kingsbury House, 2 George Street, Aylesbury",https://www.aylesburyvaledc.gov.uk/housing-economic-land-availability-assessment-helaa,yes,,51.817283,-0.813969,0.01,6,6,2017-12-19,,cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf
