entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-09-30,local-authority-eng:EST,ESBC-BR1,Short Street Community Infants School,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,owned by a public authority,permissioned,full planning permission,,52.787579,-1.629437,0.53,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR2,Coors Middle Yard,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,not permissioned,,,52.809849,-1.630465,9.08,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR3,Coors High Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,not permissioned,,,52.804257,-1.627397,2.91,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2018-09-30,local-authority-eng:EST,ESBC-BR4,Bargates,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,owned by a public authority,pending decision,full planning permission,,52.80605,-1.625899,2.64,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR5,Branston Depot,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,not owned by a public authority,pending decision,outline planning permission,,52.790324,-1.65443,19.27,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR6,Derby Road Burton,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,not permissioned,,,52.816628,-1.630615,8.09,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2018-09-30,local-authority-eng:EST,ESBC-BR7,JCB Pinfold Street,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,pending decision,outline planning permission,,52.896205,-1.865325,1.94,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR8,Brookside Business Park,http://www.eaststaffsbc.gov.uk/planning/planning-policy,,not owned by a public authority,pending decision,outline planning permission,,52.898156,-1.857961,4.4,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2017-09-29,local-authority-eng:EST,ESBC-BR9,Churnet Farm Rocester,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,not permissioned,,,52.950679,-1.84243,0.52,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
2018-09-30,local-authority-eng:EST,ESBC-BR10,Former Alumasc Grundy Ltd Hawkins Lane,http://www.eaststaffsbc.gov.uk/planning/planning-policy,yes,not owned by a public authority,permissioned,full planning permission,,52.811431,-1.633345,4.1,,,2017-09-29,,2071ca67327ab83b90b141b3ec61e253f5e1f3f24a55d0299753e093d972b14d
