entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,,,,,,,,,,,,,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 0613,,,,,not permissioned,,,,,0.78,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 0677,,,,,not permissioned,,,,,1.18,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 0732,,,,,not permissioned,,,,,0.31,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 0911,,,,mixed ownership,not permissioned,,,,,1.06,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 1236,,,,,not permissioned,,,,,0.06,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 1397,,,,not owned by a public authority,not permissioned,,,,,0.37,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 1755,,,,not owned by a public authority,not permissioned,,,,,0.33,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 1756,,,,not owned by a public authority,not permissioned,,,,,0.84,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 1955,,,,,not permissioned,,,,,0.05,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 2011,,,,,not permissioned,,,,,0.03,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 2100,,,,,permissioned,,,,,0.1,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 2174,,,,,permissioned,,,,,0.14,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 2200,,,,,permissioned,,,,,0.05,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
,local-authority-eng:RCH,SH 2205,,,,,permissioned,,,,,0.52,,,,,34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a
