entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:SWD,18HMR005,"14 Bath Road And Land To Rear Of 12-24 Bath Road, Old Town",,51.55303,-1.778704,0.13,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR006,"Abbey Stadium, Lady Lane, Swindon (Residual)",,51.606531,-1.791156,6.4,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR007,"Land At Lady Lane, Swindon",,51.609397,-1.79315,2.2,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR010,"Land At Clevedon House, 29 Woodland View, Wroughton",,51.536253,-1.786437,0.6,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR012,"Land At Nursery Close, Wroughton, Swindon",,51.522148,-1.793776,0.08,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR014,"Abbey Farm Site, Swindon",,51.609254,-1.800982,23.6,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR015,"3-5 Lagos Street, Swindon, SN1 2BU",,51.564704,-1.780443,0.12,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR016,44 Victoria RoadOld TownSwindonSN1 3AY,,51.556112,-1.778178,0.01,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR019,"Abbeymeads Medical Practice, Elstree Way, Abbey Meads, Swindon",,51.597808,-1.79342,0.19,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR023,"The Quadrant, Stonehill Green, Swindon",,51.562092,-1.819241,0.62,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR024,"Minerva House, Delta 800, Welton Road, Westlea, Swindon",,51.559986,-1.816581,0.42,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR025,"Land At Abbey Farm, Tadpole Lane Blunsdon St. Andrew Swindon",,51.60946,-1.800472,0.076,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR027,"Former Hertz Rent A Car, Hyde Road, Stratton St Margaret, Swindon",,51.588008,-1.756112,0.23,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR029,South Marston Hotel And Spa Old Vicarage LaneSouth Marston Swindon SN3 4SH,,51.587405,-1.719676,2.49,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR030,"Former Woolworth Distribution Centre, Faraday Road, Dorcan, SN3 5HH Now known as Ignition Park",,51.557048,-1.726309,9.31,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR033,"Land To The Rear Of 89, 91 & 93 Ermin Street, Blunsdon, Swindon, SN26 8AA",,51.611763,-1.794441,0.62,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR038,"28 & 29 Newport Street, Old Town, Swindon",,51.550054,-1.775882,0.02,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR040,Land Off Kingsdown RoadKingsdown RoadKingsdownSwindon,,51.598333,-1.746768,2.16,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR045,Selina House 192 Oxford RoadStratton St MargaretSwindonSN3 4HA,,51.574131,-1.751255,0.153,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR049,"Union Square, Swindon",,51.563264,-1.781726,10.18,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,18HMR050,Land At Marlborough ParkSwindon,,51.540781,-1.766698,15.3,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181901,Crown Timber Site Unit A Thornhill Industrial Estate outh Marston Swindon,,51.586939,-1.729012,2.1,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181915,Bus Depot Eastcott RoadOld TownSwindonSN1 3LS,,51.554122,-1.780691,0.63,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181917,Morris Street Club 20-22 Morris Street Rodbourne Swindon SN2 2HU,,51.565596,-1.801562,0.04,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181918,Coachbuilders House Stratton Road Stratton St Margaret Swindon,,51.570294,-1.762084,0.23,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181920,175 - 176 Manchester Road Swindon SN1 1TU,,51.564644,-1.782897,0.18,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181922,2 Temple Chambers Temple StreetSwindonSN1 1SQ,,51.55904,-1.782661,0.01,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181923,53 Victoria RoadOld TownSwindonSN1 3AY,,51.555757,-1.777846,,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,PP181924,99-100 Victoria RoadOld TownSwindonSN1 3BE,,51.553074,-1.77671,,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0006,"Land north of Edison Road, Dorcan",,51.555305,-1.727288,1.66547,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0024,"Oak House, Rivermead Drive, Swindon",,51.569192,-1.826729,2.52151,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0070,Nythe Complex,,51.565407,-1.741264,0.933738,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0082,Land bounded by Netherton Close/ Cranemore Avenue/ Keswick Road,,51.550565,-1.744905,0.169387,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0090,"Coal Yard, Signal Way",,51.548621,-1.774146,0.179717,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0093,"Former youth Centre, Sparcells",,51.5782,-1.830491,0.14,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0099,North Star (Former Clares Site and Oasis Leisure Centre),,51.568885,-1.792698,13.0547,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0100,Aspen House and Granville Street Car Park,,51.559327,-1.783934,1.26874,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0101,Tented Market,,51.559517,-1.787405,0.135119,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0111,Thornhill Industrial Estate,,51.585659,-1.727309,5.08878,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0113,Site of disused retail units on Devizes Road,,51.523084,-1.790611,0.07755,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0115,Sites of garages on Perrys Lane,,51.525949,-1.79276,0.114833,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0120,Fleetway House,,51.562094,-1.787231,0.179619,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
,local-authority-eng:SWD,s0122,"39-45 Fleet Street, Swindon",,51.562884,-1.785588,0.0848,,,,,153dbe1b4a37a3ca5851f37b75bcda0bcaad32015e96747b8861170f809b3a05
