entry-date,organisation,site,latitude,longitude,hectares,start-date,end-date,resource
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000031,BLR028,51.46984,-0.139441,2.84,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR001,51.460578,-0.109462,1.61,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000041,BLR038,51.436606,-0.131703,0.16,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000026,BLR022,51.469863,-0.131237,0.06,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR003,51.463812,-0.127122,0.47,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR006,51.452703,-0.129232,0.29,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000030,BLR027,51.464639,-0.127103,3.15,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR007,51.457805,-0.118156,0.28,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR005,51.481472,-0.124917,0.38,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000046,BLR043,51.435605,-0.123682,0.03,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR009,51.488785,-0.121093,0.19,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000040,BLR037,51.459082,-0.119436,0.11,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000024,BLR020,51.46821,-0.118361,0.09,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR014,51.454396,-0.117135,0.06,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR010,51.469497,-0.126674,0.19,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR017,51.45763,-0.138776,1.41,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000033,BLR030,51.477464,-0.116633,2.28,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR045,51.449455,-0.114899,0.06,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000028,BLR025,51.420577,-0.086676,6.86,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000038,BLR035,51.485005,-0.113115,2.03,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000037,BLR034,51.456874,-0.11222,0.34,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000027,BLR024,51.498008,-0.111203,0.02,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000036,BLR033,51.463086,-0.110483,0.47,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000029,BLR026,51.446745,-0.111573,4.2,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000044,BLR041,51.493821,-0.108367,0.12,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000032,BLR029,51.478601,-0.130305,1.91,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2017-12-15,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,BLR012,51.438775,-0.105245,0.09,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000035,BLR032,51.491096,-0.104788,0.93,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000023,BLR018,51.422833,-0.104761,0.11,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000045,BLR042,51.440261,-0.104101,0.07,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000025,BLR021,51.470691,-0.09733,0.08,2017-12-15,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000043,BLR040,51.428773,-0.095347,0.07,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000047,BLR044,51.419904,-0.07988,0.02,2018-12-17,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000034,BLR031,51.486431,-0.114947,1.31,2017-12-15,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000039,BLR036,51.43343238,-0.118610493,0.15,2018-12-17,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2018-12-17,http://opendatacommunities.org/id/geography/administration/lonb/E09000042,BLR039,51.42348445,-0.130281437,0.04,2018-12-17,2019-12-20,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000049,BLR046,51.42098,-0.088482,0.19,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000050,BLR047,51.444924,-0.108506,0.13,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000051,BLR048,51.464204,-0.126926,0.15,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000052,BLR049,51.478737,-0.129804,0.06,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR050,51.414672,-0.123465,0.19,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR051,51.429551,-0.126404,0.03,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR052,51.470652,-0.131724,0.07,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR053,51.469387,-0.095641,0.09,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR054,51.431621,-0.10714,0.04,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR055,51.447114,-0.098785,0.03,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR056,51.42892,-0.133766,0.08,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR057,51.428528,-0.103302,0.38,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR058,51.488953,-0.118159,0.44,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
2019-12-20,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,BLR059,51.492099,-0.118712,1.05,2019-12-20,,c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7
