entry-date,organisation,site,latitude,longitude,hectares,start-date,end-date,resource
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,10a,136241.21,502592.56,214,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,130,139232.46,506068.23,0.61,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,132a,145146.78,482626.59,0.27,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,133a,145184.72,482779.27,0.24,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,144,135783.26,488908.52,1.64,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,245,132841.14,489481.53,0.31,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,264,146787.98,484192.46,0.06,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,368,140663.33,494514.79,0.71,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,383a,139214.85,505850.12,1.98,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,478a,148795.46,485904.46,1.79,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,556a,147353.25,484839.37,0.19,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,619a,146099.59,484299.81,0.47,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,648a,143896.00,497926.00,1.67,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,676,138248.19,494699.05,0.34,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,697,132940.57,489457.80,0.98,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2018-12-12,http://opendatacommunities.org/id/district-council/waverley,699a,143085.61,495911.91,3.11,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,770,147974.21,483121.19,0.91,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,862,146876.59,483861.65,0.19,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,882,146879.01,483913.31,0.12,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
2017-12-15,http://opendatacommunities.org/id/district-council/waverley,915,143948.92,498583.60,0.05,2017-12-15,,f85be5cdd01ac417a52ee40fe4af177a393d3a15e9ccf68c35a4201313f5421e
