entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-10-12,local-authority-eng:CHO,2933,"Bank Hall, Bank Hall Drive, Bretherton",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,permissioned,full planning permission,,53.675649,-2.81503,0.26,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,2528,"Group 1, Parcels M1 & H1a, Brookwook Way, Buckshaw",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,pending decision,reserved matters approval,,53.658112,-2.613453,3.49,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,"""HS1.21""","Group 1, Parcel H1b(ii) Euxton Lane, Buckshaw",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,pending decision,reserved matters approval,,53.676001,-2.673099,4.63,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,"""HS1.21""","Group 1, Parcel H1b(i) Euxton Lane, Buckshaw",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,permissioned,outline planning permission,,53.675024,-2.669526,2.3,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,2529,"Parcel H1c, Group 1, Euxton Lane, Buckshaw",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,permissioned,reserved matters approval,,53.676156,-2.669559,2.15,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,2525,"Talbot Mill, Froom Street, Chorley",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,not owned by a public authority,permissioned,full planning permission,,53.649618,-2.632376,4.44,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,2613,"The Eagle and Child Hotel, 20 Pall Mall, Chorley",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,permissioned,full planning permission,,53.655737,-2.632846,0.1,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,3184,"Lingmell House, Water Street, Chorley, PR7 1EJ",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,permissioned,full planning permission,,53.706148,-2.638571,0.3,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,2956,"Land West of Coppull Enterprise Centre, Mill Lane, Coppull",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,yes,not owned by a public authority,not permissioned,,,53.627783,-2.662791,2.22,,,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
2017-10-12,local-authority-eng:CHO,3124,"The Mill Hotel, Moor Road, Croston",https://myaccount.chorley.gov.uk/MyChorley.aspx?iv=tabs,,not owned by a public authority,permissioned,outline planning permission,,53.66563,-2.752891,0.9,4,7,2017-10-12,,58f148a25e298d2e36dfe496adbb1e521ba376d9fc805ab9e66095627302ce5c
