entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2019-12-13,local-authority-eng:NOW,N/CAG/001,"Two sites at Hurricane Way, Airport Industrial Estate, Norwich",,,owned by a public authority,not permissioned,,,52.666335,1.28654,2.02,30,40,2017-12-31,,Proposed allocated site in draft GNLP for 30 dwellings,ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/CAG/002,"Start Rite Factory Site, 28 Mousehold Lane, Norwich NR7 8HE",,,not owned by a public authority,permissioned,full planning permission,,52.64949,1.312351,0.86,40,40,2017-12-31,,Proposed allocated site in draft GNLP for 40 dwellings,ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/CAG/006,"297 Aylsham Road/Land at Arminghall Close, Norwich",,,not owned by a public authority,not permissioned,,,52.651403,1.281767,2.27,100,100,2017-12-31,,Part implemented (LIDL store),ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/CRO/001,"Land At Corner Of Knox Road and Plumstead Road, Norwich NR1 4LQ",,yes,not owned by a public authority,permissioned,full planning permission,,52.634976,1.320005,0.21,9,9,2017-12-31,,"""For planning history search for '16/01354/O and 18/00727/F' at link provided""",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/CRO/004,"Former Church, Heartsease Lane, Norwich",,,not owned by a public authority,not permissioned,,,52.642093,1.325971,2.44,,,2017-12-31,,"Planning permission granted for ""Construction of new church auditorium with associated children and youth facilities, nursery and car parking with external works and new pedestrian access. (19/00007/F) but not yet implemented""",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-18,local-authority-eng:NOW,N/CRO/005,"126-128 Barrack Street, Norwich",,,not owned by a public authority,permissioned,full planning permission,,52.636553,1.30478,0.11,15,15,2017-12-31,,"""For planning history search for '06/00964/F' at the first link provided.""",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/EAT/001,"Bartram Mowers Ltd, Land West of Blubell Road, Norwich",,yes,not owned by a public authority,permissioned,full planning permission,,52.610735,1.247844,5.47,62,122,2017-12-31,,"15/01646/F - complete
Application currently pending for 32 bungalows and 22 apartments (19/00911/F)
Proposed allocated site in draft GNLP for 60 units",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/EAT/002,"Norfolk Learning Difficulties Centre, Ipswich Road, Norwich",,,owned by a public authority,not permissioned,,,52.603576,1.278158,0.78,30,30,2017-12-31,,Proposed allocated site in draft GNLP for 15 units.,ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/GAG/003,"Land North Side Of Windmill Road, Norwich",,yes,not owned by a public authority,permissioned,full planning permission,,52.650143,1.309606,0.19,17,17,2017-12-31,,"""For planning history search for '14/00847/F' at link provided""",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
2019-12-13,local-authority-eng:NOW,N/LAK/001,"John Youngs Limited, 24 City Road, Norwich NR1 3AN",,,not owned by a public authority,not permissioned,,,52.619598,1.299689,0.89,45,45,2017-12-31,,"""Higher density scheme of 75 dwellings may be needed to allow the site to be developed""
Proposed allocated site in draft GNLP for 45 units",ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0
