entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:WLV,,"55-77 Lichfield Street, Wolverhampton City Centre",,,,,,,52.586859,-2.123999,0.12,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Springvale Sports and Social Club, Millfields Road",,,,,,,52.562807,-2.088084,2.86,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Telecom House, Church Street, Wolverhampton City Centre",,,,permissioned,,,52.581017,-2.130786,0.55,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Land at Sweetbriar Road / Pump Street,,,,permissioned,,,52.571364,-2.101454,0.16,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Fmr Ettingshall Primary School, Herbert Street",,,,permissioned,,,52.570372,-2.094148,1.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Fmr Bilston Leisure Centre, Prouds Lane, Bilston",,,,permissioned,,,52.568865,-2.076632,0.89,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"The Manse, Leacroft Avenue",,,,pending decision,,,52.612032,-2.113466,0.34,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Garage Site Behind 23 To 33 Beach Avenue Wolverhampton West Midlands,,,,pending decision,,,52.552978,-2.103639,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Land Formerly 37-39 Brooklands Parade Wolverhampton West Midlands WV1 2ND,,,,permissioned,,,52.586508,-2.095379,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Medical Massage 37 Thornley Street Wolverhampton West Midlands WV1 1JP,,,,permissioned,,,52.58843,-2.125789,0.01,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,651 Stafford Road Wolverhampton West Midlands WV10 6QG,,,,permissioned,,,52.627345,-2.12729,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,National Childrens Home 83 Compton Road Wolverhampton West Midlands WV3 9QH,,,,permissioned,,,52.586203,-2.154195,0.2,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,73 Bellamy Lane Wolverhampton WV11 1LH,,,,permissioned,,,52.608181,-2.085163,0.04,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Primeco Limited 66-70 Lichfield Street City Centre Wolverhampton West Midlands WV1 1DB,,,,permissioned,,,52.586588,-2.1245,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,138 Penn Road Wolverhampton WV3 0DZ,,,,permissioned,,,52.573943,-2.138098,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Land Between 79A Harrowby Road And Harrowby Road Allotment Site Fordhouses WV10 6EP,,,,permissioned,,,52.624945,-2.135526,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Little Orchard Perton Road Wolverhampton West Midlands WV6 8DP,,,,permissioned,,,52.587415,-2.192103,0.37,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,10 Lever Street Wolverhampton West Midlands WV2 1AL,,,,permissioned,,,52.579416,-2.123078,0.01,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,38 Rupert Street Wolverhampton West Midlands WV3 9NS,,,,permissioned,,,52.587479,-2.14741,0.06,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Flat 1 110 Hurst Road Lanesfield Wolverhampton West Midlands WV14 9EU,,,,permissioned,,,52.546271,-2.104227,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Bramerton Childrens Residential Home 17 Bramerton Close Wolverhampton West Midlands WV11 1RT,,,,permissioned,,,52.602489,-2.098499,0.04,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,The Former British Legion Club Penn Road Wolverhampton West Midlands WV4 5LZ,,,,permissioned,,,52.555051,-2.169056,0.4,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,The Otter And Vixen Old Fallings Lane Wolverhampton West Midlands WV10 8BN,,,,pending decision,,,52.609882,-2.104955,0.25,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Land adj 12 Lloyd Hill, Lower Penn",,,,permissioned,,,52.555542,-2.171389,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Northwood Park Lodge Northwood Park Road Wolverhampton West Midlands WV10 8EU,,,,permissioned,,,52.623608,-2.1162,0.05,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,133 Park Street South Wolverhampton West Midlands WV2 3JF,,,,permissioned,,,52.569627,-2.130693,0.02,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,368-370 Dudley Road Wolverhampton WV2 3AY,,,,permissioned,,,52.570487,-2.124956,0.04,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Upper Floors 27 And 28 Market Street Wolverhampton West Midlands WV1 3AG,,,,permissioned,,,52.58513,-2.126001,0.02,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,23 Chetwynd Road Wolverhampton West Midlands WV2 4NZ,,,,permissioned,,,52.569433,-2.135605,0.02,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Woodend Post Office 80 Lower Prestwood Road Wolverhampton West Midlands WV11 1JP,,,,permissioned,,,52.610293,-2.085344,0.02,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Hotel rear of The Old White Rose PH, 20 Lichfield St, Bilston WV14 0EB",,,,permissioned,,,52.566089,-2.073898,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,1-3 St Johns Street Wolverhampton WV1 3NS,,,,permissioned,,,52.584264,-2.129246,0.01,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Land North And South Of Lane Street, Bradley WV14 8UP",,,,pending decision,,,52.584264,-2.129246,0.39,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,19 Raynor Road Wolverhampton West Midlands WV10 9QY,,,,permissioned,,,52.605224,-2.106405,0.05,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,13-15 Connaught Road Stowlawn Wolverhampton West Midlands WV14 6NU,,,,permissioned,,,52.573808,-2.064999,0.05,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"58-60 Lichfield Street, City Centre",,,,permissioned,,,52.586605,-2.125828,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,Land North West Of Bilston Urban Village Medical Centre Bankfield Road Wolverhampton West Midlands,,,,permissioned,,,52.563103,-2.076976,0.01,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,187 Leicester Street Wolverhampton West Midlands WV6 0PP,,,,permissioned,,,52.59335,-2.139635,0.01,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,436 Lichfield Road Wolverhampton West Midlands WV11 3HF,,,,permissioned,,,52.607667,-2.058448,0.05,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,"Mount Court, Mount Road",,,,,,,52.588939,-2.183519,0.1,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
,local-authority-eng:WLV,,5 Waterloo Road Wolverhampton WV1 4DJ,,,,permissioned,,,52.585977,-2.132454,0.03,,,,,3938ddedb2fedca20fa409e23118564ff80bfd283b05852eb5d968affc13697d
