entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-11-17,local-authority-eng:WOK,BR007,Hall Farm Church Lane Arborfield RG2 9HX,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.38,2,2,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR011,Oakley Farm Pound Lane Hurst RG10 0RS,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,2.29,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR012,"Lambda Cottage Wick Hill, Lane Finchampstead, RG40 3SR",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.28,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR018,Bell House Park Place Kentons Lane RG10 9HT,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.25,4,4,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR020,"The Bungalow, Henley Road",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,1.44,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR024,"Elms Field & The Paddocks, Elms Rd, Wokingham",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,6.7,126,126,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR025,Arcadia Loddon Drive Wargrave RG10 8HH,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.53,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR028,"Garth House, 53 Denmark Street, Wokingham",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,,6,6,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR033,Strowdes Upper Culham Lane Remenham Berkshire RG10 8NU,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,2.47,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR034,Thatchers Mead Thames Drive Charvil RG10 9TP,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.34,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR046,Riseley Business Park Basingstoke Road Riseley Reading RG7 1NW,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,,26,26,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR047,St John's Church Church Road Farley Hill,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.27,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR050,86 Loddon Bridge Road Woodley Reading RG5 4AN,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.53,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR056,42 Danywern Drive Winnersh Wokingham RG41 5PA,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.75,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR058,Cyber House 2 Molly Millars Lane Wokingham Berkshire RG41 2PX,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,,65,65,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR061,50 London Road Twyford Wokingham RG10 9EU,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,outline planning permission,,,,0.22,6,6,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR063,Nigra Building Mulberry Business Park Fishponds Road,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,,42,42,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR064,2 Hollow Lane Shinfield RG2 9DX .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,0.03,5,5,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR065,"Loddon Vale House, Hurricane Way, Woodley",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,0.17,12,12,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR069,Nigra Building Mulberry Business Park Fishponds Road Wokingham RG41 2GY .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.62,9,9,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR071,"North Wokingham-Matthewsgreen Farm, Phase 2b",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,reserved matters approval,,,,,73,73,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR072,Laburnum Cottage Hatch Gate Lane Wargrave RG10 8NE,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.65,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR075,Bridge Farm Bridge Farm Road Twyford TG10 9RU,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.28,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR076,Rosa Building Mulberry Business Park Fishponds Wokingham Berkshire RG41 2GY,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,0.17,33,33,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR077,Ilex House Fishponds Road Wokingham Berkshire RG41 2GY,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,0.25,45,45,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR078,21-26 Tape Lane Hurst RG10 0DP .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.37,11,11,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR083,The Cabin Rear Of 85 Kiln Ride Finchampstead RG40 3PJ,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.4,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR085,Worleys Farm Worleys Lane Wargrave Wokingham RG10 8PA,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.3,2,2,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR087,19 Pine Drive Finchampstead RG40 3LD,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.59,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR092,Gravelly Bridge Farmhouse Grazeley Green Road Grazeley RG7 1LG .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.4,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR098,Unit 3 Cutbush Court Danehill RG6 4UW .,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,other,,,,0.02,6,6,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR102,"Land at 56a, 58, 60 Finchampstead Road, Earley RG6 7JU",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.22,6,6,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR104,"North Wokingham-Matthewsgreen Farm, Phase 3",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,reserved matters approval,,,,,93,93,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR106,"Land At, Arborfield Garrison Biggs Lane Arborfield, Parcel H, I and J",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,reserved matters approval,,,,,179,179,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR107,Willow Haven Loddon Drive Wargrave Wokingham RG10 8HD,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.8,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR113,"Former Fosters Home for the Elderly, Fosters Lane, Woodley",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.51,34,34,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR138,"Youngs Farm, Kenton Lane, Upper Culham",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.5,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR144,"Beechtree Farm, Henley Road",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,2.2,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR146,"269 Headley Road East, Woodley",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.3,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR150,25 Sandy Lane,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.25,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR155,20 Aborfield Road,http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.75,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR156,"Land at Market Place, Peach St & Rose St, Wokingham",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,1.09,26,26,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR160,"Green Isle, Wargave Road",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,0.28,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
2017-11-17,local-authority-eng:WOK,BR161,"Sanagree, Little Hill Road",http://planning.wokingham.gov.uk/FastWebPL/welcome.asp,yes,not owned by a public authority,permissioned,full planning permission,,,,1.86,1,1,2017-08-18,,540726a456ad6481487b2953dd8404dd1bd29f9e584158abe4efd237e522db85
