entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2016-06-20,local-authority-eng:DOV,BR60-16,"Barwick Road Dover, Site at Barwick Road",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR60-16.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.131444,1.28273,2.62,220,220,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR61-16,"Coombe Valley Road, Dover, Former Barwick Site",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR61-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.132883,1.294884,0.74,24,24,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR65-16,"Upper Street, Kingsdown, Land between the village hall and The Bothy, Kingsdown",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR65-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.185194,1.401499,0.29,4,4,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR68-16,"Land north of River Stour & including part of Sandwich Industrial Estate, Land north of River Stour and including part of Sandwich Industrial Estate",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR68-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.276269,1.347032,12.2,303,303,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR71-16,"Old Folkestone Road, Aycliffe, Site of King Lear PH, Aycliffe",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR71-16.pdf,yes,not owned by a public authority,permissioned,,,51.113292,1.293275,0.15,18,18,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR72-16,"1-7 Cowgate Hill, Dover, 1-7 Cowgate Hill",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR72-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.124453,1.311494,0.03,8,8,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR75-16,"Dorman Avenue South, Aylesham, Site at The Greyhound PH, Aylesham",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR75-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.224374,1.202892,0.27,6,6,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR77-16,"Hammill, Woodnesborough, Engine Sheds at Hammill Brickworks",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR77-16.pdf,yes,not owned by a public authority,permissioned,other,,51.254708,1.285159,0.38,25,25,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR78-16,"149-156 Snargate Street, Dover, 149-156 Snargate Street",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR78-16.pdf,yes,not owned by a public authority,permissioned,reserved matters approval,,51.122377,1.311117,0.11,9,9,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR84-16,"Strand Street, Sandwich, Site at Pillory Gate Wharf, Sandwich",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR84-16.pdf,yes,not owned by a public authority,permissioned,other,,51.276662,1.340191,0.05,6,6,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR87-16,"Discovery Park, Ramsgate Road, Sandwich, Discovery Park",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR87-16.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.287413,1.34516,72.3,500,500,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR89-16,"Former council yard, Molland Lea, Ash, Former council yard, Molland Lea",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR89-16.pdf,yes,owned by a public authority,not permissioned,,,51.282659,1.277028,0.16,5,5,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR129-16,"The Old Sorting Office, Charlton Green, Dover, CT16 1AP, Charlton Green Sorting Office",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR129-16.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.13201,1.307303,0.69,65,65,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR130-16,"Albany Place Car Park, Dover, Albany Place Car Park",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR130-16.pdf,yes,owned by a public authority,not permissioned,,,51.123533,1.311557,0.4,15,15,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR132-16,"Former TA Centre, London Road, Dover, Former TA Centre, London Road",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR132-16.pdf,yes,owned by a public authority,not permissioned,,,51.13312,1.300834,0.33,10,10,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR133-16,"Coombe Valley, Dover, Land in Coombe Valley",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR133-16.pdf,yes,not owned by a public authority,not permissioned,,,51.1315,1.282334,6.78,189,189,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR134-16,"Factory Building, Lorne Road, Dover, Factory Building, Lorne Road",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR134-16.pdf,yes,not owned by a public authority,not permissioned,,,51.135489,1.299431,0.25,8,8,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR135-16,"Land off Dunedin Drive, Dover, Land off Dunedin Drive",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR135-16.pdf,yes,owned by a public authority,not permissioned,,,51.140772,1.302196,0.26,8,8,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR144-16,"Ark Lane, Deal, Redundant factory site, land at Ark Lane, Deal",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR144-16.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.229557,1.401562,0.56,14,14,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR171-16,"East Studdal Nursery, Downs Road, East Studdal, East Studdal Nursery",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR171-16.pdf,yes,not owned by a public authority,not permissioned,,,51.19978,1.327922,1,30,30,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR173-16,"Eastry Hospital, Mill Lane, Eastry, Eastry Hospital",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR173-16.pdf,yes,not owned by a public authority,pending decision,,,51.243496,1.305426,3.29,80,80,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR174-16,"The Old Chalk Pit, Heronden Road, Eastry, The Old Chalk Pit, Heronden Road, Eastry",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR174-16.pdf,yes,not owned by a public authority,not permissioned,,,51.242483,1.295737,0.68,20,20,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR181-16,"Prima Windows, Easole Street, Nonington, Prima Windows, Easole Street, Nonington",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR181-16.pdf,yes,not owned by a public authority,not permissioned,,,51.223837,1.240027,1.14,35,35,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR219 -16,"Connaught Barracks, Dover Road, Guston, CT16 1HL, Connaught Barracks",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR219-16.pdf,yes,owned by a public authority,not permissioned,,,51.133623,1.319599,10.12,,436,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-07,local-authority-eng:DOV,BR225-17,"Former Connaught Barracks, Dover Road, Guston, CT16 1HL, Former Connaught Barracks, Dover",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR225-17.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.13438,1.317323,2.38,64,64,2017-12-07,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2016-06-20,local-authority-eng:DOV,BR220-16,"Buckland Paper Mill, Crabble Hill, Dover, Buckland Paper Mill",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR220-16.pdf,yes,owned by a public authority,not permissioned,,,51.138567,1.293016,4,265,265,2016-06-20,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-07,local-authority-eng:DOV,BR223-17,"Engine Sheds at Hammill Brickworks, Hammill Road, Woodnesborough, CT13 0EJ, Engine sheds at Hammill Brickworks",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR223-17.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.254277,1.284483,0.41,10,10,2017-12-07,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-18,local-authority-eng:DOV,BR227-17,"Land at Salvatori, North and South of Grove Road, Preston, CT3 1EF, Land at Salvatori",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR227-17.pdf,yes,not owned by a public authority,permissioned,reserved matters approval,,51.307499,1.227322,5.07,70,70,2017-12-18,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-18,local-authority-eng:DOV,BR229-17,"Southern Water Pumping Station, St Richards Road, Deal, Southern Water Pumping Station",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR229-17.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.208137,1.383371,0.33,14,14,2017-12-18,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-18,local-authority-eng:DOV,BR230-17,"Former Car Sales site, St Martins Yard, East Side, Lorne Road, Dover, St Martins Yard",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR230-17.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.135296,1.300218,0.14,12,12,2017-12-18,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-18,local-authority-eng:DOV,BR233-17,"Ambulance Depot, Winchelsea Road, Dover, CT17 9TT, Ambulance Depot",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR233-17.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,51.12463,1.300129,0.2,9,9,2017-12-18,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
2017-12-18,local-authority-eng:DOV,BR238-17,"1 Malvern Road, Dover, 1 Malvern Road",http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR238-17.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.124369,1.303641,0.12,7,7,2017-12-18,,a0ce90d3d64d781a7f9695a659422436c5a44d4d365bcfed2b9fcea9762ea347
