entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-07-28,local-authority-eng:ASH,BFR1,"Rolls Royce, Watnall Road, Hucknall",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,,not owned by a public authority,permissioned,outline planning permission,,53.017905,-1.225241,31.09,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR3,"Factory site on Bolsover Street, Hucknall",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,not permissioned,,,53.036501,-1.198469,0.22,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR4,"Land at Daniels Way, Hucknall",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,53.025326,-1.218531,1.1,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR7,"8a Annesley Road, Hucknall",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,permissioned,full planning permission,,53.04,-1.205545,0.03,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR8,"Land at Priestsic Road/Northern View, Sutton in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,not permissioned,,,53.129766,-1.260627,0.53,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR9,"Davies Avenue, Sutton in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,owned by a public authority,not permissioned,,,53.131421,-1.265287,0.6,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR10,"Land at 57 Stoneyford Road, Sutton in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,not permissioned,,,53.132689,-1.260943,0.35,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR11,"Warwick Close, Kirkby in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,owned by a public authority,not permissioned,,,53.101315,-1.231811,0.83,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR12,"Land off Southwell Lane, Kirkby in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,53.105745,-1.249359,1.45,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
2017-07-28,local-authority-eng:ASH,BFR13,"Charles Trent Ltd, Sidings Road, Kirkby in Ashfield",https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,yes,not owned by a public authority,permissioned,outline planning permission,,53.10732,-1.239026,3.45,,,2017-07-28,,a99d3f29f596948177894bc2b4107c0268cc67c0f24c9e52a3fbb9abf6cdc90d
