entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-06-28,local-authority-eng:PLY,BR0001a,Colin Campbell Court,https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.370776%2C-4.1473&z=18,50.370776,-4.1473,2.27,300,330,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0002a,"Cornwall Street East, City Centre",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.372891%2C-4.141361&z=18,50.372891,-4.141361,0.99,92,102,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0003a,"Cornwall Street West, City Centre",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.372855%2C-4.145171&z=18,50.372855,-4.145171,0.8,79,87,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0004a,"Cornwall Street West, City Centre",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.371896%2C-4.143157&z=18,50.371896,-4.143157,0.49,30,33,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0005a,"Royal Assurance site, Armada Way, City Centre",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.370885%2C-4.143105&z=18,50.370885,-4.143105,0.49,110,121,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0006a,"Land at 19 The Crescent, Derry's Cross, City Centre",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.368814%2C-4.146787&z=18,50.368814,-4.146787,0.6,120,132,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0007a,Civic Centre and Council House site,https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.369516%2C-4.143367&z=18,50.369516,-4.143367,1.19,248,273,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0008a,"Plymouth Fruit Sales site, Sutton Road, Sutton Harbour",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.36836%2C-4.129641&z=18,50.36836,-4.129641,0.63,200,220,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0009b,"Sutton Road west, Sutton Harbour",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.370496%2C-4.131134&z=18,50.370496,-4.131134,0.85,180,198,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
2019-06-28,local-authority-eng:PLY,BR0010a,"Sugar House, Sutton Harbour",https://www.google.com/maps/d/u/0/viewer?mid=1A_apl7xd1T_OKbW5kGjRxUKpbj-aeDfj&ll=50.369582%2C-4.130772&z=18,50.369582,-4.130772,0.43,,,2017-12-22,,99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df
