entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-10,local-authority-eng:RUH,SHELAA ID: 8,"Union Street West Car Park, Union Street, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.295747,-0.758112,0.25,36,40,2018-12-10,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 9,"Union Street East Car Park, Union Street, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.295626,-0.754257,0.08,7,8,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 15,"Farnborough Civic Quarter, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.289449,-0.756948,5.96,630,700,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 102,"Willow House, 23 Grosvenor Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.248701,-0.766873,0.06,21,23,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2017-12-11,local-authority-eng:RUH,SHELAA ID: 110,"Progress House and Penmark House, Albert Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.247194,-0.758689,0.07,45,50,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2017-12-11,local-authority-eng:RUH,SHELAA ID: 284,"Former Laundry, 53 Rectory Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.294935,-0.744322,0.14,4,5,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 304,"69 Gordon Road, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.245809,-0.763784,0.06,,,2018-12-10,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 320,"Car Park next to Scout Hall, Fleet Road, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.295227,-0.778693,0.1,4,5,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 409,"16 Union Street, Aldershot",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.249382,-0.766668,0.01,5,6,2018-12-10,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
2018-12-10,local-authority-eng:RUH,SHELAA ID: 516,"The Crescent, Southwood Business Park, Summit Avenue, Farnborough",http://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,51.292831,-0.78435,4.26,135,150,2017-12-11,,0f306a4da7cb423740839d0ba733ee7afd205a13a48c72871e661211e3db84f7
