entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:SUR,SHBR3,"Land at Weston Paddocks, Whitmoor Road, Bagshot",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,51.3569,-0.683,0.55,,10,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR4,"Kennels, 79 Guildford Road, Bagshot",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,51.3588,-0.6826,0.27,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR5,"Queen Anne House, Station Road, Bagshot",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,51.3635,-0.6908,0.26,,9,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR13,"325 Guildford Road, Bisley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,51.3218,-0.6305,0.25,,9,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR14,"FC Brown Ltd, 17 Queens Road, Bisley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,51.3206,-0.6325,4.181,,110,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR15,"land r/o 309-315 Guildford Road, Bisley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,51.3224,-0.6315,0.12,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR16,"317-319 Guildford Road, Bisley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/6SLAA2017Ap2BisleySiteAssmts.pdf,51.322,-0.6311,0.34,,17,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR18,"Norwich House, Knoll Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3395,-0.7442,0.2,,57,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR19,"Burwood House Hotel, 15 London Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.346,-0.7211,0.17,,10,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR20,"Sparks Garage, 2 London Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3494,-0.7133,0.1,,10,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR21,"52 Park Street, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3372,-0.7481,,,8,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR22,"Central House, 75-79 Park Street, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3364,-0.7472,,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR23,"110E Sentry House, Frimley Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3276,-0.7553,0.02,,11,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR24,"Compass House 207-215 London Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3385,-0.7498,0.15,,45,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR25,"15-17 Obelisk Way, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3385,-0.7461,0.08,,16,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR26,"Clockhouse, 65 Park Street, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3366,-0.7473,0.02,,5,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR28,"The Dolphin, 299 London Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3368,-0.7564,0.1,,7,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR30,"21-33 York Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3421,-0.7418,0.38,,7,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR32,"87 Middle Gordon Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3343,-0.7466,0.11,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR33,"Former Camberley Police Station, Portesbery Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3385,-0.7396,0.79,,35,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR34,"Kings Court and Former Magistrates Court, High Street, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3369,-0.743,0.1,,30,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR36,"1a & 1b High Street, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3397,-0.745,0.012,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR37,"Pembroke Broadway North, Pembroke Broadway, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.337,-0.7455,1.4,,116,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR38,"Former Portesbery School, Portesbery Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3381,-0.7409,1,,45,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR39,"407 & 409 London Road and 9,11,13,13a Victoria Avenue, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3352,-0.7625,0.34,,38,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR75,"London Road Block 1, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3391,-0.7468,1.1,,114,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR40,"Peerless site n, Sullivan Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3343,-0.7612,0.17,,8,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR41,"Peerless Site P2, Wood Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3176,-0.7552,0.14,,5,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR42,"Travis Perkins, 280 Gordon Avenue, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.3289,-0.7552,0.22,,15,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR43,"Pembroke House, 148 Frimley Road, Camberley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,51.326,-0.7553,0.18,,25,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR52,"Flexlands School, Sandpit Hall Road, Chobham",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/10SLAA2017Ap2ChobhamSiteAssmts.pdf,51.3446,-0.5955,1.4,,14,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR53,"Peerless Site, Windsor Court Road, Chobham",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/10SLAA2017Ap2ChobhamSiteAssmts.pdf,51.3536,-0.6034,0.9,,5,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR56,"Princess Royal Barracks 1, Brunswick Road, Deepcut",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/12SLAA2017Ap2DeepcutSiteAssmts.pdf,51.3047,-0.701,44.55,,300,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR59,"1-3 Blackdown Road, Deepcut",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/12SLAA2017Ap2DeepcutSiteAssmts.pdf,51.31,-0.7037,0.02,,6,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR61,"The Absolute Building, Lyon Way, Frimley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,,,0.32,,91,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR62,"Wyvern House, 55 Frimley High Street, Frimley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,51.3124,-0.746,0.27,,35,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR63,"The Ridgewood Centre, Old Bisley Road, Frimley",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,51.3247,-0.7033,3.7,,100,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
,local-authority-eng:SUR,SHBR65,"Land west of Sturt Road, Frimley Green",http://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,51.2988,-0.7298,3.5,,60,2017-12-18,,705244ed58e47eb7fff854b8baf7328be78e0ac976e03fe790631221489c575d
