entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:BRY,BLR1,Gas Holder Site Homesdale Road Bromley BR1 2UE,http://bromley-consult.objective.co.uk/events/29806/images/web/4227628_0_1.jpg,yes,,not permissioned,,,51.400753,0.032183,1,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR2,Land adjacent to Bickley StationBR1 2EB,http://bromley-consult.objective.co.uk/events/29806/images/web/4227632_0_1.jpg,yes,,not permissioned,,,51.39968,0.042703,0.9,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR3,Opportunity Site B Corner of Tweedy Road/London Road,http://www.bromley.gov.uk/download/downloads/id/516/btc_aap_appendices_5_to_7_and_glossary.pdf,yes,owned by a public authority,not permissioned,,,51.408852,0.012023,0.37,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR4,Opportunity Site C Old Town Hall 30 Tweedy Road BR1 3FE,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O3RE2YBTM9W00,yes,owned by a public authority,permissioned,full planning permission,,51.406628,0.017921,0.7,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR5,Opportunity Site P Sainsbury's West Street Bromley BR1 1TP,http://www.bromley.gov.uk/download/downloads/id/516/btc_aap_appendices_5_to_7_and_glossary.pdf,,,not permissioned,,,51.407153,0.013545,1.25,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR6,Bromley Civic Centre Stockwell Close BR1 3UH,http://bromley-consult.objective.co.uk/events/29806/images/web/4227630_1_1.jpg,,owned by a public authority,not permissioned,,,51.403676,0.021199,5.75,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR7,West of Bromley High Street and Land at Bromley South BR1/BR2,http://bromley-consult.objective.co.uk/events/29806/images/web/4227638_0_1.jpg,,mixed ownership,not permissioned,,,51.401324,0.015747,4.54,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR8,Land adjacent to Bromley North Station Tweedy Road Bromley BR1,http://bromley-consult.objective.co.uk/events/29806/images/web/4227637_0_1.jpg,yes,mixed ownership,not permissioned,,,51.409272,0.017434,3,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR9,The Hill Car Park & Adjacent LandsBR2 0DA,http://bromley-consult.objective.co.uk/events/29806/images/web/4227627_0_1.jpg,,mixed ownership,not permissioned,,,51.406427,0.011342,1.25,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR10,Banbury House Bushell Way Chislehurst BR7 6SF,http://bromley-consult.objective.co.uk/events/29806/images/web/4227639_0_1.jpg,yes,owned by a public authority,not permissioned,,,51.423064,0.059481,0.27,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR11,Bromley Valley Gym and Adjacent Lands Chipperfield Road St Paul’s Cray BR5 2QR,http://bromley-consult.objective.co.uk/events/29806/images/web/4227635_0_1.jpg,,owned by a public authority,not permissioned,,,51.405466,0.10348,2.8,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR12,Small Halls York Rise Orpington BR6 8AD,http://bromley-consult.objective.co.uk/events/29806/images/web/4227634_0_1.jpg,yes,owned by a public authority,not permissioned,,,51.373486,0.086482,0.46,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR13,18-44 Homefield Rise Orpington BR6 ORU,http://bromley-consult.objective.co.uk/events/29806/images/web/4227626_0_1.jpg,yes,,not permissioned,,,51.374757,0.101426,0.75,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,Site Reference,SiteNameAddress,,yes,,permissioned,,,,,,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR14,6 Woodlands Road BR1 2AF Bickley,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NFBT5BBTJX000,yes,,permissioned,other,,51.403678,0.045972,0.89,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR15,Bickley And Widmore Working Mens Club Tylney Road BR1 2SH,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NJPD85BTFGU00,yes,,permissioned,full planning permission,,51.401525,0.035323,0.01,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR16,248 Southlands Road BR1 2EQ,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O9KKPCBTGPK00,yes,,permissioned,full planning permission,,51.396394,0.043936,0.1,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR17,42 Orchard Road BR1 2PS,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OMWA4GBTLLR00,yes,,permissioned,full planning permission,,51.409576,0.034171,0.17,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
,local-authority-eng:BRY,BLR18,Merrywood Bickley Park Road BR1 2AY,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OIMKU6BTK1300,yes,,permissioned,full planning permission,,51.401378,0.051534,0.19,,,,,68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776
