entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-11,local-authority-eng:EAS,HA08,"Veritek House, Edgeland Terrace",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,other,,,,0.2,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,HA18,Garages adjacent 25-32 Fletching Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.1,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,HA27,14-29 Brassey Parade,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,pending decision,,,,,0.39,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,HA35,Garages to the rear of 11 Cade Street,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.05,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,HA43,Garages to the rear of 17 Pulborough Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.16,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,HA45,Garages adjacent to 1 Wadhurst Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.09,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,LA01,Car park rear of Langney Shopping Centre,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.13,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,LA22,Garages between 7 and 9 Biddenden Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,owned by a public authority,permissioned,full planning permission,,,,0.08,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,LA31,Garages adjacent to 45 Westerham Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.08,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,LA32,Garages to the rear of Antrim Court Wrotham Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.07,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,ME19,Courtlands Hotel 3-5 Wilmington Gardens,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.07,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,ME22,Ravelston Grange 10 Denton Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.15,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,OC10,"St. Elizabeth’s Church, Old Town",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.5,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,OL10,Land adjacent 51 Church Street,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.04,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,OL12,Greenfield Road Methodist Church,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.07,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,RO03,2-4 Moy Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,permissioned,full planning permission,,,,0.66,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,RO16,Land at junction of Northbourne Road and Britland Estate,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,owned by a public authority,permissioned,full planning permission,,,,0.11,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE17,Land Adjacent 3-14 Brede Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,owned by a public authority,permissioned,full planning permission,,,,0.11,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2017-12-20,local-authority-eng:EAS,SE19,186 Seaside,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.05,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE43,Senlac House 53-59 Seaside,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.04,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE49,"Coda Bar, 125 Langney Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.08,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE51,192 Seaside/2a Hoad Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.06,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE57,2a Cavendish Avenue,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,outline planning permission,,,,0.1,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE63,183a Langney Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.03,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE64,"Heatherleigh Hotel, Royal Parade",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.07,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE65,Unit 2 Fort Lane,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.11,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE84,11-17 Manifold Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,outline planning permission,,,,0.08,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SE87,74 Beach Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.04,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SH13,Garage to the rear of 1-11 Primrose Close,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,owned by a public authority,not permissioned,,,,,0.08,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,SO02,Sovereign Harbour Site 2,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.22,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,ST09,"The Lodge Inn, 559 Seaside",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.11,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2017-12-20,local-authority-eng:EAS,TO01,"Burlington Hotel car park, Burlington Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,not owned by a public authority,not permissioned,,,,,0.13,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,TO02,Land Between Upperton Road and Southfields Road,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,,mixed ownership,not permissioned,,,,,0.52,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,TO03,"Central Methodist Church, Langney Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.06,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,TO04,"St Andrew’s United Reform Church, Blackwater Road",http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.1,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,TO102,6 Station Parade,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,full planning permission,,,,0.01,,,2018-12-11,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
2018-12-11,local-authority-eng:EAS,TO103,Garages between 5 and 10 North Street,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,yes,not owned by a public authority,permissioned,outline planning permission,,,,0.04,,,2017-12-20,,6a1781f7f8d88659c7fcf54c04a00e6b626db26ad5169c9e6a15a55dd545c640
