entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-19,local-authority-eng:FAR,37,"Sawmills Industrial Park, Wickham Road, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-37.jpg,,,50.88368,-1.18059,2.2,72,72,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,87,"280-282 (UTP) West Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-87.jpg,,,50.85191,-1.189806,0.17,34,34,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,158,"10 East Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-158.jpg,yes,,50.852025,-1.173803,0.08,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,211,"Fareham Station East, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-211.jpg,,,50.853735,-1.191947,1.58,120,120,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,1058,"Wynton Way, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1058.jpg,yes,,50.862391,-1.215572,0.43,13,13,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,1076,"335-357 Gosport Road, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1076.jpg,yes,,50.838416,-1.181052,0.2,8,8,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,1203,"Swanwick Marina, Bridge Road",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1203.jpg,yes,,50.882924,-1.299359,4.66,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,1325,"Crofton Conservatories, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1325.jpg,,,50.852435,-1.18854,0.24,49,49,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,1425,"Market Quay, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1425.jpg,,,50.854391,-1.177093,1.48,100,100,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,1974,"130-136 West Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-1974.jpg,,,50.852371,-1.182465,0.1,24,24,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-01-08,local-authority-eng:FAR,2826,"Lysses Car Park, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2826.jpg,,,50.854416,-1.172072,0.42,0,0,2018-01-08,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,2853,"Land R/O Red Lion Hotel and Bath Lane, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2853.jpg,,,50.851331,-1.173955,0.31,30,30,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,2931,"Fareham Station West, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2931.jpg,,,50.853929,-1.193245,0.78,94,94,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,2942,"Wykeham House School, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2942.jpg,yes,,50.852726,-1.172388,0.49,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,2947,"142-144 West Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2947.jpg,,,50.852086,-1.182929,0.17,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,2956,"Delme Court, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2956.jpg,,,50.85231,-1.18938,0.11,11,11,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,2969,"100 Wickham Road, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-2969.jpg,yes,,50.863671,-1.179931,0.6,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3063,"Trinity Street Car Park, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3063.jpg,,,50.85381,-1.183187,0.17,12,12,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3067,"119 West Street and Land to Rear, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3067.jpg,,,50.853234,-1.181197,0.16,22,22,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3070,"Magistrates Court, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3070.jpg,yes,,50.853377,-1.183112,0.22,45,45,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3088,"Warsash Maritime Academy, Warsash",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3088.jpg,yes,,50.845658,-1.302304,2.46,100,100,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3142,"1 Station Industrial Park, Duncan Road, Park Gate",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3142.jpg,yes,,50.875337,-1.266507,0.09,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3144,"132 Highlands Road, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3144.jpg,yes,,50.858687,-1.212128,0.15,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3145,"189-199 West Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3145.jpg,yes,,50.852909,-1.185585,0.17,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3146,"Former Wavemar Electronics Building, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3146.jpg,yes,,50.872731,-1.26869,0.12,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3147,"The Hampshire Rose, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3147.jpg,yes,,50.860451,-1.209373,0.16,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,3148,"Civic Quarter, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3148.jpg,,,50.854433,-1.177071,2.88,100,100,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3149,"Former Scout Hut, Coldeast Way, Sarisbury Green",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3149.jpg,,,50.869145,-1.280444,0.15,,,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2017-12-01,local-authority-eng:FAR,3150,"Genesis Centre, Locks Heath",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3150.jpg,,,50.863078,-1.272998,0.1,13,13,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3151,"Cherry Tree Industrial Park, Burridge",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3151.jpg,,,50.893849,-1.261754,0.83,22,22,2017-12-01,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3156,"18-23 Wykeham Place (Former school sports hall) East Street, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3156.jpg,,,50.853142,-1.172703,0.1,9,9,2018-12-19,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3160,"123 Barnes Lane, Sarisbury Green",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3160.jpg,yes,,50.86825,-1.288645,0.84,41,41,2018-12-19,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
2018-12-19,local-authority-eng:FAR,3196,"103 Gosport Road, Fareham",http://www.fareham.gov.uk/downloads/BLR_Plans/InsetPlan-3196.jpg,yes,,50.84733,-1.18208,0.02,5,5,2018-12-19,,49d76d8843ca40b2345d3036eae8dee0c3c78cee07dea0d18f31722867a178d8
