entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
,local-authority-eng:GED,"""6/7""","Meadow Road Industrial Site, Meadow Road, Carlton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461579.5008%2C340811.1175%2C461884.3014%2C340945.8568%2C27700,,not owned by a public authority,not permissioned,,,52.961695,-1.082693,1.18,35,35,2017-04-01,,Information received in 2017 indicates that the landowners hope to develop the site before 2028.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,"""6/18""","Rolleston Drive (NCC Offices), Rolleston Drive, Arnold",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=459156.4895%2C345341.8172%2C459664.4905%2C345566.3828%2C27700,yes,owned by a public authority,not permissioned,,,53.003151,-1.116093,3.64,140,140,2017-04-01,,The site is proposed for allocation in the Local Planning Document (site H1). Site is still subject to Policy E3 of the Replacement Local Plan.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,"""6/20""","Bestwood Business Park, Park Road, Bestwood Village",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=454511.8131%2C347084.9794%2C455527.8151%2C347534.1105%2C27700,,not owned by a public authority,permissioned,outline planning permission,,53.020485,-1.180971,6.01,,,2017-04-01,,The site is proposed for allocation in the Local Planning Document (site H13). Information received in March 2017 indicates that for the foreseeable future the owners see the Business Park as remaining as an employment site.. Up to 220 dwellings,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,"""6/49""","Brookfields Garden Centre, Mapperley Plains, Arnold",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460072.4945%2C345540.4172%2C460580.4955%2C345764.9828%2C27700,yes,not owned by a public authority,pending decision,,,53.004843,-1.102291,3.52,90,106,2017-04-01,,The site is proposed for allocation in the Local Planning Document (site H2). The site is within the Green Belt. Planning application (2017/0155) for up to 32 apartments on part of the site submitted and is currently being determined.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,"""6/73""","Bestwood Hotel, Park Road, Bestwood Village",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=455218.2047%2C347463.6553%2C455523.0053%2C347598.3947%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,53.022232,-1.175968,0.15,,,2017-04-01,,The conversion of the hotel into 6 flats has been completed in June 2016 (2012/1275). The remainder of the site has planning permission for a new block of 6 flats which is currently under construction (2015/0803).. A block of 6 x 2 bed apartments,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/154,"Mansfield Lane (110-112), Mansfield Lane, Calverton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461538.5347%2C349711.9003%2C461843.3353%2C349846.6397%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,53.041747,-1.081313,0.11,,,2017-04-01,,Site is currently under construction (2004/1471).. 3 x 3 bed detatched houses with garages and 3 x 3 bed townhouses,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/209,"Burton Road, Burton Road, Carlton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461332.0797%2C341454.1303%2C461636.8803%2C341588.8697%2C27700,yes,owned by a public authority,not permissioned,,,52.967558,-1.085982,0.08,8,8,2017-04-01,,Planning permission (2006/0202) for 3 dwellings lapsed in April 2009. Information received in 2017 indicates that the site has potential to deliver 8 apartments.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/216,"Fraser Street (Site of 36), Fraser Street, Newstead",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=451851.9647%2C352718.5703%2C452156.7653%2C352853.3097%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,53.069822,-1.225325,0.2,,,2017-04-01,,Planning permission for residential development (2016/0917) granted in October 2016. Information received in 2017 indicates work on site has started.. 8 x 4 bed semi-detached dwellings,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/229,"Westdale Lane East (72-74), Westdale Lane East, Carlton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461196.5447%2C342193.5903%2C461501.3453%2C342328.3297%2C27700,yes,not owned by a public authority,pending decision,,,52.974219,-1.087855,0.09,12,12,2017-04-01,,Planning permission (2010/0200) lapsed in May 2013. Planning application (2017/0157) for 12 apartments submitted on 3 February 2017 and is currently being determined.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/260,"Sol Construction Ltd, Vale Road, Carlton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460924.3747%2C340218.5303%2C461229.1753%2C340353.2697%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,52.956619,-1.092239,0.74,,,2017-04-01,,Site is currently under construction (2008/0287). Site has been cleared and work has been delayed on site whilst the developer negotiates with the County Council about some highway construction requirements.. 44 dwellings,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/477,"Daybrook Laundry, Mansfield Road, Arnold",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=457595.4795%2C344941.2922%2C458103.4805%2C345165.8578%2C27700,yes,not owned by a public authority,not permissioned,,,52.999941,-1.139634,0.93,49,49,2017-04-01,,The site is proposed for allocation in the Local Planning Document (site X1).,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/479,"Metallifacture Ltd, Mansfield Road, Arnold",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=458042.5145%2C346607.7672%2C458550.5155%2C346832.3328%2C27700,yes,not owned by a public authority,pending decision,,,53.014738,-1.132587,1.33,72,72,2017-04-01,,The site is proposed for allocation in the Local Planning Document (site X2). Planning application (2016/0854) for 72 dwellings was granted in August 2017 subject to the signing of the s106.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/662,"Hollinwood Lane/North Green, Hollinwood Lane/North Green, Calverton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460364.6097%2C350026.7603%2C460669.4103%2C350161.4997%2C27700,yes,not owned by a public authority,not permissioned,,,53.044722,-1.098784,0.66,20,20,2017-04-01,,The site is proposed for allocation (390 homes) in the Local Planning Document (site H16) together with other non-brownfield sites. The site is within the Green Belt.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/686,"The Cherry Tree, Collyer Road, Calverton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=460978.5947%2C349435.6203%2C461283.3953%2C349570.3597%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,53.039334,-1.08972,0.21,,,2017-04-01,,"Site is currently under construction (2012/1009). Site has been sold to another developer.. 4 x 3 bed terraced houses, 2 x 3 bed semi-detached houses, 1 x 4 bed townhouse, 5 x 2 bed apartments and 2 x 1 bed apartments",27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/797,"Warren Hill Community Church, Muirfield Road, Arnold",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=456197.7247%2C346470.1203%2C456502.5253%2C346604.8597%2C27700,yes,not owned by a public authority,pending decision,,,53.013194,-1.161585,0.11,6,6,2017-04-01,,Planning permission (2013/0555) lapsed in August 2016. Planning application (2017/0557) for 6 dwellings was submitted in August 2017 and is currently being determined.,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
,local-authority-eng:GED,6/804,"Pioneer Accident Repair Centre, Manor Road, Carlton",http://www.arcgis.com/apps/webappviewer/index.html?id=57b3b3cce7c44532b0cface13f74177e&extent=461698.4947%2C341467.3153%2C462003.2953%2C341602.0547%2C27700,yes,not owned by a public authority,permissioned,full planning permission,,52.967688,-1.080484,0.11,,,2017-04-01,,Site is currently under construction (2015/0827).. 2 blocks of 3 x 3 bed apartments,27e2184afbcfa61b9b65af09a0200a1c256f750e54d86199dafecf7877b17f9c
