entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-12-21,local-authority-eng:SKP,SKB0001,"Mercury Garage, 185 Moss Lane, Bramhall, Stockport, SK7 1BA",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,53.3578,-2.169097,0.14,6,6,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0002,"Sim Chem House, Warren Road, Cheadle Hulme, Stockport, SK8 5BR",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,other,,53.377128,-2.187657,0.66,184,184,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0003,"101-107 Buxton Road, Heaviley, Stockport, SK2 6LR",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,53.395344,-2.148825,0.06,10,10,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0004,"15-17 Bridge Street, Stockport, SK1 1XR",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,53.412167,-2.157553,0.02,6,6,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0005,"250 Wellington Road South, Heaviley, Stockport, SK2 6NW",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,other,,53.399423,-2.154262,0.04,9,9,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0006,"2-6 Churchgate, Town Centre, Stockport, SK1 1YA",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,53.410805,-2.15594,0.06,22,22,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0007,"265 Edgeley Road, Edgeley, Stockport, SK3 0TR",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,not permissioned,,,53.398842,-2.184228,0.12,8,8,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0008,"32-36 Lower Hillgate, Stockport, SK1 1JE",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,permissioned,outline planning permission,,53.410826,-2.15681,0.02,21,21,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0009,"Adswood Road/Siddington Avenue, Stockport, SK3 8LF",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,not permissioned,,,53.392955,-2.166746,1.95,67,67,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
2017-12-21,local-authority-eng:SKP,SKB0010,"Adswood Road/Stockholm Road (north of), Stockport, SK3 9QT",https://www.stockport.gov.uk/brownfield/brownfield-land-register,yes,not owned by a public authority,not permissioned,,,53.395065,-2.164511,0.99,35,35,2017-12-21,,,f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5
