entry-date,organisation,site,latitude,longitude,hectares,start-date,end-date,resource
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,37,109674.9,457739.2,2.2,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,86,106250.9,456876.7,0.18,2019-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,87,106139.2,457124.4,0.17,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,158,106140.9,458275.6,0.08,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,198,106411.9,458037.6,3.35,2019-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,203,105594.3,461706,0.25,2019-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,211,106304.1,457010.3,1.58,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,212,106334.3,456892.6,1.05,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,1058,107272.3,455298.3,0.43,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,1076,104630.6,457766.4,0.2,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,1203,109469.5,449388.8,4.66,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,1325,106192.2,457212.4,0.24,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
2019-12-19,http://opendatacommunities.org/id/district-council/fareham,1425,106093.3,458000.2,1.48,2017-12-01,,c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb
