entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-31,local-authority-eng:BAN,13/00155/FUL,Kempshott Park Industrial Estate Longwood Copse Lane Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MLHS3HCRAT000,yes,,51.225524,-1.144756,2.83,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,13/00747/FUL,Three Barrels Winklebury Centre Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MO0ZDBCRAT000,yes,,51.268051,-1.124352,0.06,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,13/02321/FUL,Main Hall Park Prewett Northbrook Crescent Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MVYE55CRAT000,yes,,51.280815,-1.119274,0.25,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,14/00759/FUL,Chineham House Shakespeare Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N2DYPNCRAT000,yes,,51.280974,-1.075258,0.13,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,14/02489/OUT,J A Hirst & Sons Recycling Yard Hurstbourne Station Hurstbourne Priors,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NANMUTCRI8800,yes,,51.239902,-1.380784,2.29,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,14/03190/FUL,The Bothy Courtyard Hurstbourne Priors,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NDUQJMCRKZ100,yes,,51.214295,-1.375911,0.4,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,14/03916/FUL,Daneshill Court Daneshill Drive Lychput Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NH1KOJCRFS400,yes,,51.281494,-1.057254,0.42,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/00975/FUL,Leamington Court Andover Road Newfound,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NLGY47CRJBL00,yes,,51.257887,-1.172445,0.5,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/01259/FUL,208 Winchester Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NMSQDNCRKH200,yes,,51.255833,-1.101538,0.06,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/01309/FUL,Sun Alliance House 37 Wote Street Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NMWTRPCRKM400,yes,,51.263836,-1.085861,0.14,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/02230/FUL,133-135 Worting Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NQP7BVCR0C000,yes,,51.262015,-1.108218,0.1,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/02353/FUL,2-4 Market Place Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NR6C0ECRKWE00,yes,,51.262572,-1.086569,0.04,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/02782/FUL,241-45 Old Worting Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NSNTQ2CRM3W00,yes,,51.261576,-1.120549,0.14,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/03170/FUL,Wella (Gb) Wella Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NUB80JCRFS600,yes,,51.252623,-1.10259,0.67,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/03457/FUL,45-47 Winchester Street Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NVG2FWCRGRQ00,yes,,51.262152,-1.089447,0.02,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/03590/FUL,Knights Farm Knights Lane Ball Hill Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NVYOXACRH7L00,yes,,51.368528,-1.395019,0.52,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/03777/GPDOFF,Spectrum House 8 Woodlands Business Village Coronation Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NWTUAECR0FP00,yes,,51.272301,-1.073897,0.2,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/04189/FUL,Lock Up Garage Site May Street/lower Brook Street Brookvale Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NYBIG0CRJWL00,yes,,51.266048,-1.098058,0.21,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/04469/RES,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZI3KXCRKV200,yes,,51.255992,-1.086105,0.23,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/04506/FUL,Royal British Legion The Street Bramley,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZPT71CRL0V00,yes,,51.355794,-1.150834,1.41,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
2017-12-31,local-authority-eng:BAN,15/04534/FUL,Brickells Yard Oakley Lane Oakley,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZT4PMCR0AQ00,yes,,51.252745,-1.172679,0.27,,,2017-12-31,,0259cede12dc82d0c4cef68f444d2a1ae3a3d718787f8cdb8ff1fc05243ae004
