entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:WYR,BR001,"Normoss Farm, Normoss Road, Poulton",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,full planning permission,,53.829946,-2.997998,0.61,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR002,"South of Kepple Lane, Garstang",https://arcg.is/0nuG4n,yes,not owned by a public authority,pending decision,reserved matters approval,,53.897245,-2.781751,2.87,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR003,"52-60 Poulton Road, Fleetwood",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,full planning permission,,53.921435,-3.01868,0.05,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR004,"Land north and east of Bourne Road, Thornton.",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,full planning permission,,53.888771,-3.005927,5.16,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR005,"Royal Oak, 64 Breck Road, Poulton",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,full planning permission,,53.850689,-2.988458,0.12,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR006,"Preesall Service Station, Sandy Lane, Preesall",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,reserved matters approval,,53.921991,-2.962063,0.12,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR007,"Brimelows Garage, 54 Hardhorn Road, Poulton",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,reserved matters approval,,53.844418,-2.992506,0.14,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR008,"Fairfield Nurseries, Puddle House Lane, Poulton",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,reserved matters approval,,53.830047,-2.978081,1.18,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR009,"West of Nightingale Way, Catterall",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,outline planning permission,,53.88125,-2.772782,0.6,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
,local-authority-eng:WYR,BR010,"Lincluden, Wallace Lane, Forton",https://arcg.is/0nuG4n,yes,not owned by a public authority,permissioned,full planning permission,,53.960543,-2.776809,0.43,,,2017-12-14,,20c27f6cd123faef42a40eeaaa15a4e17336c2a0fc8d78788ee4268b01dba4e5
