entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-22,local-authority-eng:HER,BR001,"The Directors Arms PH, Borehamwood",,51.649583,-0.260945,0.33,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR002,"Gasholder site, Station Road, Borehamwood",,51.652079,-0.277777,,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR003,"Land South Of, Elstree And Borehamwood Station And, Adjacent To Coleridge Way And, Byron Avenue,, Borehamwood",,51.649306,-0.276914,2.3,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR004,"Land at Bushey Hall Golf Club, Bushey",,51.655344,-0.375627,1.61,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR005,"Land At Rossway Industrial Estate,, Rossway Drive, Bushey",,51.648646,-0.346046,0.27,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR006,"Land at Hertswood (Upper) School, Thrift Farm Lane, Borehamwood",,51.662341,-0.26504,0.19,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR007,"Land At Lincolnsfield, Off, Bushey Hall Drive, Bushey, WD23 2ES",,51.658578,-0.371521,0.42,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR008,"Europcar House, Aldenham Road, Bushey, WD23 2QQ",,51.648729,-0.379752,0.29,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR009,"Birchville Court and adjacent haulage depot, Heathbourne Road, Bushey Heath, WD23 1PB",,51.634222,-0.333321,0.61,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR010,"Elton House, Bushey Hall Road, Bushey, WD23 2HJ",,51.665001,-0.362658,0.49,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR011,"First Place Nuseries, Falconer Road, Bushey",,51.648194,-0.368395,0.57,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR012,"TC1 - 29-59 Shenley Road and 61-71 Shenley Road, Borehamwood",,51.659615,-0.269829,0.88,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR013,"Radlett Fire Station, 201 Watling Street, Radlett, WD7 7AW",,51.686887,-0.3187,0.09,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR014,"199 Watling Street, Radlett, WD7 7NQ",,51.687095,-0.318793,0.06,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR015,Brook Street / Shenley Road (NatWest Building),,51.6588,-0.271291,0.3,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR016,Elstree Studio,,51.657564,-0.26914,1.77,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR017,Civic Cluster,,51.659441,-0.268418,1.2,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR018,Elstree Way North,,51.659603,-0.267198,0.64,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR019,EWC South (Land at Former Affinity Sutton Site),,51.659014,-0.265644,0.39,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR020,EWC South (The Fire Station site and the Job Centre site),,51.658949,-0.266774,0.38,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
2017-12-22,local-authority-eng:HER,BR021,Civic Car park,,51.659906,-0.268198,1.2,,,2017-12-22,,cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae
