entry-date,organisation,site,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:HCK,2016/4140,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535599&lat=183882,51.537564,-0.0462,0.05,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2017/0873,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533710&lat=187880,51.573944,-0.071914,0.03,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2016/2420,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533343&lat=187966,51.574802,-0.077172,0.29,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2015/4019,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534286&lat=187601,51.571302,-0.063703,0.06,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2016/2345,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533555&lat=187805,51.57331,-0.074167,0.36,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2016/1348,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535373&lat=184449,51.542717,-0.049246,0.31,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2016/3833,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534094&lat=184429,51.542838,-0.067687,0.03,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2014/0610,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534157&lat=184989,51.547858,-0.066568,0.04,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2014/3457,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533107&lat=184424,51.543034,-0.081915,0.05,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
,local-authority-eng:HCK,2014/0727,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534875&lat=184895,51.546845,-0.056248,0.04,,,2017-12-31,,db1ba9482beae7534aedb1ffad9e495528688fd8d5ad646cc599e8777fee4c0c
