entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:IOS,SHLAA A7-a,"Former Carn Thomas Primary School now Council of the Isles of Scilly Children's Services, Telegraph Road, St Mary's Isles of Scilly TR21 0PT",http://www.scilly.gov.uk/sites/default/files/document/planning/SHLAA%20Methodology%20and%20Site%20Assessments%20FINAL%202017.pdf,yes,not owned by a public authority,not permissioned,,,49.916017,-6.310517,0.2,,,,,c7151e07faf7ea4c334397523c85c1767d8e54a22fad053f7fd6ec8bfdf21f28
,local-authority-eng:IOS,SHLAA A7,"Former Carn Thomas Secondary School, Telegraph Road, St Mary's Isles of Scilly TR21 0PT",http://www.scilly.gov.uk/sites/default/files/document/planning/SHLAA%20Methodology%20and%20Site%20Assessments%20FINAL%202017.pdf,yes,owned by a public authority,not permissioned,,,49.916017,-6.310517,0.6,,,,,c7151e07faf7ea4c334397523c85c1767d8e54a22fad053f7fd6ec8bfdf21f28
