entry-date,organisation,site,latitude,longitude,hectares,start-date,end-date,resource
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H252a,154674.83,344606.27,3.41,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H255,137233.13,330337.75,0.4,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H260a,137634.02,330694.25,0.16,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H262,136783.13,330774.05,0.26,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2017-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H265b,136322.8,330112.73,0.17,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H266a,137784.72,330717.35,2.01,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2017-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H266b,137857.17,330800.45,0.5,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H268,137390.1,330183.93,0.22,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2017-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H275,137004.07,330194.58,0.89,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H280a,147395.89,331501.46,2.57,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H280b,147324.86,331375.54,1.21,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
2018-11-27,http://opendatacommunities.org/id/district-council/sedgemoor,H281b,147162.14,331807.63,0.18,2017-11-27,,dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516
