entry-date,organisation,site,site-address,site-plan-url,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-08-24,local-authority-eng:BAI,BAS0001,"Wickford Car Park, rear of High Street and Ladygate Centre",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8535&p=0,51.612672,0.522207,0.78,19,19,2017-07-18,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0002,"Car park 14, Laindon Link, South West of Roundacre, SS15 5UN",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8536&p=0,51.568506,0.450125,1.35,28,37,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0003,Land north of Dry Street (Area of Special Reserve – Saved Policy BAS S3),http://www.basildon.gov.uk/CHttpHandler.ashx?id=8537&p=0,51.555185,0.446296,3.52,80,80,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0004,Thurrock and Basildon College Nethermayne Campus,http://www.basildon.gov.uk/CHttpHandler.ashx?id=8538&p=0,51.561401,0.449646,3.49,150,150,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0005,"Community Hall off Witchards and Open Space rear of 26-45 Gun Hill Place and rear of 41-58 Wickham Place, Kingswood",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8539&p=0,51.564195,0.465392,0.45,13,20,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0006,"Basildon Integrated Support Service (Lincewood County Infants School Annexe) High Road, Langdon Hills",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8540&p=0,51.561971,0.422651,0.36,5,19,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0007,"Former Fryerns School and Social Services Offices, Broadmayne, Craylands, Basildon",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8541&p=0,51.576211,0.486092,2.45,52,82,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0008,"1-31 Runwell Road, Wickford",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8542&p=0,51.615382,0.523755,0.31,84,84,2017-07-19,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0010,"Dipple Medical Centre and land east of Medical Centre, rear of 2-22 Gifford Green",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8544&p=0,51.567642,0.505467,0.59,8,26,2017-07-20,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0011,"The Wickford Education Centre, Alderney Gardens, Wickford",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8545&p=0,51.620044,0.518163,0.84,16,23,2017-07-21,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0012,"Land at 157-167 Nevendon Road, Wickford",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8546&p=0,51.604306,0.516439,0.54,6,6,2017-07-21,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0013,"Laindon Town Centre/shopping centre, Laindon High Road",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8547&p=0,51.574086,0.423021,5.78,224,224,2017-07-21,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0014,"Alpha Garden Centre, London Road, Wickford",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8548&p=0,51.611056,0.497056,1.94,8,10,2017-07-21,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0015,"Basildon zoo site, London Road, Vange",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8549&p=0,51.554592,0.471136,0.88,5,5,2017-07-25,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0017,"Land at junction of Pound Land and Clarence Road, Basildon",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8551&p=0,51.547026,0.533228,0.53,5,5,2017-07-26,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
2018-08-24,local-authority-eng:BAI,BAS0018,"Land south of Clarence Road, Bowers Gifford, Basildon",http://www.basildon.gov.uk/CHttpHandler.ashx?id=8552&p=0,51.574012,0.533816,0.31,1,1,2017-07-31,,68a69753b93b4d9e3a20e0a444ed570fb6c7d1dacf0a3670b5f159dbb78c0bef
