entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-31,local-authority-eng:NHE,BR1,"Deans Yard, South Road, Baldock",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,yes,,51.986317,-0.179567,0.32,20,20,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR2,"Land at Icknield Way, Baldock",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,yes,,51.991793,-0.191748,0.52,26,26,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR3,"Station Road/Royston Road, Baldock",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,yes,,51.991865,-0.186516,0.44,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR4,"Hadrian Way, Baldock",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Baldock%20Sites.pdf,yes,,51.98639,-0.199667,0.66,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR5,"Former B&Q, at junction of Nightingale and Walsworth Road, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.953582,-0.266051,0.68,60,60,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR6,"Centre for the Arts, Willian Road, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.95661,-0.255284,1.03,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR7,"Industrial area, Cooks Way, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.956478,-0.264638,0.73,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR8,"Chas Lowe, London Road, Knebworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,yes,,51.866043,-0.18421,0.41,14,14,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR9,"Pixmore Centre, Pixmore Avenue, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.981591,-0.218193,0.39,31,31,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR10,"Freeman House, Radburn Way, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.974225,-0.213363,0.31,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR11,"Foundation House, Icknield Way, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.985465,-0.2177,0.78,47,47,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR12,"Glebe Road industrial estate, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.985351,-0.220563,0.26,10,10,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR13,"Hamonte, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.971207,-0.209501,1.16,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR14,"Nursery, Icknield Way, Letchwoth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.980235,-0.233765,0.43,8,8,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR15,"Site at Birds Hill, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.981557,-0.219165,0.6,48,48,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR16,"Garages, Icknield Way, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.9793,-0.236274,0.69,25,25,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR17,"Former Depot, Icknield Way, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.985554,-0.211446,0.92,55,55,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR18,"Land at Birds Hill, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.982328,-0.219302,1.07,86,86,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR19,"Anglian Business Park, Orchard Road, Royston",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,yes,,52.053204,-0.031709,1.19,48,48,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR20,"Land at Lumen Road, Royston",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,yes,,52.052122,-0.022702,0.28,14,14,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR21,"Agricultural supplier, Garden Walk, Royston",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,yes,,52.051789,-0.014813,0.93,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR22,"John Barker Place, Westmill, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.958383,-0.292035,0.71,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR23,"Block B, Latchmore Court, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.948948,-0.279521,0.09,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR24,"Hitchin Hospital, Talbot Street",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.953592,-0.287805,0.73,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR25,"Elderley Persons Home, Wratten Road West, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.946118,-0.283658,0.41,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR26,"The Nightingale, Nightingale Road, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.953792,-0.266863,0.11,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR27,"20-22 Station Road, Letchworth Garden City",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.980638,-0.226636,0.26,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR28,"Garden Square Shopping Centre, Leys Avenue, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.978727,-0.226971,0.16,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR29,"10 Burns Road, Royston",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Royston%20Sites.pdf,yes,,52.059094,-0.018762,0.1,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR30,"Railway Sidings, St. Michael's Road, Hitchin",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.951837,-0.260784,3.86,123,123,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR31,"Bowman's Flour Mill, Ickleford",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Hitchin%20Sites.pdf,yes,,51.967274,-0.280737,3.57,71,71,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR32,"Oddysey Health Club, Knebworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,yes,,51.880974,-0.191756,4.01,,,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR33,"The Station, Station Approach, Knebworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Knebworth%20Sites.pdf,yes,,51.8665,-0.187652,0.01,10,10,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR34,"Paul Bromfield Aquatics, Maydencroft Lane, Gosmore",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Gosmore%20Site.pdf,yes,,51.92983,-0.279594,1.59,10,10,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
2017-12-31,local-authority-eng:NHE,BR35,"Former Lannock School, Whiteway, Letchworth",https://www.north-herts.gov.uk/sites/northherts-cms/files/Brownfield%20Land%20Register%20-%20Letchworth%20Sites.pdf,yes,,51.969192,-0.206646,0.21,44,44,2017-12-31,,56aabd5334c3113d320c5042626f792e67d82cf084d94298742960a2076856ec
