entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2019-12-04,local-authority-eng:WAE,10a,"Dunsfold Aerodrome, Stovolds Hill, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,permissioned,outline planning permission,,51.116282,-0.535632,214,2600,2600,2017-12-15,,"Site forms part of a larger promoted  site which includes elements of greenfield, only the brownfield element has been included. This is a strategic site within the Waverley Local Plan Part 1 with an allocation of 2600 with planning permission granted for 1,800. Planning permission granted for new access road.",cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,130,"Cranleigh C of E Primary School (Infant), Church Lane, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,owned by a public authority,not permissioned,,,51.142539,-0.485114,0.61,20,20,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2018-12-12,local-authority-eng:WAE,132a,"Coal Yard, 6 The Street, Wrecclesham, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,permissioned,full planning permission,,51.199569,-0.818773,0.27,9,9,2017-12-15,2019-12-04,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,133a,"Colemans Yard, Wrecclesham Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,,not owned by a public authority,not permissioned,,,51.199888,-0.81658,0.24,10,10,2017-12-15,,The site is an allocation in the Farnham Neighbourhood Plan.,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2018-12-12,local-authority-eng:WAE,144,"Central Hindhead, London Road, Hindhead",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,not permissioned,,,51.114449,-0.731194,1.64,34,34,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2018-12-12,local-authority-eng:WAE,245,"Site of 5 to 21 Wey Hill, Haslemere",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,permissioned,full planning permission,,51.08791,-0.723738,0.31,45,45,2017-12-15,,"Erection of 45 apartments in 2 blocks including associated semi-basement parking, amenity space, landscaping and new access.",cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2017-12-15,local-authority-eng:WAE,264,"Victoria House, South Street, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,,not owned by a public authority,not permissioned,,,51.214095,-0.795983,0.06,8,8,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2018-12-12,local-authority-eng:WAE,368,"Wheeler Street Nurseries, Wheeler Lane, Witley, Godalming",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,permissioned,full planning permission,,51.157423,-0.649846,0.71,18,18,2017-12-15,2019-12-04,Erection of 18 dwellings (including 5 affordable dwellings following demolition of existing dwelling and all other structures,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,383a,"Cranleigh C of E Primary School (Junior), Parsonage Road, Cranleigh",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,mixed ownership,not permissioned,,,51.142421,-0.488236,1.98,70,70,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,478a,"Part of SSE Farnham Depot, Lower Weybourne Lane, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,,not owned by a public authority,not permissioned,,,51.231888,-0.770997,1.79,52,52,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2018-12-12,local-authority-eng:WAE,556a,"Guildford Road Service Station, 13 Guildford Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,not permissioned,,,51.219082,-0.78659,0.19,5,10,2017-12-15,,The site is an allocation in the Farnham Neighbourhood Plan.,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2017-12-15,local-authority-eng:WAE,619a,"Land at Farnham College, Morley Road, Farnham",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,owned by a public authority,permissioned,full planning permission,,51.20789,-0.794608,0.47,14,14,2017-12-15,,"Erection of 14 dwellings together with associated garaging, car parking and landscaping following removal of tennis courts and demolition of storage building; formation of new vehicular access off Firgrove Hill.  The site is an allocation in the Farnham Neighbourhood Plan",cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,648a,"Woodside Park, Catteshall Lane, Godalming",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,permissioned,outline planning permission,,51.185901,-0.600203,1.67,100,100,2017-12-15,,"Outline application for the erection of up to 100 dwellings, including 17 affordable, together with associated amenity/play space; following demolition of existing buildings except the ambulance station together with associated works. This is a strategic site within the Waverley Plocal Plan Part 1. Reserved matters WA/2018/1675 refused October 2019",cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2017-12-15,local-authority-eng:WAE,676,"Land south of Franklin Court, Brook Road, Wormley, Witley",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,not owned by a public authority,not permissioned,,,51.135681,-0.647846,0.34,5,6,2017-12-15,,"Site has been promoted for 6-10 dwellings, this would result in a net increase of 4-6 dwellings.",cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2017-12-15,local-authority-eng:WAE,697,"Land at Wey Hill, Haslemere",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,owned by a public authority,not permissioned,,,51.088808,-0.724053,0.98,31,40,2017-12-15,,,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
2019-12-04,local-authority-eng:WAE,699a,"Ockford Ridge, Godalming",http://85.92.197.215/ishare5.4.web/atsolomap_brownfieldreg.html,yes,owned by a public authority,permissioned,reserved matters approval,,51.178966,-0.629229,3.11,12,12,2017-12-15,,Erection 17 dwellings at site B following the demolition of 14 existing houses. Erection of 30 dwellings at Site C following the demolition of 21 existing houses. In total this represents a net gain of 12 dwellings.  This is a reduction of 2 dwellings due to the redesign of the scheme,cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567
