7ba205f5d2619398a931669c1e6d4c8850f6fbefe2d6838a3ebbbe5f9200b702,has 1,048,464 blank lines
12e709c847614f924fc6bd9dcb9c162816e5962388776532fc311a9bb2d18c83,comment text after header
03c7a1f30e458d43019c33bf16f050650c7e109a833fa57076a660fad9c02bf4,Shepway quite sparse
b14af98083dd8676a7eb17bf4c741ef95b3cb712c360346c62420d3a4ce8f929,text after header
2b9acc994f06b513dda160186c98affbdd785a8b21fc0734e0c6696cc293c1fe,character encoding issues
9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4,numbered and "mandatory" text before header
d69676bea0cb8e0285cbe175679219157615e5232dcd5a2bc37825c1564330a3,numbered and "mandatory" text before header
e80bc54cb7ce73b10d06baf069ba82982536f5a3bb1e85bac6364dc8e5d460b7,numbered and "mandatory" text before header
33a975ffd0c514f6b63d6fdb32b46f4f8b4471a48f13869974d5cac687e04c66,row before header with "Unnamed: 0" text
53eae689203c3b4251f28ebe2d82c3d4255e90733317254f2ebf7d4d7870e138,additional "Unnamed" columns
3bb6fdd9108068cb0284c9e7ca1b09e3c349825e5f55df94f046504cea71f67b,columns "Unnamed: 1" etc
4eeca291fccc236a4a744850b920fbbf31e4090e4cce51a37c158a3fe080e549,columns "Unnamed: 1" etc
9a31213fcec9f37a7431258ed42e8998d9e90f6929bba9e3372a7d21c923169a,columns "Unnamed: 1" etc
a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952,columns "Unnamed: 1" etc
8d715e359d619a441690271c6c9ceed9bc3f43e5a12a8d500b581a4de65c5465,mixture of Unnamed and numbered columns
97eb6c31f21efb200abcfc769025480608f96b40a21e97d423483afa9fa35a57,missing headers
f14b2fd2524272086e8c00ee6f30a90fb36585e873be0f0c28a2f8f480653e0f,Unnamed and notes as first row
341038260cf71356e3731b942df352cbb2f60bb1613c928fbf672c7e43f77534,notes in the header row
34e3c37538889673a7227716ccb0faca6e1b1ffa6a0b8bc7807294d8d144577a,header row on two rows
3d4a16ecd5bd5ece32bff5b3ab7d80e2179ee146020a5737c74f5d8cb8f6df9b,strange last row
40ba241c5f5da1de68d3c025e68210d8707413a4d7c50ce9396a006802556669,pivoted (london legacy)
47ae15c373da005ad5d1280e13163dca5725ed4a04b32374991d14004b9eab78,newline in headers
51e028895eff24df83dfe680347999382385cb87edd36855a80290fc8341459c,full of "Click here to go .." text
54461fd942daa934ae1372def6c5c8b3d10556f7ec8b5df180e01a6f58fd9c27,headers,no data
5ed5da3ec0f3a94a214b1d119b5904625058f5834ca2c5afedaf66df2c19f4bb,two header rows
3089a3f8e06e4b03f30955c91ee33ec80dd979c6ff48e9be59a414fe244e71a5,mostly polygons
63321e01d3e9b2180cd33803e1d7bb8f863311eaf2cdc2031c9f9598c55a2606,(and 6 others) hav polygons in wkt format
aa0156de0c16bfcb78fed85a0a63a5a3290763e2654b3d920129044e47d72eea,references polygons in a shapefile
671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,Parish and other random columns
6d411b3c1436ec3e10e4bf3a63bb96456e14e34790752fd72189885036108f45,newlines in column names
873e9679ba803ab268864133b3ab80c2bdb831ca157e7d77769539fab1c3c467,interesting column names
9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c,interesting column names
d1ea336f6fd8dd1e8e9cfd16517a7bcd55ddcf8f06dd67839b3c95d15b40cd16,interesting column names
a67314bbafd3fc3b864fb2ee7c631e13621ca37daf02a97cef53856d8c0a6afd,random column names
88092240a86eddb879c929afd526a715b570082b53c3b25d3e0b8df23523984c,uppercase column names
8bbef21bc5a47c130790460081bf4767d9a4626f066bc51e44a783c30471ae7e,spaces in column names
8c3f373b3acb9f19a645295115b57e6253fdf59a2390f86ae026f255e06f0453,XML error message
c1b6eb451ec365ad17fc738bab86c4b3ed0ac642e0b00bd6ec4fc9778c6dd80a,no headings
c9efead8107b7fdb58be9dd4117badd72df58f56a9137ea12110b570fd200003,additional source column
cb0af9b4b276cdc6c150ce187006009e235e057d83ad3f553d3f4c8bdc078509,additional "To Be Included .." column
e8c12cbc42527869db0fe79f50c2b7b55bf71306a89420900c649664de95cc6d,additional PA1Status PA2Ward PA3MapNumber coumns
dda69588484b738fc11766920157bf7dbed8bad220109da484a9f43dd4b6addc,lots of unnamed and empty columns
f1b82172307f6598bc4eb1850dd0659c8a3e9e79d340273fe4795269b294ce23,site proforma link to PDF
2c802529bffeee7f422427fdb8e4b3ad82455bbee3321346ce67da9379ea45ff,contains #N/A values
ecfd6677b9cd844ac035e4bd72b63d9242c8865eeaa93dc6ab305c87884af9be,one row has missing OrganisationURI
68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776,has dates of 31-06-2017
2097b9a5e8b6d406a28b8746d2a17ff6dbc3cc15a86bd7464d91fa9f45770fab,OrganisationURI is "For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham"
51e028895eff24df83dfe680347999382385cb87edd36855a80290fc8341459c,OrganisationURL [sic] is "Click here to go to the city council entry on the Ministry of Housing, Communities and Local Government website"
68e1c58d69de37d3f39b10191eb44733289ad38618d1bb0f51967776e5c9d776,mostly good, but has an entry with an OrganisationURI of "BLR"
0a2acb3630049c97f654ba03d73bd03261a00ec702ff5e8403433afef412e84f,published by Stafford, has sites with old OrganisationURI values eg http://opendatacommunities.org/id/geography/administration/nmd/E07000230 - Kennet, disolved in 2009 https://en.wikipedia.org/wiki/Kennet_District
